fold,model,mse
0,P2_Persistent,221614.4429414705
0,P2_KNN,224615.59901481288
0,P2_LR,328878.42324728426
0,P2_SVR,221860.75808654932
0,P2_Bagging,152766.99734754162
1,P2_Persistent,652529.1335959669
1,P2_KNN,39446.55188774739
1,P2_LR,169067.37053833
1,P2_SVR,12.325749197440661
1,P2_Bagging,47936.21373082808
2,P2_Persistent,219437.10792807263
2,P2_KNN,206373.95293379665
2,P2_LR,27802241.317247733
2,P2_SVR,219621.23705295095
2,P2_Bagging,132071.90031405253
3,P2_Persistent,235286.1214435319
3,P2_KNN,254869.02923185483
3,P2_LR,422050.97551418823
3,P2_SVR,235703.585810217
3,P2_Bagging,255299.038519259
4,P2_Persistent,433398.55594014516
4,P2_KNN,350661.4665969805
4,P2_LR,516791.43579328887
4,P2_SVR,433475.2916164738
4,P2_Bagging,356886.8396414868
5,P2_Persistent,235285.7978267496
5,P2_KNN,254920.32516056736
5,P2_LR,444706.33325500076
5,P2_SVR,235304.45543358012
5,P2_Bagging,262832.24403913313
6,P2_Persistent,12.667557417263518
6,P2_KNN,39040.082902875656
6,P2_LR,1814315.108558481
6,P2_SVR,9.459315828381357
6,P2_Bagging,34106.96751777537
7,P2_Persistent,221923.46656297924
7,P2_KNN,18283.965265577914
7,P2_LR,196321.5110388071
7,P2_SVR,8.682630764471133
7,P2_Bagging,62984.5691455117
8,P2_Persistent,96.87471722419818
8,P2_KNN,21998.47715367457
8,P2_LR,116556.63464699365
8,P2_SVR,14.896400458321775
8,P2_Bagging,790.1277307104218
9,P2_Persistent,219287.00971298572
9,P2_KNN,28205.219661351257
9,P2_LR,144365.49276973482
9,P2_SVR,11.535146472399603
9,P2_Bagging,55523.61315848629
10,P2_Persistent,9.672315411891882
10,P2_KNN,61005.672614434334
10,P2_LR,167048.24219344504
10,P2_SVR,10.325728571489291
10,P2_Bagging,29193.251004821406
11,P2_Persistent,235325.1929918674
11,P2_KNN,388962.7531336863
11,P2_LR,550579.0676741593
11,P2_SVR,449086.62653887505
11,P2_Bagging,363254.35649416054
12,P2_Persistent,219244.49498288066
12,P2_KNN,50072.43639759151
12,P2_LR,252624.54060815345
12,P2_SVR,13.064063344792546
12,P2_Bagging,69045.02246631555
13,P2_Persistent,219200.4805933885
13,P2_KNN,13481.29272938996
13,P2_LR,144959.46359256768
13,P2_SVR,10.260485699188482
13,P2_Bagging,53913.099594951746
14,P2_Persistent,11.627988808682414
14,P2_KNN,21957.351641515503
14,P2_LR,76268.27590813623
14,P2_SVR,10.486459166234482
14,P2_Bagging,4616.165775021296
15,P2_Persistent,219439.3084387686
15,P2_KNN,180347.82620669948
15,P2_LR,215271.5597134798
15,P2_SVR,219605.95328299265
15,P2_Bagging,149006.81662091325
16,P2_Persistent,219200.22829920406
16,P2_KNN,11051.097094977664
16,P2_LR,223125.1520833746
16,P2_SVR,14.0840946248811
16,P2_Bagging,68392.93982386426
17,P2_Persistent,47.06359050496655
17,P2_KNN,155873.26270746518
17,P2_LR,346739.8399420647
17,P2_SVR,213545.99350223047
17,P2_Bagging,156867.38291157148
18,P2_Persistent,221841.26806889006
18,P2_KNN,32920.152361213724
18,P2_LR,343387.5932768093
18,P2_SVR,10.327321215732127
18,P2_Bagging,76965.53630090917
19,P2_Persistent,441037.7874961421
19,P2_KNN,446990.8181861924
19,P2_LR,373266.38601470116
19,P2_SVR,441194.2404968151
19,P2_Bagging,342794.6802165689
