paper,arm,model,cohort,subgroup,n,mse,rmse,mae,r2,relative_error,mape_percent,s_score_literal_mean,s_score_minus_one_mean,s_score_overflow
p1,selected,P1_ELM_Stack,test,all,424,43.00010807773286,6.557446765146696,4.310787445025478,0.9507925794998802,0.05286088329324166,5.286088329324166,1.9593747338560308,0.9593747338560307,False
p1,selected,P1_ELM_Stack,test,STAGE=A,238,62.36435542701391,7.89711057457181,5.082875755280802,0.9552532292031698,0.06143029010708142,6.143029010708142,2.409849128117053,1.4098491281170527,False
p1,selected,P1_ELM_Stack,test,STAGE=B,186,18.222200179190434,4.26874690971372,3.322846488892321,0.749588201604275,0.04189572833789833,4.189572833789833,1.3829612616295615,0.3829612616295615,False
p1,selected,P1_ELM_Stack,test,condition=Cond1,165,59.06838473162314,7.685595925601549,5.090168498670605,-0.4328755781014708,0.07399467882978765,7.399467882978765,2.579893694012788,1.5798936940127875,False
p1,selected,P1_ELM_Stack,test,condition=Cond2,186,18.222200179190434,4.26874690971372,3.322846488892321,0.749588201604275,0.04189572833789833,4.189572833789833,1.3829612616295615,0.3829612616295615,False
p1,selected,P1_ELM_Stack,test,condition=Cond3,73,69.81415220426703,8.35548635354442,5.06639215720796,-3.8342681473560685,0.033031329295485135,3.3031329295485135,2.0255018216403915,1.0255018216403915,False
p1,selected,P1_ELM_Stack,test,route=123,73,69.81415220426703,8.35548635354442,5.06639215720796,-3.8342681473560685,0.033031329295485135,3.3031329295485135,2.0255018216403915,1.0255018216403915,False
p1,selected,P1_ELM_Stack,test,route=456,351,37.42339804571863,6.117466636257089,4.153638886651343,0.5203025704217338,0.05698497856912835,5.698497856912835,1.9456218067669755,0.9456218067669754,False
p1,selected,P1_ELM_Stack,validation,all,424,58.35729490834048,7.639194650507374,4.835144037810056,0.9290679257872709,0.06085757179699676,6.085757179699676,3.4169508358664795,2.4169508358664795,False
p1,selected,P1_ELM_Stack,validation,STAGE=A,252,82.82781316025479,9.100978692440433,5.6579131798470685,0.9335899943183132,0.0694485947771106,6.94485947771106,4.761180716603226,3.761180716603226,False
p1,selected,P1_ELM_Stack,validation,STAGE=B,172,22.50514026018694,4.7439582903085205,3.6296915738953635,0.7504024089504266,0.04827072417496949,4.827072417496949,1.4474977547870602,0.4474977547870605,False
p1,selected,P1_ELM_Stack,validation,condition=Cond1,185,85.73592127529614,9.25936937784081,5.606937857996466,-0.863008834854287,0.08062108567848641,8.062108567848641,5.722006109186072,4.722006109186073,False
p1,selected,P1_ELM_Stack,validation,condition=Cond2,172,22.50514026018694,4.7439582903085205,3.6296915738953635,0.7504024089504266,0.04827072417496949,4.827072417496949,1.4474977547870602,0.4474977547870605,False
p1,selected,P1_ELM_Stack,validation,condition=Cond3,67,74.79796239484217,8.648581525015658,5.798665934210676,-3.5245727248827583,0.03859917960166995,3.8599179601669946,2.108155378874473,1.108155378874473,False
p1,selected,P1_ELM_Stack,validation,route=123,67,74.79796239484217,8.648581525015658,5.798665934210676,-3.5245727248827583,0.03859917960166995,3.8599179601669946,2.108155378874473,1.108155378874473,False
p1,selected,P1_ELM_Stack,validation,route=456,357,55.27179148650403,7.434500083159865,4.654314998429548,0.3136632623430188,0.06503491711096565,6.503491711096565,3.662579114909798,2.662579114909798,False
p1,selected,P1_ERT,test,all,424,46.84829140928477,6.844581171210169,4.39115356911483,0.9463888888157796,0.05426293400172123,5.426293400172123,4.321386474841338,3.3213864748413386,False
p1,selected,P1_ERT,test,STAGE=A,238,67.27820112104472,8.202329005900989,5.052831937204572,0.9517275176729815,0.061757387151156196,6.175738715115619,6.594051591947491,5.594051591947491,False
p1,selected,P1_ERT,test,STAGE=B,186,20.706794036172592,4.550471847640923,3.544489850806451,0.715444596008262,0.04467325739115391,4.467325739115391,1.4133526153184113,0.41335261531841105,False
p1,selected,P1_ERT,test,condition=Cond1,165,75.56019536760796,8.692536762511157,5.183664050000001,-0.8329324411144468,0.07536154687405881,7.536154687405881,8.787352791514797,7.787352791514797,False
p1,selected,P1_ERT,test,condition=Cond2,186,20.706794036172592,4.550471847640923,3.544489850806451,0.715444596008262,0.04467325739115391,4.467325739115391,1.4133526153184113,0.41335261531841105,False
p1,selected,P1_ERT,test,condition=Cond3,73,48.558625084292196,6.968401903183556,4.757115517872439,-2.3624330757117113,0.031008259010348885,3.1008259010348884,1.636589976487144,0.6365899764871443,False
