fold,model,mse
0,P2_Persistent,221613.58180619357
0,P2_KNN,147492.47871953316
0,P2_LR,298048.979145911
0,P2_SVR,221816.7348698414
0,P2_Bagging,206098.84040299433
1,P2_Persistent,646799.4193109385
1,P2_KNN,43827.41534732429
1,P2_LR,94169.25887510528
1,P2_SVR,12.542023120468798
1,P2_Bagging,28996.97669248308
2,P2_Persistent,219691.84238464624
2,P2_KNN,158349.50444093187
2,P2_LR,6175262.411819839
2,P2_SVR,219511.9682329366
2,P2_Bagging,140149.40532118388
3,P2_Persistent,234699.6878653326
3,P2_KNN,246379.60623730448
3,P2_LR,476270.5312162221
3,P2_SVR,235625.62047391039
3,P2_Bagging,241982.59127783004
4,P2_Persistent,433167.5023547543
4,P2_KNN,354784.90357288945
4,P2_LR,354768.21331503335
4,P2_SVR,433604.26040968264
4,P2_Bagging,387262.61233504023
5,P2_Persistent,234700.3059623605
5,P2_KNN,244260.08557948057
5,P2_LR,243554.4479684673
5,P2_SVR,235488.9337275761
5,P2_Bagging,263507.0794905739
6,P2_Persistent,10.107293595506759
6,P2_KNN,24209.924768582285
6,P2_LR,183063.3491137207
6,P2_SVR,9.52133829499407
6,P2_Bagging,19868.58703590652
7,P2_Persistent,657404.8523565397
7,P2_KNN,66180.8559333877
7,P2_LR,111495.1291037796
7,P2_SVR,8.825979486629347
7,P2_Bagging,65638.05412641788
8,P2_Persistent,56.06749397054539
8,P2_KNN,2336.4991616225466
8,P2_LR,38901.88431335943
8,P2_SVR,14.484378045416571
8,P2_Bagging,896.5373253836854
9,P2_Persistent,219284.02263195717
9,P2_KNN,26373.396131749378
9,P2_LR,30983.32893310225
9,P2_SVR,9.961485658999965
9,P2_Bagging,26825.594628471772
10,P2_Persistent,12.670289703243236
10,P2_KNN,28827.111502051517
10,P2_LR,83193590.07835305
10,P2_SVR,11.564388682844639
10,P2_Bagging,18095.634584364743
11,P2_Persistent,448168.76918193215
11,P2_KNN,371270.29599336104
11,P2_LR,361337.8274338739
11,P2_SVR,449115.0395422039
11,P2_Bagging,366342.8635402491
12,P2_Persistent,219244.25740545883
12,P2_KNN,26472.4078490483
12,P2_LR,26682.20757069619
12,P2_SVR,10.794451777382607
12,P2_Bagging,24755.884532924734
13,P2_Persistent,440774.05291508604
13,P2_KNN,63672.19707799858
13,P2_LR,56656275.13628325
13,P2_SVR,10.653778397464524
13,P2_Bagging,50774.5012962054
14,P2_Persistent,9.725447191013501
14,P2_KNN,6820.738092268213
14,P2_LR,509057.8888648365
14,P2_SVR,10.324512920222304
14,P2_Bagging,3964.5739697465033
15,P2_Persistent,219690.94411510177
15,P2_KNN,156320.7292753692
15,P2_LR,60938248.65595864
15,P2_SVR,219564.23994011077
15,P2_Bagging,148550.63073202042
16,P2_Persistent,440775.43336758786
16,P2_KNN,61135.67147575295
16,P2_LR,27822310.91008325
16,P2_SVR,11.08958494805996
16,P2_Bagging,25449.13501213292
17,P2_Persistent,213475.96464008462
17,P2_KNN,146917.73967582028
17,P2_LR,37916647.90561141
17,P2_SVR,213862.44722714543
17,P2_Bagging,179893.3682820753
18,P2_Persistent,657321.6333503599
18,P2_KNN,66162.69459921676
18,P2_LR,8247796.046778151
18,P2_SVR,9.698426291152783
18,P2_Bagging,70844.04197547676
19,P2_Persistent,441288.3380441974
19,P2_KNN,360928.99551435205
19,P2_LR,444796.73605612747
19,P2_SVR,441199.7046102882
19,P2_Bagging,343983.65018855897
