fold,model,mse
0,P2_Persistent,20.654698581303677
0,P2_KNN,23.988643227933135
0,P2_LR,9.626258402913741
0,P2_SVR,13.086381763566248
0,P2_Bagging,9.669350055515064
1,P2_Persistent,15.603885565536812
1,P2_KNN,20.538597229015036
1,P2_LR,9.349400290726768
1,P2_SVR,13.305133058208792
1,P2_Bagging,9.31190143181943
2,P2_Persistent,17.62300209119632
2,P2_KNN,19.67460917222899
2,P2_LR,10.266176306169575
2,P2_SVR,12.282394799881763
2,P2_Bagging,10.535647610359032
3,P2_Persistent,21.7200328952105
3,P2_KNN,26.60407553420199
3,P2_LR,45.8984966512416
3,P2_SVR,11.524397580007674
3,P2_Bagging,9.966803468641434
4,P2_Persistent,22.44991762559815
4,P2_KNN,28.01027970269586
4,P2_LR,131.42458076868192
4,P2_SVR,18.567925088879196
4,P2_Bagging,11.911171689599419
5,P2_Persistent,15.873801871078445
5,P2_KNN,23.70091274418726
5,P2_LR,10.395341301999734
5,P2_SVR,15.192331137443297
5,P2_Bagging,9.218804027414604
6,P2_Persistent,12.070393886042941
6,P2_KNN,20.29622199256518
6,P2_LR,17.93486311771054
6,P2_SVR,10.741083374493366
6,P2_Bagging,7.204219370748775
7,P2_Persistent,17.5346020354141
7,P2_KNN,25.382407632755523
7,P2_LR,61.228817726962646
7,P2_SVR,13.57603764521353
7,P2_Bagging,10.241479208583621
8,P2_Persistent,18.02933924383435
8,P2_KNN,22.777586415013793
8,P2_LR,17.054361031560184
8,P2_SVR,14.296530537692359
8,P2_Bagging,9.711420767782792
9,P2_Persistent,20.68787705631082
9,P2_KNN,29.888240970780842
9,P2_LR,18823.652869466885
9,P2_SVR,12.398571730091788
9,P2_Bagging,11.00395576133967
10,P2_Persistent,20.169571673465786
10,P2_KNN,28.613563709039724
10,P2_LR,14398.177302913506
10,P2_SVR,13.079762019520288
10,P2_Bagging,11.52734648817526
11,P2_Persistent,19.293869575984882
11,P2_KNN,23.171123232882056
11,P2_LR,11533.455876923987
11,P2_SVR,10.38703453581922
11,P2_Bagging,10.488384065455094
12,P2_Persistent,16.471307485904898
12,P2_KNN,23.113311796793102
12,P2_LR,12.771833286098689
12,P2_SVR,11.68471660166627
12,P2_Bagging,8.328958222298406
13,P2_Persistent,17.850430736529905
13,P2_KNN,23.50970180016764
13,P2_LR,9.503477233334758
13,P2_SVR,12.82042097054596
13,P2_Bagging,9.86363733968876
14,P2_Persistent,18.87616553935583
14,P2_KNN,24.720581507092163
14,P2_LR,45313.38617361226
14,P2_SVR,13.089625799629141
14,P2_Bagging,10.571415129005448
15,P2_Persistent,15.786623981733126
15,P2_KNN,20.734625833071636
15,P2_LR,11.609626443503188
15,P2_SVR,11.646739129017929
15,P2_Bagging,7.948879735383612
16,P2_Persistent,20.436674254923314
16,P2_KNN,25.797111289558902
16,P2_LR,12.281365798912733
16,P2_SVR,18.38088186333669
16,P2_Bagging,12.693867700215417
17,P2_Persistent,20.412181873435586
17,P2_KNN,30.065851883490204
17,P2_LR,3225.3665760007825
17,P2_SVR,9.933818087429474
17,P2_Bagging,11.109778210880517
18,P2_Persistent,17.475281348822218
18,P2_KNN,26.563756723956452
18,P2_LR,370.15472245375463
18,P2_SVR,16.5279055616238
18,P2_Bagging,9.869250625905641
19,P2_Persistent,19.665621426533743
19,P2_KNN,26.43820243800597
19,P2_LR,11.711349172185079
19,P2_SVR,15.926885700243238
19,P2_Bagging,12.457681165173907
