fold,feature,selected,t_abs,oob_importance
0,lag_1,True,1.4192430681734212,0.5723339356197888
0,lag_2,True,1.0437992772953717,0.4349283750765227
0,lag_3,False,0.3969239646109416,0.12249342866467079
0,lag_4,True,1.746148357811361,0.3521253900383514
0,lag_5,True,1.2390122834365171,0.17810163869857926
0,lag_6,False,0.4748531492839731,0.034392042094376525
0,lag_7,False,0.07046335245594594,-0.017177034443316766
0,lag_8,True,0.40100141492883473,0.3905710969255505
0,lag_9,True,0.7499379026583793,0.37216620428653935
0,lag_10,False,1.172491124466295,-0.08133760858447464
0,lag_11,True,0.289778810569201,0.2399481099272473
0,neighbor_1,True,7.468303775250792,1.2283622441132431
0,neighbor_2,True,4.464047884113151,2.918654037954148
0,neighbor_3,True,3.9023040328831367,0.9007531125972134
0,neighbor_4,True,1.8081194436050259,0.47964159566406833
0,neighbor_5,True,0.4442982776583469,0.5562429150925885
0,neighbor_6,True,0.8637329715433297,0.4702230210316375
0,neighbor_7,False,0.3852209037007003,0.08681408982934213
0,neighbor_8,True,1.1079189044699436,0.20831196850969114
0,neighbor_9,False,0.6553687107559766,-0.05691758888056516
0,neighbor_10,True,1.5100272750783368,0.3796905616485267
0,p2_primary_CENTER_AIR_BAG_PRESSURE_auc,True,1.0110135426837696,0.23077068526925096
0,p2_primary_CENTER_AIR_BAG_PRESSURE_mean,True,0.35698494193417113,0.1535179675872422
0,p2_primary_CENTER_AIR_BAG_PRESSURE_std,True,1.672911139752548,0.38728654419326863
0,p2_primary_DRESSING_WATER_STATUS_auc,False,0.5918632365654425,0.09751547914823218
0,p2_primary_DRESSING_WATER_STATUS_mean,True,0.17189534425930483,0.26021889966033246
0,p2_primary_DRESSING_WATER_STATUS_std,False,0.8713757471961443,0.14732427752883526
0,p2_primary_EDGE_AIR_BAG_PRESSURE_auc,True,0.3442344936264835,0.21181535027034648
0,p2_primary_EDGE_AIR_BAG_PRESSURE_mean,True,1.0679659355601936,0.2903373967093848
0,p2_primary_EDGE_AIR_BAG_PRESSURE_std,True,0.6092478183636577,0.41548680814959266
0,p2_primary_HEAD_ROTATION_mean,False,0.24518598215090565,0.06390819776051813
0,p2_primary_MAIN_OUTER_AIR_BAG_PRESSURE_auc,True,1.1372716405966878,0.18790880044130123
0,p2_primary_MAIN_OUTER_AIR_BAG_PRESSURE_mean,True,0.8010747091460828,0.23844280845769625
0,p2_primary_MAIN_OUTER_AIR_BAG_PRESSURE_std,False,1.1009073529522158,0.149658101943811
0,p2_primary_PRESSURIZED_CHAMBER_PRESSURE_auc,True,1.5360953609214756,0.5387062133656983
0,p2_primary_PRESSURIZED_CHAMBER_PRESSURE_mean,True,2.9869395969618493,0.3602640596268492
0,p2_primary_PRESSURIZED_CHAMBER_PRESSURE_std,False,1.1631947317583278,0.0551490669167387
0,p2_primary_RETAINER_RING_PRESSURE_auc,False,0.6117755845553502,0.12013786935006736
0,p2_primary_RETAINER_RING_PRESSURE_mean,False,0.722914350867226,0.147033973217397
0,p2_primary_RETAINER_RING_PRESSURE_std,False,0.12403005368776182,-0.30932352405688646
0,p2_primary_RIPPLE_AIR_BAG_PRESSURE_auc,True,1.0476707872995907,0.20183788832322813
0,p2_primary_RIPPLE_AIR_BAG_PRESSURE_mean,False,0.8098072244384383,0.14046632084896052
0,p2_primary_RIPPLE_AIR_BAG_PRESSURE_std,True,0.10621660425628296,0.25625994996253243
0,p2_primary_SLURRY_FLOW_LINE_A_auc,True,1.4652780874371487,0.8728624340826485
0,p2_primary_SLURRY_FLOW_LINE_A_mean,True,0.36592674976473205,0.4173162960960762
0,p2_primary_SLURRY_FLOW_LINE_A_std,False,0.5085257730340335,0.1415512467458696
0,p2_primary_SLURRY_FLOW_LINE_B_auc,True,0.056871052946441215,0.24392510908894066
0,p2_primary_SLURRY_FLOW_LINE_B_mean,False,0.03913245027133491,-0.11277880164726481
0,p2_primary_SLURRY_FLOW_LINE_B_std,False,0.6569739065956953,0.0952970209070812
0,p2_primary_SLURRY_FLOW_LINE_C_auc,True,1.4487275948533704,0.31089784930541636
0,p2_primary_SLURRY_FLOW_LINE_C_mean,True,1.5040939683206833,0.2557100437219376
0,p2_primary_SLURRY_FLOW_LINE_C_std,False,0.06269359861793114,0.035854407935830085
0,p2_primary_STAGE_ROTATION_mean,True,3.8252525418733465,0.18956356448518757
0,p2_primary_USAGE_OF_BACKING_FILM_decreasing,True,18.556142681773142,-0.20510027924648871
0,p2_primary_USAGE_OF_BACKING_FILM_mean,True,17513.280276775145,-0.13920964167370098
0,p2_primary_USAGE_OF_BACKING_FILM_std,True,21.187299736287482,-0.03336203722218583
0,p2_primary_USAGE_OF_DRESSER_TABLE_decreasing,True,2.3661376550533566,-0.08512980580400675
0,p2_primary_USAGE_OF_DRESSER_TABLE_mean,True,8.625810317020402,0.42447674338990043
0,p2_primary_USAGE_OF_DRESSER_TABLE_std,True,2.320905412740867,-0.013295003166533627
0,p2_primary_USAGE_OF_DRESSER_decreasing,False,0.27907127992858616,-0.1159417205259019
0,p2_primary_USAGE_OF_DRESSER_mean,False,0.0709091045007463,0.10168234174923474
0,p2_primary_USAGE_OF_DRESSER_std,False,0.5477367356019367,-0.15743849731909712
0,p2_primary_USAGE_OF_MEMBRANE_decreasing,True,12.1112443984391,-0.037341283714092
0,p2_primary_USAGE_OF_MEMBRANE_mean,True,17873.937847042816,0.13197170331584976
0,p2_primary_USAGE_OF_MEMBRANE_std,True,25.016942550592177,0.19829988345565208
0,p2_primary_USAGE_OF_POLISHING_TABLE_decreasing,False,1.143175433002438,-0.08211972129419728
0,p2_primary_USAGE_OF_POLISHING_TABLE_mean,True,2.1829464474075495,0.2298568645694621
0,p2_primary_USAGE_OF_POLISHING_TABLE_std,False,1.0619226696922803,0.0916587618014785
0,p2_primary_USAGE_OF_PRESSURIZED_SHEET_decreasing,True,5.689148548266463,0.26715808109387457
0,p2_primary_USAGE_OF_PRESSURIZED_SHEET_mean,True,573.6648944373272,-0.17677669529663687
0,p2_primary_USAGE_OF_PRESSURIZED_SHEET_std,True,6.725984691868655,0.0581205666527924
0,p2_primary_WAFER_ROTATION_mean,False,0.03449334175337046,-0.10067915591425927
0,p2_primary_duration,True,0.31714523347181056,0.20068598221369482
0,p2_secondary_CENTER_AIR_BAG_PRESSURE_auc,True,1.8693442451773263,0.17677669529663684
0,p2_secondary_CENTER_AIR_BAG_PRESSURE_mean,True,1.6818479679495149,0.10566371469970634
0,p2_secondary_CENTER_AIR_BAG_PRESSURE_std,True,0.14002774439513793,0.17217545612501695
0,p2_secondary_DRESSING_WATER_STATUS_auc,True,0.5132812104032392,0.20730997101775214
0,p2_secondary_DRESSING_WATER_STATUS_mean,False,0.4948777783178425,-0.018660823818668897
0,p2_secondary_DRESSING_WATER_STATUS_std,True,0.3224076244227146,0.26224935671625027
0,p2_secondary_EDGE_AIR_BAG_PRESSURE_auc,True,1.94548683370648,0.2353645932172904
0,p2_secondary_EDGE_AIR_BAG_PRESSURE_mean,True,2.4105121474932307,0.02277816954121631
0,p2_secondary_EDGE_AIR_BAG_PRESSURE_std,True,2.334585500581332,0.18096628762100198
