stage,view,repeat,feature,importance,rank
A,rows_dc,12,c1_rows_dc_kurtosis_x22,0.23618285962106964,45
A,rows_dc,12,c1_rows_dc_amplitude_x23,0.23003809548843815,46
A,rows_dc,12,c1_std_x23,0.2256539209819961,47
A,rows_dc,12,c1_std_x19,0.22298624718582755,48
A,rows_dc,12,c1_kurtosis_x8,0.22145963255351156,49
A,rows_dc,12,c1_std_x18,0.21729144517082255,50
A,rows_dc,12,c1_skew_x17,0.21336491286729364,51
A,rows_dc,12,c1_std_x15,0.21278892584946962,52
A,rows_dc,12,c1_kurtosis_x22,0.20897592260861547,53
A,rows_dc,12,c1_kurtosis_x18,0.20669862868588332,54
A,rows_dc,12,c1_skew_x8,0.19894730344060468,55
A,rows_dc,12,c1_moment3_x18,0.19665327871915644,56
A,rows_dc,12,c1_skew_x12,0.1962109958086293,57
A,rows_dc,12,c1_kurtosis_x12,0.1961348179435547,58
A,rows_dc,12,c1_kurtosis_x14,0.1946902381600227,59
A,rows_dc,12,c1_kurtosis_x19,0.1916946869810054,60
A,rows_dc,12,c1_skew_x23,0.19118585909736172,61
A,rows_dc,12,c1_skew_x25,0.18816809865323592,62
A,rows_dc,12,c1_std_x12,0.18701603852357865,63
A,rows_dc,12,c1_rows_dc_kurtosis_x23,0.18454127824512648,64
A,rows_dc,12,c1_moment3_x25,0.1833609745766342,65
A,rows_dc,12,c1_skew_x9,0.1827028166669325,66
A,rows_dc,12,c1_kurtosis_x24,0.18262341955769779,67
A,rows_dc,12,c1_std_x24,0.18064121974234534,68
A,rows_dc,12,c1_skew_x11,0.1755599474224037,69
A,rows_dc,12,c1_moment3_x19,0.17224572667343352,70
A,rows_dc,12,c1_skew_x20,0.171896797327912,71
A,rows_dc,12,c1_std_x13,0.16460000993411597,72
A,rows_dc,12,c1_std_x25,0.16457385922676454,73
A,rows_dc,12,c1_moment3_x24,0.162357369861631,74
A,rows_dc,12,c1_moment3_x15,0.161574641929516,75
A,rows_dc,12,c1_skew_x19,0.16136649313763085,76
A,rows_dc,12,c1_kurtosis_x11,0.1594950836461438,77
A,rows_dc,12,c1_moment3_x13,0.1565638756536994,78
A,rows_dc,12,c1_moment3_x11,0.14886414161150321,79
A,rows_dc,12,c1_std_x8,0.1482486735448177,80
A,rows_dc,12,c1_std_x10,0.1359196258615103,81
A,rows_dc,12,c1_skew_x18,0.13277504930739975,82
A,rows_dc,12,c1_kurtosis_x23,0.12707641809043396,83
A,rows_dc,12,c1_std_x11,0.12695682366204208,84
A,rows_dc,12,c1_moment3_x20,0.07590177942286404,85
A,rows_dc,13,c1_rows_dc_kurtosis_x21,0.7087055321727406,1
A,rows_dc,13,c1_std_x16,0.581464028578942,2
A,rows_dc,13,c1_std_x9,0.5663998128630371,3
A,rows_dc,13,c1_std_x7,0.5621840870320106,4
A,rows_dc,13,c1_moment3_x9,0.5256505257553102,5
A,rows_dc,13,c1_rows_dc_centroid_x21,0.50644497096281,6
A,rows_dc,13,c1_std_x22,0.4800458056933957,7
A,rows_dc,13,c1_kurtosis_x9,0.4504474246963866,8
A,rows_dc,13,c1_skew_x21,0.4374304114417463,9
A,rows_dc,13,c1_moment3_x14,0.4356913593281907,10
A,rows_dc,13,c1_moment3_x16,0.43114076732301754,11
A,rows_dc,13,c1_std_x17,0.4244942236561073,12
A,rows_dc,13,c1_kurtosis_x15,0.40399218657161207,13
A,rows_dc,13,c1_moment3_x7,0.40370488116834224,14
A,rows_dc,13,c1_moment3_x17,0.3846413646202327,15
A,rows_dc,13,c1_kurtosis_x7,0.3840553525905571,16
A,rows_dc,13,c1_rows_dc_amplitude_x22,0.37579694236322253,17
A,rows_dc,13,c1_std_x18,0.36294120458268436,18
A,rows_dc,13,c1_moment3_x21,0.34007975160030424,19
A,rows_dc,13,c1_moment3_x22,0.3357143346076697,20
A,rows_dc,13,c1_rows_dc_kurtosis_x22,0.32559394371449796,21
A,rows_dc,13,c1_kurtosis_x17,0.32287091053583383,22
A,rows_dc,13,c1_kurtosis_x16,0.31794742631165546,23
A,rows_dc,13,c1_std_x14,0.3166246362460227,24
A,rows_dc,13,c1_kurtosis_x20,0.294490050318571,25
A,rows_dc,13,c1_skew_x14,0.29108980566802567,26
A,rows_dc,13,c1_kurtosis_x13,0.2806801627127224,27
A,rows_dc,13,c1_moment3_x10,0.27817439283313833,28
A,rows_dc,13,c1_skew_x7,0.2758857005593461,29
A,rows_dc,13,c1_rows_dc_centroid_x22,0.273223983064421,30
A,rows_dc,13,c1_rows_dc_centroid_x23,0.27140176080313555,31
A,rows_dc,13,c1_std_x20,0.27036813911613033,32
A,rows_dc,13,c1_skew_x25,0.25914508818971016,33
A,rows_dc,13,c1_skew_x22,0.25425591948832693,34
A,rows_dc,13,c1_rows_dc_kurtosis_x23,0.2521020039223601,35
A,rows_dc,13,c1_skew_x16,0.251269154134844,36
A,rows_dc,13,c1_rows_dc_amplitude_x21,0.24983114110760218,37
A,rows_dc,13,c1_skew_x19,0.24862973804555374,38
A,rows_dc,13,c1_skew_x23,0.2455633540428618,39
A,rows_dc,13,c1_skew_x15,0.24306091165119065,40
A,rows_dc,13,c1_kurtosis_x22,0.24232519225210333,41
A,rows_dc,13,c1_skew_x13,0.24109313541536243,42
A,rows_dc,13,c1_moment3_x15,0.23958123342972779,43
A,rows_dc,13,c1_skew_x9,0.2344958160477983,44
A,rows_dc,13,c1_skew_x20,0.23228513164464007,45
A,rows_dc,13,c1_kurtosis_x21,0.23157753182141952,46
A,rows_dc,13,c1_kurtosis_x12,0.22949962669102755,47
A,rows_dc,13,c1_std_x12,0.22529241069959863,48
A,rows_dc,13,c1_std_x21,0.2235984645550613,49
A,rows_dc,13,c1_kurtosis_x25,0.21981539218025775,50
A,rows_dc,13,c1_skew_x17,0.21898993785429946,51
A,rows_dc,13,c1_std_x13,0.2165228813050778,52
A,rows_dc,13,c1_moment3_x8,0.2141247550145409,53
A,rows_dc,13,c1_moment3_x18,0.21254703201237438,54
A,rows_dc,13,c1_moment3_x12,0.21007625493003268,55
A,rows_dc,13,c1_skew_x10,0.20808089356425075,56
A,rows_dc,13,c1_kurtosis_x18,0.20145508568021442,57
A,rows_dc,13,c1_kurtosis_x19,0.19555717717444926,58
A,rows_dc,13,c1_moment3_x19,0.1935098345097022,59
A,rows_dc,13,c1_std_x15,0.1927183843892051,60
A,rows_dc,13,c1_kurtosis_x14,0.1890458591008712,61
A,rows_dc,13,c1_kurtosis_x10,0.18706169779210644,62
A,rows_dc,13,c1_std_x8,0.18185765330464665,63
A,rows_dc,13,c1_moment3_x23,0.18051023233132468,64
A,rows_dc,13,c1_skew_x11,0.1783961011853911,65
A,rows_dc,13,c1_std_x23,0.17737355315448042,66
A,rows_dc,13,c1_kurtosis_x8,0.17550431240906247,67
A,rows_dc,13,c1_moment3_x24,0.1754751433108528,68
A,rows_dc,13,c1_std_x24,0.17308934573820153,69
A,rows_dc,13,c1_moment3_x20,0.1728719995488642,70
A,rows_dc,13,c1_skew_x8,0.16904442356743357,71
A,rows_dc,13,c1_skew_x12,0.16521931438404194,72
A,rows_dc,13,c1_std_x19,0.16441409145033617,73
A,rows_dc,13,c1_moment3_x25,0.16303159490518052,74
A,rows_dc,13,c1_std_x11,0.15991271202282836,75
A,rows_dc,13,c1_kurtosis_x24,0.1510177634283694,76
A,rows_dc,13,c1_kurtosis_x23,0.14484005800729755,77
A,rows_dc,13,c1_skew_x18,0.12168929221793971,78
A,rows_dc,13,c1_std_x10,0.12107556654091453,79
A,rows_dc,13,c1_kurtosis_x11,0.12026975868280673,80
A,rows_dc,13,c1_moment3_x13,0.11974644705404364,81
A,rows_dc,13,c1_std_x25,0.11418108676833011,82
A,rows_dc,13,c1_rows_dc_amplitude_x23,0.10980961004113096,83
A,rows_dc,13,c1_moment3_x11,0.10934642692126506,84
A,rows_dc,13,c1_skew_x24,0.014835782345186342,85
A,rows_dc,14,c1_std_x9,0.6523308876552275,1
A,rows_dc,14,c1_std_x16,0.6341444931279596,2
A,rows_dc,14,c1_rows_dc_kurtosis_x21,0.632370226472203,3
A,rows_dc,14,c1_rows_dc_centroid_x21,0.5862975530695483,4
A,rows_dc,14,c1_std_x7,0.5409604434359149,5
A,rows_dc,14,c1_std_x17,0.5242614928502003,6
A,rows_dc,14,c1_std_x22,0.49158407922334935,7
A,rows_dc,14,c1_moment3_x9,0.477883423598328,8
A,rows_dc,14,c1_moment3_x7,0.4650649655067151,9
A,rows_dc,14,c1_moment3_x17,0.4378434585419333,10
A,rows_dc,14,c1_kurtosis_x17,0.4227557037661624,11
A,rows_dc,14,c1_moment3_x14,0.4176573559260756,12
A,rows_dc,14,c1_kurtosis_x7,0.3934774652173696,13
A,rows_dc,14,c1_moment3_x21,0.37009388865293513,14
A,rows_dc,14,c1_moment3_x22,0.36702188865073687,15
A,rows_dc,14,c1_kurtosis_x9,0.3422230939688385,16
A,rows_dc,14,c1_skew_x22,0.3420896977288046,17
A,rows_dc,14,c1_skew_x14,0.3403965820104206,18
A,rows_dc,14,c1_rows_dc_centroid_x22,0.3369493876554649,19
A,rows_dc,14,c1_skew_x13,0.3316790428632196,20
A,rows_dc,14,c1_kurtosis_x12,0.3232157268783592,21
A,rows_dc,14,c1_skew_x18,0.32276746177294624,22
A,rows_dc,14,c1_kurtosis_x22,0.3179544615236133,23
A,rows_dc,14,c1_std_x14,0.3166532907583831,24
A,rows_dc,14,c1_moment3_x16,0.3114989311181069,25
A,rows_dc,14,c1_kurtosis_x15,0.307517983011126,26
A,rows_dc,14,c1_kurtosis_x16,0.30749664907758545,27
A,rows_dc,14,c1_moment3_x18,0.30453605903287,28
A,rows_dc,14,c1_kurtosis_x13,0.2993816341809676,29
A,rows_dc,14,c1_moment3_x8,0.29733043154355665,30
A,rows_dc,14,c1_rows_dc_kurtosis_x22,0.2949848448917708,31
A,rows_dc,14,c1_skew_x10,0.26865621580228605,32
A,rows_dc,14,c1_moment3_x11,0.2667832499833244,33
A,rows_dc,14,c1_skew_x16,0.266616967398154,34
A,rows_dc,14,c1_skew_x7,0.26225991059980686,35
A,rows_dc,14,c1_skew_x19,0.26217624555140073,36
A,rows_dc,14,c1_kurtosis_x8,0.2599125179321061,37
A,rows_dc,14,c1_moment3_x24,0.2588811734641268,38
A,rows_dc,14,c1_kurtosis_x21,0.257077469370182,39
A,rows_dc,14,c1_kurtosis_x20,0.25602781324093876,40
A,rows_dc,14,c1_std_x18,0.25469086605295127,41
A,rows_dc,14,c1_std_x21,0.25267326944931673,42
A,rows_dc,14,c1_kurtosis_x14,0.24813257017633966,43
A,rows_dc,14,c1_moment3_x10,0.24621474071987498,44
A,rows_dc,14,c1_rows_dc_amplitude_x22,0.23922265431021186,45
A,rows_dc,14,c1_moment3_x20,0.23492313467712542,46
A,rows_dc,14,c1_kurtosis_x25,0.23302364112391677,47
A,rows_dc,14,c1_std_x20,0.2319888844146978,48
A,rows_dc,14,c1_skew_x21,0.22837663254610424,49
A,rows_dc,14,c1_rows_dc_centroid_x23,0.2241140569095371,50
A,rows_dc,14,c1_skew_x9,0.2172473054315797,51
A,rows_dc,14,c1_skew_x11,0.21381277515239688,52
A,rows_dc,14,c1_moment3_x23,0.2067790552360803,53
A,rows_dc,14,c1_rows_dc_amplitude_x21,0.20588248329050432,54
A,rows_dc,14,c1_std_x19,0.19969697681516047,55
A,rows_dc,14,c1_std_x13,0.19013619690749195,56
A,rows_dc,14,c1_skew_x20,0.18819618999954787,57
A,rows_dc,14,c1_std_x12,0.18758346291101582,58
A,rows_dc,14,c1_rows_dc_amplitude_x23,0.18746489178491307,59
A,rows_dc,14,c1_std_x25,0.1827446217243367,60
A,rows_dc,14,c1_kurtosis_x19,0.18126569425073386,61
A,rows_dc,14,c1_kurtosis_x10,0.17930914109962054,62
A,rows_dc,14,c1_skew_x8,0.17836738002040936,63
A,rows_dc,14,c1_rows_dc_kurtosis_x23,0.17605340784420523,64
A,rows_dc,14,c1_skew_x25,0.17492071349217975,65
A,rows_dc,14,c1_skew_x17,0.17121076057464227,66
A,rows_dc,14,c1_kurtosis_x23,0.16926326875016204,67
A,rows_dc,14,c1_std_x11,0.1671508986791682,68
A,rows_dc,14,c1_moment3_x13,0.1664676092898134,69
A,rows_dc,14,c1_std_x8,0.16592771934733425,70
A,rows_dc,14,c1_std_x15,0.1655385232680647,71
A,rows_dc,14,c1_skew_x15,0.1646509660708374,72
A,rows_dc,14,c1_moment3_x19,0.16404974420995858,73
A,rows_dc,14,c1_moment3_x12,0.152683258537811,74
A,rows_dc,14,c1_moment3_x25,0.1501472995605501,75
A,rows_dc,14,c1_kurtosis_x11,0.14383771823520466,76
A,rows_dc,14,c1_skew_x12,0.14277866927257057,77
A,rows_dc,14,c1_skew_x23,0.13635445211273686,78
A,rows_dc,14,c1_kurtosis_x18,0.13315596964266296,79
A,rows_dc,14,c1_std_x23,0.1328097213429672,80
A,rows_dc,14,c1_skew_x24,0.13130705868077935,81
A,rows_dc,14,c1_std_x10,0.123918591524508,82
A,rows_dc,14,c1_moment3_x15,0.12142853391807729,83
A,rows_dc,14,c1_kurtosis_x24,0.08258453170254866,84
A,rows_dc,14,c1_std_x24,0.041829605921149995,85
A,rows_dc,15,c1_rows_dc_kurtosis_x21,0.7375016599415456,1
A,rows_dc,15,c1_std_x9,0.6783442952971547,2
A,rows_dc,15,c1_std_x7,0.5758123520484472,3
A,rows_dc,15,c1_rows_dc_centroid_x21,0.5613980578659693,4
A,rows_dc,15,c1_moment3_x9,0.49445071689747055,5
A,rows_dc,15,c1_std_x16,0.4888112830579836,6
A,rows_dc,15,c1_std_x17,0.47857662536417733,7
A,rows_dc,15,c1_std_x22,0.47505696413443876,8
A,rows_dc,15,c1_moment3_x17,0.45508510825199777,9
A,rows_dc,15,c1_kurtosis_x9,0.4213981610731687,10
A,rows_dc,15,c1_moment3_x21,0.40861839685472834,11
A,rows_dc,15,c1_kurtosis_x7,0.40350258104232833,12
A,rows_dc,15,c1_moment3_x8,0.3933438316293438,13
A,rows_dc,15,c1_kurtosis_x20,0.3826601096887305,14
A,rows_dc,15,c1_moment3_x16,0.38203745524003657,15
A,rows_dc,15,c1_moment3_x7,0.36996603946191114,16
A,rows_dc,15,c1_moment3_x14,0.36801343799166225,17
A,rows_dc,15,c1_kurtosis_x22,0.34921114824646987,18
A,rows_dc,15,c1_skew_x14,0.3464000337015759,19
A,rows_dc,15,c1_std_x14,0.33084653130656305,20
A,rows_dc,15,c1_rows_dc_centroid_x22,0.3302629488411656,21
A,rows_dc,15,c1_rows_dc_centroid_x23,0.3288871845779893,22
A,rows_dc,15,c1_kurtosis_x15,0.31559618309302406,23
A,rows_dc,15,c1_rows_dc_amplitude_x22,0.3126094573224469,24
A,rows_dc,15,c1_skew_x22,0.3123418372592206,25
A,rows_dc,15,c1_kurtosis_x21,0.307213929768656,26
A,rows_dc,15,c1_kurtosis_x17,0.3068980551209831,27
A,rows_dc,15,c1_rows_dc_kurtosis_x22,0.3043488817095846,28
A,rows_dc,15,c1_rows_dc_amplitude_x21,0.2969157703483643,29
A,rows_dc,15,c1_std_x21,0.27820688662976967,30
A,rows_dc,15,c1_moment3_x18,0.277362090158336,31
A,rows_dc,15,c1_std_x20,0.2740719248031231,32
A,rows_dc,15,c1_skew_x17,0.2714960559644367,33
A,rows_dc,15,c1_kurtosis_x16,0.2681083398119826,34
A,rows_dc,15,c1_skew_x21,0.267829136351018,35
A,rows_dc,15,c1_moment3_x10,0.2566008102547771,36
A,rows_dc,15,c1_moment3_x12,0.25410648011107206,37
A,rows_dc,15,c1_std_x19,0.253479364943051,38
A,rows_dc,15,c1_kurtosis_x12,0.25267405739947146,39
A,rows_dc,15,c1_kurtosis_x10,0.2519015546778237,40
A,rows_dc,15,c1_std_x10,0.2407980540096441,41
A,rows_dc,15,c1_std_x18,0.23945559009402967,42
A,rows_dc,15,c1_std_x25,0.2394220067898636,43
A,rows_dc,15,c1_kurtosis_x14,0.23562764442415496,44
A,rows_dc,15,c1_skew_x20,0.23555979041489483,45
A,rows_dc,15,c1_std_x13,0.23077616823257724,46
A,rows_dc,15,c1_kurtosis_x13,0.22865655547244618,47
A,rows_dc,15,c1_kurtosis_x19,0.22834502503966728,48
A,rows_dc,15,c1_std_x12,0.22777104982749102,49
A,rows_dc,15,c1_skew_x23,0.22765731174611473,50
A,rows_dc,15,c1_moment3_x22,0.22450270566754307,51
A,rows_dc,15,c1_std_x23,0.22210636529853972,52
A,rows_dc,15,c1_skew_x16,0.21123493046333786,53
A,rows_dc,15,c1_kurtosis_x25,0.20583393085221585,54
A,rows_dc,15,c1_skew_x7,0.20401944569737068,55
A,rows_dc,15,c1_moment3_x20,0.20240667541926788,56
A,rows_dc,15,c1_skew_x9,0.19738433482142928,57
A,rows_dc,15,c1_skew_x13,0.19567469448263197,58
A,rows_dc,15,c1_moment3_x23,0.1916368623394868,59
A,rows_dc,15,c1_std_x11,0.18362601634826642,60
A,rows_dc,15,c1_kurtosis_x8,0.18021403289948157,61
A,rows_dc,15,c1_skew_x15,0.17914315566429515,62
A,rows_dc,15,c1_skew_x19,0.17853365692853507,63
A,rows_dc,15,c1_skew_x11,0.1774483307454817,64
A,rows_dc,15,c1_moment3_x11,0.176799261528946,65
A,rows_dc,15,c1_skew_x12,0.1756534386786265,66
A,rows_dc,15,c1_moment3_x25,0.17390755742101402,67
A,rows_dc,15,c1_moment3_x13,0.1735643195588716,68
A,rows_dc,15,c1_std_x15,0.16650660574788861,69
A,rows_dc,15,c1_kurtosis_x24,0.16445287205241163,70
A,rows_dc,15,c1_rows_dc_amplitude_x23,0.16318946481396243,71
A,rows_dc,15,c1_skew_x25,0.16084831662019208,72
A,rows_dc,15,c1_std_x8,0.1597396931857342,73
A,rows_dc,15,c1_moment3_x24,0.15811255783526781,74
A,rows_dc,15,c1_kurtosis_x18,0.15640608858082194,75
A,rows_dc,15,c1_kurtosis_x11,0.15095730748070602,76
A,rows_dc,15,c1_skew_x18,0.1495276399634696,77
A,rows_dc,15,c1_rows_dc_kurtosis_x23,0.14064341952868922,78
A,rows_dc,15,c1_kurtosis_x23,0.1400632002935816,79
A,rows_dc,15,c1_skew_x24,0.13906393106601603,80
A,rows_dc,15,c1_std_x24,0.13534754236683097,81
A,rows_dc,15,c1_moment3_x19,0.1327967020514332,82
A,rows_dc,15,c1_moment3_x15,0.1317153881030633,83
A,rows_dc,15,c1_skew_x8,0.12766409592185665,84
A,rows_dc,15,c1_skew_x10,0.11575080941111568,85
A,rows_dc,16,c1_std_x9,0.6562110575841135,1
A,rows_dc,16,c1_std_x17,0.6524353365497934,2
A,rows_dc,16,c1_rows_dc_kurtosis_x21,0.6329685084507329,3
A,rows_dc,16,c1_rows_dc_centroid_x21,0.5613285946572922,4
A,rows_dc,16,c1_std_x7,0.5515389664426281,5
A,rows_dc,16,c1_std_x16,0.5502780016221898,6
A,rows_dc,16,c1_kurtosis_x9,0.5263559996095901,7
A,rows_dc,16,c1_std_x22,0.5193386968803868,8
A,rows_dc,16,c1_moment3_x9,0.45455649400514186,9
A,rows_dc,16,c1_rows_dc_kurtosis_x22,0.3937975936063078,10
A,rows_dc,16,c1_moment3_x7,0.3807337377337691,11
A,rows_dc,16,c1_moment3_x16,0.37862153677045063,12
A,rows_dc,16,c1_std_x14,0.3758070293072837,13
A,rows_dc,16,c1_kurtosis_x17,0.37484024442505115,14
A,rows_dc,16,c1_moment3_x17,0.362295281541305,15
A,rows_dc,16,c1_kurtosis_x16,0.3539119523121864,16
A,rows_dc,16,c1_moment3_x10,0.34738152783572473,17
A,rows_dc,16,c1_rows_dc_centroid_x22,0.3442915039512549,18
A,rows_dc,16,c1_skew_x20,0.33795254108856887,19
A,rows_dc,16,c1_moment3_x21,0.33689550414574704,20
A,rows_dc,16,c1_std_x20,0.3345640781996104,21
A,rows_dc,16,c1_moment3_x14,0.32180632901179934,22
A,rows_dc,16,c1_kurtosis_x7,0.3200480388471431,23
A,rows_dc,16,c1_kurtosis_x22,0.31960059112269146,24
A,rows_dc,16,c1_skew_x22,0.3180791831424327,25
A,rows_dc,16,c1_skew_x14,0.3160300544357384,26
A,rows_dc,16,c1_rows_dc_amplitude_x22,0.3153240825368605,27
A,rows_dc,16,c1_skew_x9,0.309068429128942,28
A,rows_dc,16,c1_kurtosis_x25,0.30822108432424733,29
A,rows_dc,16,c1_skew_x7,0.2936215522892919,30
A,rows_dc,16,c1_skew_x21,0.284082690914042,31
A,rows_dc,16,c1_skew_x17,0.2822096741031431,32
A,rows_dc,16,c1_skew_x18,0.28218158461581216,33
A,rows_dc,16,c1_rows_dc_centroid_x23,0.28175670925929636,34
A,rows_dc,16,c1_moment3_x12,0.2813734954790338,35
A,rows_dc,16,c1_moment3_x20,0.2773960611773213,36
A,rows_dc,16,c1_std_x12,0.2708265320376176,37
A,rows_dc,16,c1_moment3_x22,0.2695365974922739,38
A,rows_dc,16,c1_kurtosis_x15,0.2685941087193103,39
A,rows_dc,16,c1_kurtosis_x20,0.26519580763855183,40
A,rows_dc,16,c1_skew_x16,0.26431727431127344,41
A,rows_dc,16,c1_moment3_x18,0.26296136976320594,42
A,rows_dc,16,c1_rows_dc_amplitude_x21,0.2614041769209398,43
A,rows_dc,16,c1_moment3_x8,0.24930144494204884,44
A,rows_dc,16,c1_moment3_x15,0.24856044844234068,45
A,rows_dc,16,c1_kurtosis_x21,0.24432351971017469,46
A,rows_dc,16,c1_kurtosis_x24,0.24315187783083858,47
A,rows_dc,16,c1_moment3_x24,0.24176879031347143,48
A,rows_dc,16,c1_skew_x13,0.24128261290399175,49
A,rows_dc,16,c1_moment3_x19,0.24060822650004038,50
A,rows_dc,16,c1_kurtosis_x12,0.23860065109816486,51
A,rows_dc,16,c1_std_x21,0.2382448931755255,52
A,rows_dc,16,c1_kurtosis_x13,0.23580441237859734,53
A,rows_dc,16,c1_std_x13,0.23431241483308327,54
A,rows_dc,16,c1_skew_x10,0.23403426550582188,55
A,rows_dc,16,c1_skew_x11,0.2293865389223288,56
A,rows_dc,16,c1_skew_x24,0.2133601429328501,57
A,rows_dc,16,c1_std_x11,0.21146166589787974,58
A,rows_dc,16,c1_skew_x15,0.20984444681003486,59
A,rows_dc,16,c1_std_x15,0.20544241587749915,60
A,rows_dc,16,c1_std_x10,0.20365166932357612,61
A,rows_dc,16,c1_std_x18,0.20312478519414348,62
A,rows_dc,16,c1_kurtosis_x23,0.202175584190909,63
A,rows_dc,16,c1_rows_dc_kurtosis_x23,0.19977854388462676,64
A,rows_dc,16,c1_skew_x25,0.19855017791982846,65
A,rows_dc,16,c1_skew_x12,0.19283531782889496,66
A,rows_dc,16,c1_rows_dc_amplitude_x23,0.19052112365700682,67
A,rows_dc,16,c1_kurtosis_x14,0.18580078441110343,68
A,rows_dc,16,c1_std_x23,0.1791617553719757,69
A,rows_dc,16,c1_kurtosis_x19,0.17749323140006065,70
A,rows_dc,16,c1_std_x19,0.17252881120806746,71
A,rows_dc,16,c1_std_x25,0.1621149729726065,72
A,rows_dc,16,c1_moment3_x13,0.15828871699590552,73
A,rows_dc,16,c1_kurtosis_x18,0.15681461000264643,74
A,rows_dc,16,c1_kurtosis_x10,0.155087357249099,75
A,rows_dc,16,c1_moment3_x25,0.1545604667339359,76
A,rows_dc,16,c1_skew_x19,0.15016923475639846,77
A,rows_dc,16,c1_skew_x8,0.14947157927712876,78
A,rows_dc,16,c1_std_x24,0.14906110649702098,79
A,rows_dc,16,c1_moment3_x23,0.14186804095871117,80
A,rows_dc,16,c1_kurtosis_x8,0.13137619327863112,81
A,rows_dc,16,c1_skew_x23,0.12648927681628536,82
A,rows_dc,16,c1_moment3_x11,0.10333690552265612,83
A,rows_dc,16,c1_kurtosis_x11,0.09976526036271434,84
A,rows_dc,16,c1_std_x8,0.07360286039683321,85
A,rows_dc,17,c1_rows_dc_kurtosis_x21,0.6378616215535773,1
A,rows_dc,17,c1_std_x7,0.6144488520210002,2
A,rows_dc,17,c1_std_x9,0.5953714633974847,3
A,rows_dc,17,c1_std_x17,0.5673966250313554,4
A,rows_dc,17,c1_std_x16,0.5472463325113154,5
A,rows_dc,17,c1_kurtosis_x9,0.5470855315376755,6
A,rows_dc,17,c1_rows_dc_centroid_x21,0.4584426171468442,7
A,rows_dc,17,c1_moment3_x9,0.4544878841829711,8
A,rows_dc,17,c1_std_x22,0.4463376115210341,9
A,rows_dc,17,c1_moment3_x17,0.44245392645707926,10
A,rows_dc,17,c1_skew_x21,0.4247210989809791,11
A,rows_dc,17,c1_moment3_x16,0.4236338488270996,12
A,rows_dc,17,c1_moment3_x7,0.3945423162441758,13
A,rows_dc,17,c1_rows_dc_centroid_x22,0.38299714745787994,14
A,rows_dc,17,c1_kurtosis_x17,0.37053250296466067,15
A,rows_dc,17,c1_skew_x22,0.3695982218595841,16
A,rows_dc,17,c1_moment3_x10,0.35472251909736485,17
A,rows_dc,17,c1_kurtosis_x22,0.3467681011727961,18
A,rows_dc,17,c1_moment3_x22,0.33746169666330716,19
A,rows_dc,17,c1_skew_x14,0.3328837940201175,20
A,rows_dc,17,c1_moment3_x14,0.3311321641856723,21
A,rows_dc,17,c1_moment3_x20,0.3297222900538276,22
A,rows_dc,17,c1_kurtosis_x7,0.3230152979996855,23
A,rows_dc,17,c1_skew_x16,0.3212614965677233,24
A,rows_dc,17,c1_kurtosis_x20,0.31733311152112287,25
A,rows_dc,17,c1_moment3_x15,0.31722533050154034,26
A,rows_dc,17,c1_std_x14,0.3165605851554165,27
A,rows_dc,17,c1_moment3_x8,0.31628892930008173,28
A,rows_dc,17,c1_skew_x25,0.31203629503814073,29
A,rows_dc,17,c1_moment3_x21,0.3110503753226156,30
A,rows_dc,17,c1_skew_x12,0.30683734563063614,31
A,rows_dc,17,c1_kurtosis_x16,0.3036536279723962,32
A,rows_dc,17,c1_skew_x8,0.2975465027605712,33
A,rows_dc,17,c1_rows_dc_amplitude_x22,0.2960412426269017,34
A,rows_dc,17,c1_kurtosis_x10,0.29374834581342574,35
A,rows_dc,17,c1_kurtosis_x12,0.29137813813143576,36
A,rows_dc,17,c1_kurtosis_x13,0.2823983417470741,37
A,rows_dc,17,c1_rows_dc_kurtosis_x22,0.27811828708110503,38
A,rows_dc,17,c1_moment3_x19,0.26919011547011623,39
A,rows_dc,17,c1_moment3_x18,0.26599440169020333,40
A,rows_dc,17,c1_std_x20,0.2587815890615046,41
A,rows_dc,17,c1_rows_dc_amplitude_x21,0.2551523442844512,42
A,rows_dc,17,c1_skew_x11,0.2401886803696574,43
A,rows_dc,17,c1_skew_x17,0.23935066219306905,44
A,rows_dc,17,c1_skew_x7,0.23883470754446118,45
A,rows_dc,17,c1_moment3_x24,0.2372124048677243,46
A,rows_dc,17,c1_std_x13,0.23687045445014593,47
A,rows_dc,17,c1_rows_dc_centroid_x23,0.23460688183746883,48
A,rows_dc,17,c1_kurtosis_x25,0.22980006147147353,49
A,rows_dc,17,c1_skew_x20,0.22873473579933815,50
A,rows_dc,17,c1_skew_x18,0.21891403011923932,51
A,rows_dc,17,c1_std_x12,0.21563639716831992,52
A,rows_dc,17,c1_skew_x10,0.21530214873531203,53
A,rows_dc,17,c1_std_x15,0.21200529754794437,54
A,rows_dc,17,c1_std_x21,0.20936675786674958,55
A,rows_dc,17,c1_kurtosis_x15,0.20401223065482257,56
A,rows_dc,17,c1_skew_x15,0.20367128213545,57
A,rows_dc,17,c1_kurtosis_x11,0.1961834209480683,58
A,rows_dc,17,c1_kurtosis_x14,0.19587152392865978,59
A,rows_dc,17,c1_std_x23,0.19367655752809756,60
A,rows_dc,17,c1_std_x11,0.19188394916635812,61
A,rows_dc,17,c1_skew_x24,0.1907951728527956,62
A,rows_dc,17,c1_std_x18,0.1849251950359006,63
