fold,model,mse
0,P2_Persistent,22.971820090996935
0,P2_KNN,15.531503089827144
0,P2_LR,92.09062716056141
0,P2_SVR,12.680305399968793
0,P2_Bagging,8.95019562413906
1,P2_Persistent,18.39172039932726
1,P2_KNN,18.53832765328206
1,P2_LR,9.558401930463232
1,P2_SVR,12.031339475804968
1,P2_Bagging,9.328962581425579
2,P2_Persistent,20.421411119447857
2,P2_KNN,15.794118823689116
2,P2_LR,10.535868556887394
2,P2_SVR,12.046004151018563
2,P2_Bagging,9.593966037316038
3,P2_Persistent,22.940388656759577
3,P2_KNN,21.429633895343564
3,P2_LR,21.50074852125823
3,P2_SVR,10.861686093608416
3,P2_Bagging,8.519903632386093
4,P2_Persistent,25.456230410107356
4,P2_KNN,18.72053269767194
4,P2_LR,1290.7353498276502
4,P2_SVR,15.521643087041674
4,P2_Bagging,11.174297326474571
5,P2_Persistent,18.307479083900535
5,P2_KNN,17.925020456850007
5,P2_LR,10.086730748256036
5,P2_SVR,13.171399892394275
5,P2_Bagging,8.824352011463032
6,P2_Persistent,18.089887269202446
6,P2_KNN,15.326413553299698
6,P2_LR,8.580320280758837
6,P2_SVR,10.686766190922569
6,P2_Bagging,7.702327020553134
7,P2_Persistent,23.461018650552138
7,P2_KNN,19.19310719604984
7,P2_LR,73.57974773322441
7,P2_SVR,12.952231797984245
7,P2_Bagging,9.565912924742797
8,P2_Persistent,20.06980847682515
8,P2_KNN,17.09233987447822
8,P2_LR,52.37148209115492
8,P2_SVR,11.613899980073601
8,P2_Bagging,8.867592142774843
9,P2_Persistent,25.651524760528613
9,P2_KNN,22.137391759921
9,P2_LR,10042.487774580426
9,P2_SVR,11.33449583978351
9,P2_Bagging,8.961769000057386
10,P2_Persistent,24.17053921435536
10,P2_KNN,24.059031794621777
10,P2_LR,12632.95550873453
10,P2_SVR,11.677478024171945
10,P2_Bagging,10.403297000870275
11,P2_Persistent,21.086837916429673
11,P2_KNN,18.207842221660588
11,P2_LR,7151.396595807476
11,P2_SVR,9.508042698084097
11,P2_Bagging,9.308933855924291
12,P2_Persistent,19.044051815153367
12,P2_KNN,16.788385672636203
12,P2_LR,8.869572648198057
12,P2_SVR,10.820370715466584
12,P2_Bagging,8.733244884290755
13,P2_Persistent,19.2846383627569
13,P2_KNN,20.267979512068713
13,P2_LR,9.294921430878574
13,P2_SVR,12.044175143970147
13,P2_Bagging,10.03991354686081
14,P2_Persistent,21.608336925552152
14,P2_KNN,25.003355213354894
14,P2_LR,723.1604968538295
14,P2_SVR,11.570267604376326
14,P2_Bagging,9.025492591137581
15,P2_Persistent,18.78933089063052
15,P2_KNN,21.395782652745105
15,P2_LR,8.200658782861806
15,P2_SVR,11.080046471808314
15,P2_Bagging,7.907123635618458
16,P2_Persistent,22.20119255263804
16,P2_KNN,18.2597720157994
16,P2_LR,45.14968610051768
16,P2_SVR,15.636128669931054
16,P2_Bagging,11.690558951765732
17,P2_Persistent,21.254240980214732
17,P2_KNN,26.151404723902008
17,P2_LR,78.44822391349234
17,P2_SVR,10.035518997790888
17,P2_Bagging,10.035210018108868
18,P2_Persistent,21.397736879803812
18,P2_KNN,25.55861172413325
18,P2_LR,355.84296897273043
18,P2_SVR,13.624257707480089
18,P2_Bagging,10.276196729126477
19,P2_Persistent,22.02759373262671
19,P2_KNN,25.846236969435274
19,P2_LR,21.3248615451783
19,P2_SVR,15.297561221907756
19,P2_Bagging,9.975501715656806
