fold,model,mse,train_n,validation_n
0,P2_Persistent,21.86080827406488,521,131
0,P2_KNN,18.43748726655229,521,131
0,P2_LR,14.491423520909521,521,131
0,P2_SVR,12.133475864863975,521,131
0,P2_Bagging,9.682464685076186,521,131
1,P2_Persistent,18.790875334123434,521,131
1,P2_KNN,30.975180607344825,521,131
1,P2_LR,868.5836098682328,521,131
1,P2_SVR,14.091971102943651,521,131
1,P2_Bagging,10.073506133318318,521,131
2,P2_Persistent,22.038162934465646,521,131
2,P2_KNN,19.39359243699618,521,131
2,P2_LR,282.8427374046313,521,131
2,P2_SVR,12.366677434827626,521,131
2,P2_Bagging,9.675842182469905,521,131
3,P2_Persistent,23.94405687768171,521,131
3,P2_KNN,23.966621329960297,521,131
3,P2_LR,10.765493900176967,521,131
3,P2_SVR,14.121354899410333,521,131
3,P2_Bagging,9.789862332581732,521,131
4,P2_Persistent,32.330574774480255,521,131
4,P2_KNN,20.746226588181873,521,131
4,P2_LR,11.112155901102364,521,131
4,P2_SVR,13.912438299575525,521,131
4,P2_Bagging,11.450547899482638,521,131
5,P2_Persistent,18.6620030235687,521,131
5,P2_KNN,18.212821486200003,521,131
5,P2_LR,19.060929013073185,521,131
5,P2_SVR,11.494912054993929,521,131
5,P2_Bagging,8.120498068802815,521,131
6,P2_Persistent,17.964854494179388,521,131
6,P2_KNN,22.913770122848486,521,131
6,P2_LR,79.81666122708008,521,131
6,P2_SVR,11.01701740643774,521,131
6,P2_Bagging,9.232651901885923,521,131
7,P2_Persistent,18.97142869622215,521,131
7,P2_KNN,15.779256720610876,521,131
7,P2_LR,18.01636226736,521,131
7,P2_SVR,11.945172487838754,521,131
7,P2_Bagging,10.120188705502951,521,131
8,P2_Persistent,17.80659622597328,521,131
8,P2_KNN,19.925544472244656,521,131
8,P2_LR,35.52134498344765,521,131
8,P2_SVR,12.006766798080935,521,131
8,P2_Bagging,8.521996734211857,521,131
9,P2_Persistent,22.4673169391794,521,131
9,P2_KNN,20.350168946565457,521,131
9,P2_LR,210.90937887150665,521,131
9,P2_SVR,14.195605517566731,521,131
9,P2_Bagging,8.073953238610123,521,131
10,P2_Persistent,22.683679803034348,521,131
10,P2_KNN,31.326194936912994,521,131
10,P2_LR,11.33431794872859,521,131
10,P2_SVR,13.830050277430557,521,131
10,P2_Bagging,12.59355429508275,521,131
11,P2_Persistent,18.937732777638423,521,131
11,P2_KNN,19.205937261740264,521,131
11,P2_LR,240.49841321057002,521,131
11,P2_SVR,12.090663224711426,521,131
11,P2_Bagging,9.003604922045222,521,131
12,P2_Persistent,18.73528155536445,521,131
12,P2_KNN,20.047209125832822,521,131
12,P2_LR,12.741128857229734,521,131
12,P2_SVR,11.822114234826428,521,131
12,P2_Bagging,10.52006598987149,521,131
13,P2_Persistent,19.164767013408607,521,131
13,P2_KNN,27.276735011070222,521,131
13,P2_LR,10.80444117121453,521,131
13,P2_SVR,12.716660117825423,521,131
13,P2_Bagging,9.03862233657857,521,131
14,P2_Persistent,23.00320583776718,521,131
14,P2_KNN,21.30962950532921,521,131
14,P2_LR,18.73502478949209,521,131
14,P2_SVR,13.068162763742675,521,131
14,P2_Bagging,10.760256894671357,521,131
15,P2_Persistent,15.320775990744272,521,131
15,P2_KNN,20.29218834149486,521,131
15,P2_LR,37649.98621706788,521,131
15,P2_SVR,9.320390016906442,521,131
15,P2_Bagging,6.783518012078494,521,131
16,P2_Persistent,23.770386314141223,521,131
16,P2_KNN,20.043834504949228,521,131
16,P2_LR,29.521723081226664,521,131
16,P2_SVR,12.21363338400883,521,131
16,P2_Bagging,9.601136600679599,521,131
17,P2_Persistent,17.69420209208015,521,131
17,P2_KNN,15.898490619760313,521,131
17,P2_LR,22.333440525176304,521,131
17,P2_SVR,12.37425472125847,521,131
17,P2_Bagging,7.0274653434414605,521,131
18,P2_Persistent,23.425232732161867,521,131
18,P2_KNN,16.862877751111835,521,131
18,P2_LR,9.368645895425512,521,131
18,P2_SVR,13.343138566256478,521,131
18,P2_Bagging,9.297202068665152,521,131
19,P2_Persistent,18.440053586965643,521,131
19,P2_KNN,22.661855410280157,521,131
19,P2_LR,30.685441368712393,521,131
19,P2_SVR,11.141468347897069,521,131
19,P2_Bagging,9.826519169693514,521,131
