cohort,stage,model,primary,slice,n,mae,rmse,r2,negative_predictions,coverage_90,mean_interval_width
test,A,CatBoost,True,group_id=test/CMP-test-169.csv,1,2.3239492282760352,2.3239492282760352,,0,1.0,16.09490141342127
test,A,CatBoost,True,group_id=test/CMP-test-176.csv,1,1.3171350372413002,1.3171350372413002,,0,1.0,16.09490141342127
test,A,CatBoost,True,group_id=test/CMP-test-178.csv,2,0.24052039615460785,0.33436718871993587,0.9513618229373074,0,1.0,16.094901413421283
test,A,CatBoost,True,group_id=test/CMP-test-183.csv,2,2.3372661733762925,2.341284069073865,-27.879052506257477,0,1.0,16.094901413421283
test,A,CatBoost,True,chamber_route=1-2-3,40,2.3184139903568997,3.1012462043056073,0.22205958540677173,0,0.95,16.09490141342127
test,A,CatBoost,True,chamber_route=4-5-6,49,2.3088406063393427,3.0905838503194483,0.7589626154112478,0,0.9795918367346939,16.094901413421283
test,A,GlobalMean,False,all,89,39.38073444281651,40.17019066925454,-0.002336176283397773,0,0.898876404494382,96.31228120237085
test,A,GlobalMean,False,group_id=test/CMP-test-005.csv,1,39.14219060118545,39.14219060118545,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-006.csv,1,35.68034060118545,35.68034060118545,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-011.csv,2,45.14699060118544,45.219218960343916,-312.27973203817083,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-013.csv,1,41.79030939881454,41.79030939881454,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-015.csv,2,40.626534398814556,40.64588078961615,-1049.7271538292503,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-018.csv,1,46.871559398814554,46.871559398814554,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-021.csv,2,39.046425,39.442580262074735,-0.020394436017006523,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-029.csv,3,36.01244686706181,36.50539572066918,-0.034130486265316895,0,1.0,96.3122812023709
test,A,GlobalMean,False,group_id=test/CMP-test-034.csv,2,34.67331560118544,34.68149271203641,-2119.894676718109,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-037.csv,1,33.84044060118545,33.84044060118545,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-038.csv,1,35.74919060118545,35.74919060118545,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-044.csv,1,49.40804060118545,49.40804060118545,,0,0.0,96.31228120237088
