cohort,stage,model,primary,slice,n,mae,rmse,r2,negative_predictions,coverage_90,mean_interval_width
test,A,StageMean,False,group_id=test/CMP-test-068.csv,2,30.82257962427748,30.840986342618006,-837.0144651068191,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-071.csv,1,55.66224537572252,55.66224537572252,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-080.csv,4,34.02167731213874,35.188639352395164,-0.07388507077407414,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-085.csv,4,38.5789875,39.29231198115381,-0.036282872434089564,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-086.csv,3,45.57538179190751,46.28595362616412,-0.3206536367300883,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-087.csv,1,49.587995375722514,49.587995375722514,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-090.csv,1,51.241145375722525,51.241145375722525,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-092.csv,1,41.52909537572252,41.52909537572252,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-099.csv,2,45.37142037572252,45.42976441405077,-388.5766943818192,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-105.csv,1,46.454795375722526,46.454795375722526,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-109.csv,2,26.021979624277478,26.032974352577103,-1183.1344400813366,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-112.csv,1,28.926054624277484,28.926054624277484,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-115.csv,5,29.029764624277483,29.07415933689833,-326.7008897630691,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-116.csv,1,28.768254624277475,28.768254624277475,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-119.csv,1,46.54344537572251,46.54344537572251,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-120.csv,3,40.172168208092494,40.46685732788283,-0.05050934617007119,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-126.csv,1,40.030254624277475,40.030254624277475,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-128.csv,3,46.22924537572252,46.73102974998263,-45.81620096422617,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-134.csv,1,41.75394537572252,41.75394537572252,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-135.csv,2,31.46592962427748,31.521019301739084,-285.3384728812156,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-136.csv,1,34.34405462427749,34.34405462427749,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-142.csv,1,44.013395375722524,44.013395375722524,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-144.csv,1,42.93024537572252,42.93024537572252,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-147.csv,1,45.079745375722524,45.079745375722524,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-148.csv,1,41.08824537572252,41.08824537572252,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-150.csv,2,46.12869537572252,46.25707124201341,-179.41299235866708,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-154.csv,1,26.196504624277466,26.196504624277466,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-158.csv,2,49.32497037572252,49.36658494160326,-592.3907990262916,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-164.csv,1,32.98250462427747,32.98250462427747,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-165.csv,1,31.647204624277478,31.647204624277478,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-167.csv,2,28.924179624277485,28.928223388986297,-3576.142526322599,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-169.csv,1,32.58515462427748,32.58515462427748,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-176.csv,1,44.80734537572252,44.80734537572252,,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-178.csv,2,46.88177037572252,46.906279202017274,-956.1763301358118,0,1.0,128.7625907514451
test,A,StageMean,False,group_id=test/CMP-test-183.csv,2,51.89462037572252,51.89644917184585,-14187.941819136591,0,1.0,128.7625907514451
test,A,StageMean,False,chamber_route=1-2-3,40,29.743408374277475,29.950515969809903,-71.55752491691726,0,1.0,128.7625907514451
test,A,StageMean,False,chamber_route=4-5-6,49,50.228069865518435,50.621008491187766,-63.664352125662845,0,0.9795918367346939,128.76259075144506
test,A,XGBoost,False,all,89,2.288916537989927,3.1388622460780273,0.9938800181838552,0,0.9775280898876404,18.354915147417046
test,A,XGBoost,False,group_id=test/CMP-test-005.csv,1,4.783538024902342,4.783538024902342,,0,1.0,18.354907989501953
test,A,XGBoost,False,group_id=test/CMP-test-006.csv,1,3.865657800292965,3.865657800292965,,0,1.0,18.354907989501953
test,A,XGBoost,False,group_id=test/CMP-test-011.csv,2,2.830966915893555,2.9305526811560205,-0.3157859685983446,0,1.0,18.35491371154785
test,A,XGBoost,False,group_id=test/CMP-test-013.csv,1,1.5639155273437382,1.5639155273437382,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-015.csv,2,1.3174625976562595,1.5574302714239725,-0.5426737906706176,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-018.csv,1,3.4487238769531245,3.4487238769531245,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-021.csv,2,1.3807467956542894,1.7525996736362668,0.9979853347345595,0,1.0,18.354913711547855
test,A,XGBoost,False,group_id=test/CMP-test-029.csv,3,2.1793556193033887,2.7045499814069647,0.9943238842416311,0,1.0,18.354915618896484
test,A,XGBoost,False,group_id=test/CMP-test-034.csv,2,0.6635377502441386,0.7606141913238598,-0.020122642590461037,0,1.0,18.35491180419922
test,A,XGBoost,False,group_id=test/CMP-test-037.csv,1,3.82466790771484,3.82466790771484,,0,1.0,18.354907989501953
test,A,XGBoost,False,group_id=test/CMP-test-038.csv,1,1.7619643554687485,1.7619643554687485,,0,1.0,18.354915618896484
test,A,XGBoost,False,group_id=test/CMP-test-044.csv,1,11.393131982421878,11.393131982421878,,0,0.0,18.354915618896484
test,A,XGBoost,False,group_id=test/CMP-test-047.csv,1,2.458824218750003,2.458824218750003,,0,1.0,18.354915618896484
test,A,XGBoost,False,group_id=test/CMP-test-048.csv,2,3.9773985015869116,4.002527601155402,-479.7341744414931,0,1.0,18.354909896850586
test,A,XGBoost,False,group_id=test/CMP-test-050.csv,1,1.4258689208984379,1.4258689208984379,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-052.csv,1,7.36981314697266,7.36981314697266,,0,1.0,18.354907989501953
test,A,XGBoost,False,group_id=test/CMP-test-057.csv,2,2.3248694702148356,2.351855011488377,0.32800264839150706,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-059.csv,1,0.6921634704589863,0.6921634704589863,,0,1.0,18.35491180419922
test,A,XGBoost,False,group_id=test/CMP-test-061.csv,1,1.8057260253906122,1.8057260253906122,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-062.csv,1,2.128599450683595,2.128599450683595,,0,1.0,18.354907989501953
test,A,XGBoost,False,group_id=test/CMP-test-063.csv,1,1.549938916015634,1.549938916015634,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-068.csv,2,3.18755146484375,3.623773159510667,-10.569564323759932,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-071.csv,1,2.239152807617188,2.239152807617188,,0,1.0,18.354915618896484
test,A,XGBoost,False,group_id=test/CMP-test-080.csv,4,1.7634131683349636,2.4462774010329826,0.9948100369846213,0,1.0,18.354915618896484
test,A,XGBoost,False,group_id=test/CMP-test-085.csv,4,1.3997534088134742,1.5441299922671239,0.9983995914240354,0,1.0,18.354915618896484
test,A,XGBoost,False,group_id=test/CMP-test-086.csv,3,1.9342690551757755,2.2769767290346943,0.9968039932782473,0,1.0,18.354914347330727
test,A,XGBoost,False,group_id=test/CMP-test-087.csv,1,0.14155686035155668,0.14155686035155668,,0,1.0,18.354915618896484
test,A,XGBoost,False,group_id=test/CMP-test-090.csv,1,1.2868714721679737,1.2868714721679737,,0,1.0,18.354907989501953
test,A,XGBoost,False,group_id=test/CMP-test-092.csv,1,0.4075775146484375,0.4075775146484375,,0,1.0,18.354919433593764
test,A,XGBoost,False,group_id=test/CMP-test-099.csv,2,1.1708509643554663,1.1762626578667428,0.7388316058460873,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-105.csv,1,1.3350780517578187,1.3350780517578187,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-109.csv,2,2.5843848999023464,2.6906725076139053,-11.649551109686364,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-112.csv,1,0.6774031005859342,0.6774031005859342,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-115.csv,5,1.744944140625006,2.253965766866485,-0.9695087726457636,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-116.csv,1,0.24028212890624445,0.24028212890624445,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-119.csv,1,0.43073946533202445,0.43073946533202445,,0,1.0,18.354904174804688
test,A,XGBoost,False,group_id=test/CMP-test-120.csv,3,5.745294909667966,6.222358355059891,0.9751623214293748,0,1.0,18.35491434733073
test,A,XGBoost,False,group_id=test/CMP-test-126.csv,1,9.353005395507807,9.353005395507807,,0,0.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-128.csv,3,4.955441833496091,5.766785658827917,0.2870598289056907,0,1.0,18.354913075764973
test,A,XGBoost,False,group_id=test/CMP-test-134.csv,1,3.5641978393554723,3.5641978393554723,,0,1.0,18.354904174804673
test,A,XGBoost,False,group_id=test/CMP-test-135.csv,2,1.3690420776367205,1.635865305732225,0.22878710574352967,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-136.csv,1,1.1901666015625096,1.1901666015625096,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-142.csv,1,0.34778724365234837,0.34778724365234837,,0,1.0,18.354904174804688
test,A,XGBoost,False,group_id=test/CMP-test-144.csv,1,1.5267984985351575,1.5267984985351575,,0,1.0,18.354904174804688
test,A,XGBoost,False,group_id=test/CMP-test-147.csv,1,1.4076446289062545,1.4076446289062545,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-148.csv,1,1.1351172729492163,1.1351172729492163,,0,1.0,18.354904174804688
test,A,XGBoost,False,group_id=test/CMP-test-150.csv,2,1.1332001281738329,1.4434922747836287,0.8243126574411274,0,1.0,18.354909896850582
test,A,XGBoost,False,group_id=test/CMP-test-154.csv,1,2.151139501953139,2.151139501953139,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-158.csv,2,2.027942108154299,2.64628369184729,-0.7050905171554205,0,1.0,18.35491180419922
test,A,XGBoost,False,group_id=test/CMP-test-164.csv,1,2.2870974365234247,2.2870974365234247,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-165.csv,1,1.7466430175781227,1.7466430175781227,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-167.csv,2,0.671908105468745,0.7064120279242546,-1.1330885764067227,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-169.csv,1,2.107429321289061,2.107429321289061,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-176.csv,1,0.7389128417968749,0.7389128417968749,,0,1.0,18.35491943359375
test,A,XGBoost,False,group_id=test/CMP-test-178.csv,2,0.6955514343261697,0.7498423892146553,0.7553923938158289,0,1.0,18.35491180419922
test,A,XGBoost,False,group_id=test/CMP-test-183.csv,2,2.4175697814941444,2.7982968550866385,-40.25364139036098,0,1.0,18.35491371154785
test,A,XGBoost,False,chamber_route=1-2-3,40,2.180391602783203,2.9704274714867127,0.28630648918343404,0,0.975,18.35491943359375
test,A,XGBoost,False,chamber_route=4-5-6,49,2.3775083218321504,3.269934241529687,0.7301754989273737,0,0.9795918367346939,18.35491164849729
test,B,CatBoost,False,all,32,3.123923493718577,3.843288524413921,0.8648832860712502,0,0.90625,13.965427318737412
test,B,CatBoost,False,group_id=test/CMP-test-015.csv,1,1.3684990915150337,1.3684990915150337,,0,1.0,13.965427318737405
test,B,CatBoost,False,group_id=test/CMP-test-039.csv,1,3.4718859987032715,3.4718859987032715,,0,1.0,13.965427318737419
test,B,CatBoost,False,group_id=test/CMP-test-045.csv,1,0.6750767591931677,0.6750767591931677,,0,1.0,13.965427318737405
test,B,CatBoost,False,group_id=test/CMP-test-049.csv,1,1.4290106531962081,1.4290106531962081,,0,1.0,13.965427318737405
test,B,CatBoost,False,group_id=test/CMP-test-092.csv,3,2.840213728582455,3.068039626552294,-1.7753673229987914,0,1.0,13.965427318737412
test,B,CatBoost,False,group_id=test/CMP-test-094.csv,5,1.998037427471124,2.5035274618477694,0.06875111668564826,0,1.0,13.965427318737401
test,B,CatBoost,False,group_id=test/CMP-test-096.csv,1,0.7305683549920303,0.7305683549920303,,0,1.0,13.965427318737426
test,B,CatBoost,False,group_id=test/CMP-test-103.csv,1,4.9906990400636175,4.9906990400636175,,0,1.0,13.965427318737397
test,B,CatBoost,False,group_id=test/CMP-test-105.csv,2,4.377974887793734,4.401642212804005,-70.4311307427382,0,1.0,13.965427318737433
test,B,CatBoost,False,group_id=test/CMP-test-109.csv,1,4.287851919231684,4.287851919231684,,0,1.0,13.965427318737412
test,B,CatBoost,False,group_id=test/CMP-test-112.csv,1,3.814165821942595,3.814165821942595,,0,1.0,13.965427318737426
test,B,CatBoost,False,group_id=test/CMP-test-113.csv,1,2.692955459702631,2.692955459702631,,0,1.0,13.965427318737412
test,B,CatBoost,False,group_id=test/CMP-test-115.csv,1,2.6506744774006137,2.6506744774006137,,0,1.0,13.965427318737412
test,B,CatBoost,False,group_id=test/CMP-test-120.csv,4,5.010403002225864,5.906661509426171,-0.8969398925478742,0,0.5,13.965427318737405
test,B,CatBoost,False,group_id=test/CMP-test-130.csv,1,0.8333843570816271,0.8333843570816271,,0,1.0,13.965427318737397
test,B,CatBoost,False,group_id=test/CMP-test-134.csv,2,5.414433889184188,5.58351195777948,-21.885560448045695,0,1.0,13.965427318737419
test,B,CatBoost,False,group_id=test/CMP-test-135.csv,2,0.6763983763976995,0.6887258715995591,-0.7940256581259024,0,1.0,13.965427318737383
test,B,CatBoost,False,group_id=test/CMP-test-141.csv,1,1.781874266021191,1.781874266021191,,0,1.0,13.96542731873744
test,B,CatBoost,False,group_id=test/CMP-test-159.csv,1,8.056524574725344,8.056524574725344,,0,0.0,13.965427318737426
test,B,CatBoost,False,group_id=test/CMP-test-169.csv,1,3.6923263864677693,3.6923263864677693,,0,1.0,13.965427318737426
test,B,CatBoost,False,chamber_route=4-5-6,32,3.123923493718577,3.843288524413921,0.8648832860712502,0,0.90625,13.965427318737412
test,B,GlobalMean,False,all,32,22.695646851185444,24.98823126019334,-4.711814957379174,0,0.90625,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-015.csv,1,46.83569060118545,46.83569060118545,,0,0.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-039.csv,1,39.69329060118544,39.69329060118544,,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-045.csv,1,45.602090601185445,45.602090601185445,,0,0.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-049.csv,1,44.90654060118545,44.90654060118545,,0,0.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-092.csv,3,16.991340601185446,17.09085225158456,-85.12435470044464,0,1.0,85.96228120237087
test,B,GlobalMean,False,group_id=test/CMP-test-094.csv,5,18.149420601185447,18.333898613751924,-48.94254808606476,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-096.csv,1,18.160940601185445,18.160940601185445,,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-103.csv,1,23.452490601185445,23.452490601185445,,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-105.csv,2,17.47769060118545,17.485448275373617,-1126.2275393948335,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-109.csv,1,27.118490601185442,27.118490601185442,,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-112.csv,1,11.726540601185448,11.726540601185448,,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-113.csv,1,14.819240601185442,14.819240601185442,,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-115.csv,1,22.91234060118545,22.91234060118545,,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-120.csv,4,30.24329060118544,30.54584580276836,-49.73103382566047,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-130.csv,1,15.751640601185443,15.751640601185443,,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-134.csv,2,8.413340601185446,8.493911889939492,-51.96172896697551,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-135.csv,2,15.29894060118545,15.307579337001675,-885.2349914266736,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-141.csv,1,24.61754060118544,24.61754060118544,,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-159.csv,1,33.08144060118545,33.08144060118545,,0,1.0,85.96228120237086
test,B,GlobalMean,False,group_id=test/CMP-test-169.csv,1,12.508190601185447,12.508190601185447,,0,1.0,85.96228120237086
test,B,GlobalMean,False,chamber_route=4-5-6,32,22.695646851185444,24.98823126019334,-4.711814957379174,0,0.90625,85.96228120237086
test,B,KNN,False,all,32,5.878113812896057,7.289876832826064,0.5138800130115109,0,0.90625,26.264508710065584
test,B,KNN,False,group_id=test/CMP-test-015.csv,1,1.478061010103879,1.478061010103879,,0,1.0,26.264508710065577
test,B,KNN,False,group_id=test/CMP-test-039.csv,1,13.020930064089,13.020930064089,,0,1.0,26.264508710065584
test,B,KNN,False,group_id=test/CMP-test-045.csv,1,8.480807790952305,8.480807790952305,,0,1.0,26.264508710065577
test,B,KNN,False,group_id=test/CMP-test-049.csv,1,0.6691086586174961,0.6691086586174961,,0,1.0,26.26450871006559
test,B,KNN,False,group_id=test/CMP-test-092.csv,3,3.820100834020882,4.180939654508995,-4.154022852096691,0,1.0,26.264508710065584
test,B,KNN,False,group_id=test/CMP-test-094.csv,5,2.332648315815726,2.71649515046882,-0.09642496038839621,0,1.0,26.26450871006558
test,B,KNN,False,group_id=test/CMP-test-096.csv,1,0.60165924993359,0.60165924993359,,0,1.0,26.26450871006557
test,B,KNN,False,group_id=test/CMP-test-103.csv,1,4.672970502606816,4.672970502606816,,0,1.0,26.2645087100656
test,B,KNN,False,group_id=test/CMP-test-105.csv,2,1.9864258710613711,2.0021142567319434,-13.778684073602951,0,1.0,26.264508710065606
test,B,KNN,False,group_id=test/CMP-test-109.csv,1,8.907800436245395,8.907800436245395,,0,1.0,26.26450871006557
test,B,KNN,False,group_id=test/CMP-test-112.csv,1,5.858128987366598,5.858128987366598,,0,1.0,26.2645087100656
test,B,KNN,False,group_id=test/CMP-test-113.csv,1,8.483608389060691,8.483608389060691,,0,1.0,26.26450871006557
test,B,KNN,False,group_id=test/CMP-test-115.csv,1,3.726914071706247,3.726914071706247,,0,1.0,26.264508710065584
test,B,KNN,False,group_id=test/CMP-test-120.csv,4,9.06061105576568,9.728194802430298,-4.145575082353286,0,0.75,26.26450871006557
test,B,KNN,False,group_id=test/CMP-test-130.csv,1,12.176783890975955,12.176783890975955,,0,1.0,26.2645087100656
test,B,KNN,False,group_id=test/CMP-test-134.csv,2,13.951436643051935,13.9563212014449,-141.9843690881816,0,0.0,26.264508710065584
test,B,KNN,False,group_id=test/CMP-test-135.csv,2,3.510372282632197,4.014099829353934,-59.941367232136415,0,1.0,26.26450871006557
test,B,KNN,False,group_id=test/CMP-test-141.csv,1,4.715857724837562,4.715857724837562,,0,1.0,26.26450871006557
test,B,KNN,False,group_id=test/CMP-test-159.csv,1,11.78301418423105,11.78301418423105,,0,1.0,26.2645087100656
test,B,KNN,False,group_id=test/CMP-test-169.csv,1,5.261539154252247,5.261539154252247,,0,1.0,26.264508710065613
test,B,KNN,False,chamber_route=4-5-6,32,5.878113812896057,7.289876832826064,0.5138800130115109,0,0.90625,26.264508710065584
test,B,LightGBM,False,all,32,2.6334047624003425,3.4176066022038185,0.8931567140540876,0,0.9375,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-015.csv,1,1.4053192426202514,1.4053192426202514,,0,1.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-039.csv,1,2.8708880585051872,2.8708880585051872,,0,1.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-045.csv,1,0.32157321214369716,0.32157321214369716,,0,1.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-049.csv,1,0.12522279177279927,0.12522279177279927,,0,1.0,14.490693330768572
test,B,LightGBM,False,group_id=test/CMP-test-092.csv,3,2.716884060049466,3.02287710842538,-1.694260133458509,0,1.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-094.csv,5,1.6502687933962847,2.1334667187447165,0.3237102728673432,0,1.0,14.490693330768574
test,B,LightGBM,False,group_id=test/CMP-test-096.csv,1,1.7849377803103437,1.7849377803103437,,0,1.0,14.490693330768593
test,B,LightGBM,False,group_id=test/CMP-test-103.csv,1,3.7720832339326904,3.7720832339326904,,0,1.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-105.csv,2,2.775413113038148,2.7849844122949654,-27.59588793120878,0,1.0,14.490693330768572
test,B,LightGBM,False,group_id=test/CMP-test-109.csv,1,0.5696563322026691,0.5696563322026691,,0,1.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-112.csv,1,4.195575520144715,4.195575520144715,,0,1.0,14.490693330768565
test,B,LightGBM,False,group_id=test/CMP-test-113.csv,1,0.7821786128919115,0.7821786128919115,,0,1.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-115.csv,1,2.3517037750899163,2.3517037750899163,,0,1.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-120.csv,4,4.7321973532482104,5.530182357918463,-0.6628317464186235,0,0.75,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-130.csv,1,3.6834356573680083,3.6834356573680083,,0,1.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-134.csv,2,4.964526076906665,5.376968407675976,-20.22372554099477,0,1.0,14.490693330768586
test,B,LightGBM,False,group_id=test/CMP-test-135.csv,2,0.9632074934757355,0.9730188477150093,-2.580785951284703,0,1.0,14.490693330768586
test,B,LightGBM,False,group_id=test/CMP-test-141.csv,1,0.022808283526472906,0.022808283526472906,,0,1.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-159.csv,1,7.4795953494346605,7.4795953494346605,,0,0.0,14.490693330768579
test,B,LightGBM,False,group_id=test/CMP-test-169.csv,1,2.166895619903883,2.166895619903883,,0,1.0,14.490693330768579
test,B,LightGBM,False,chamber_route=4-5-6,32,2.6334047624003425,3.4176066022038185,0.8931567140540876,0,0.9375,14.490693330768579
test,B,PLS,False,all,32,5.369304607518724,6.3761320772032715,0.628107255585517,0,0.875,20.275641151006326
test,B,PLS,False,group_id=test/CMP-test-015.csv,1,1.819418349313608,1.819418349313608,,0,1.0,20.27564115100632
test,B,PLS,False,group_id=test/CMP-test-039.csv,1,0.1665592421931592,0.1665592421931592,,0,1.0,20.275641151006333
test,B,PLS,False,group_id=test/CMP-test-045.csv,1,12.223971997153079,12.223971997153079,,0,0.0,20.275641151006326
test,B,PLS,False,group_id=test/CMP-test-049.csv,1,5.567081114535547,5.567081114535547,,0,1.0,20.27564115100632
test,B,PLS,False,group_id=test/CMP-test-092.csv,3,7.081700791670585,7.350046969116036,-14.928642682754969,0,1.0,20.275641151006344
test,B,PLS,False,group_id=test/CMP-test-094.csv,5,4.950303002360016,5.39017831956803,-3.3168535109426776,0,1.0,20.275641151006326
test,B,PLS,False,group_id=test/CMP-test-096.csv,1,4.655381884309222,4.655381884309222,,0,1.0,20.275641151006354
test,B,PLS,False,group_id=test/CMP-test-103.csv,1,0.9273250987196775,0.9273250987196775,,0,1.0,20.27564115100631
test,B,PLS,False,group_id=test/CMP-test-105.csv,2,7.318185030613321,7.4662478385927855,-204.52414630957085,0,1.0,20.27564115100632
test,B,PLS,False,group_id=test/CMP-test-109.csv,1,3.2840404178190568,3.2840404178190568,,0,1.0,20.27564115100631
test,B,PLS,False,group_id=test/CMP-test-112.csv,1,11.696303551006892,11.696303551006892,,0,0.0,20.27564115100631
test,B,PLS,False,group_id=test/CMP-test-113.csv,1,10.229843374175658,10.229843374175658,,0,0.0,20.27564115100631
test,B,PLS,False,group_id=test/CMP-test-115.csv,1,2.2471681461896225,2.2471681461896225,,0,1.0,20.275641151006297
test,B,PLS,False,group_id=test/CMP-test-120.csv,4,4.736492095509256,5.90783215783375,-0.8976918806946683,0,1.0,20.27564115100632
test,B,PLS,False,group_id=test/CMP-test-130.csv,1,0.37662401787606825,0.37662401787606825,,0,1.0,20.27564115100634
test,B,PLS,False,group_id=test/CMP-test-134.csv,2,6.71602643844345,6.73436540299247,-32.29200918689807,0,1.0,20.27564115100631
test,B,PLS,False,group_id=test/CMP-test-135.csv,2,2.5458479797357967,2.793184932588583,-28.50769166045949,0,1.0,20.275641151006326
test,B,PLS,False,group_id=test/CMP-test-141.csv,1,7.002668026580665,7.002668026580665,,0,1.0,20.27564115100634
test,B,PLS,False,group_id=test/CMP-test-159.csv,1,10.764507574080653,10.764507574080653,,0,0.0,20.27564115100631
test,B,PLS,False,group_id=test/CMP-test-169.csv,1,2.7541499802122615,2.7541499802122615,,0,1.0,20.27564115100634
test,B,PLS,False,chamber_route=4-5-6,32,5.369304607518724,6.3761320772032715,0.628107255585517,0,0.875,20.275641151006326
test,B,Physics+CatBoost,True,all,32,2.724996765522596,3.3802796721832093,0.8954778429785327,0,1.0,17.846510951907646
test,B,Physics+CatBoost,True,group_id=test/CMP-test-015.csv,1,1.4105732710171566,1.4105732710171566,,0,1.0,17.846510951907646
test,B,Physics+CatBoost,True,group_id=test/CMP-test-039.csv,1,0.41581378307671457,0.41581378307671457,,0,1.0,17.846510951907646
test,B,Physics+CatBoost,True,group_id=test/CMP-test-045.csv,1,1.290782318001824,1.290782318001824,,0,1.0,17.846510951907646
test,B,Physics+CatBoost,True,group_id=test/CMP-test-049.csv,1,1.4541546775779821,1.4541546775779821,,0,1.0,17.846510951907646
test,B,Physics+CatBoost,True,group_id=test/CMP-test-092.csv,3,3.298994884968863,3.605480038700188,-2.832875673667196,0,1.0,17.84651095190765
test,B,Physics+CatBoost,True,group_id=test/CMP-test-094.csv,5,2.2818323862424847,2.379576646531139,0.15868149431286793,0,1.0,17.846510951907653
test,B,Physics+CatBoost,True,group_id=test/CMP-test-096.csv,1,1.6842259783411606,1.6842259783411606,,0,1.0,17.846510951907646
