cohort_variant,evaluation,model,condition,n,mse,rmse,mae,p95_abs_error,seed_rmse_min,seed_rmse_max
clean,test,S3_history,all,424,12.3114121771194,3.5087622001383054,2.606830753280696,7.034973180191249,3.49807545698925,3.5290557031703385
clean,test,S3_history,Cond1,165,14.382054008156242,3.7923678629790443,2.73980838360061,7.642205526772803,3.778378852022579,3.8291319698771953
clean,test,S3_history,Cond2,186,11.3851886069405,3.374194512315569,2.5532775513742636,6.997286545767281,3.3531012892513394,3.4133450318343
clean,test,S3_history,Cond3,73,9.991161244683747,3.1608798212971885,2.4427155005657752,5.571087664058058,3.140907554475599,3.1870321521135634
clean,test,S4_final,all,424,12.3114121771194,3.5087622001383054,2.606830753280696,7.034973180191249,3.49807545698925,3.5290557031703385
clean,test,S4_final,Cond1,165,14.382054008156242,3.7923678629790443,2.73980838360061,7.642205526772803,3.778378852022579,3.8291319698771953
clean,test,S4_final,Cond2,186,11.3851886069405,3.374194512315569,2.5532775513742636,6.997286545767281,3.3531012892513394,3.4133450318343
clean,test,S4_final,Cond3,73,9.991161244683747,3.1608798212971885,2.4427155005657752,5.571087664058058,3.140907554475599,3.1870321521135634
clean,test,ablation_compact12_bag,all,424,15.787414539698975,3.973337959411328,2.847718254018467,8.21458075827515,3.949403701402501,4.010560318162063
clean,test,ablation_compact12_bag,Cond1,165,11.828431924204015,3.4392487441596913,2.377092968299029,6.751396988547791,3.440862808725045,3.455437967408054
clean,test,ablation_compact12_bag,Cond2,186,20.18409585464669,4.492671349503176,3.2631271512020374,9.393758148498502,4.443743251888903,4.563053132703102
clean,test,ablation_compact12_bag,Cond3,73,13.53329682704682,3.678762947927852,2.8530212302864566,6.794507040007216,3.6754969621408278,3.6868482470322093
clean,test,ablation_compact12_rf,all,424,18.957105986576202,4.353975882636031,3.0933338212988777,9.245382795993173,4.311600351436025,4.388910281637149
clean,test,ablation_compact12_rf,Cond1,165,12.998471406409292,3.6053392914411386,2.4944848955943373,6.981860974015522,3.575302725766996,3.649568027628195
clean,test,ablation_compact12_rf,Cond2,186,26.284256351421146,5.126817370593685,3.7109047311786334,10.268050989706492,5.037786723123187,5.209426871950996
clean,test,ablation_compact12_rf,Cond3,73,13.756074998444438,3.708918305711847,2.873359622718255,6.738359161760254,3.70635674176183,3.717855060612282
clean,test,ablation_compact_no_pressure_bag,all,424,14.851328605420756,3.853742156063474,2.7527687185174305,7.983556742473223,3.839267852106529,3.8772470834484114
clean,test,ablation_compact_no_pressure_bag,Cond1,165,12.283820095079053,3.5048281120589997,2.3811500282327223,7.299819773302449,3.49199522713426,3.5234515871059235
clean,test,ablation_compact_no_pressure_bag,Cond2,186,17.676663307848496,4.204362413951549,3.0470903777884346,8.691304439328956,4.164801332706491,4.242180269741536
clean,test,ablation_compact_no_pressure_bag,Cond3,73,13.45580325685667,3.6682152686090643,2.842813311292362,6.792834788163089,3.660807508466263,3.682118562976126
clean,test,ablation_compact_no_pressure_rf,all,424,18.550681523192093,4.307050211361843,3.0677913837244546,9.023786017391684,4.3009903028885725,4.348956207213037
clean,test,ablation_compact_no_pressure_rf,Cond1,165,13.971095544829124,3.7377928707767,2.575081540762656,7.131353828959439,3.732717265798518,3.767491656488615
clean,test,ablation_compact_no_pressure_rf,Cond2,186,24.509609501291084,4.950718079358901,3.5809885573108935,10.796234845828959,4.9385581007505275,5.012330490137917
clean,test,ablation_compact_no_pressure_rf,Cond3,73,13.718778543787666,3.703886950729958,2.8738523399110147,6.793129869433824,3.7012632781502974,3.7091486669614544
clean,test,ablation_compact_no_slurry_bag,all,424,15.12290305911171,3.8888176942499775,2.829998400865572,7.860100768571958,3.869274733965967,3.939985028749337
clean,test,ablation_compact_no_slurry_bag,Cond1,165,11.661105018285424,3.41483601630963,2.3897150808290606,6.308395722740674,3.4117761658855597,3.4268472998244985
clean,test,ablation_compact_no_slurry_bag,Cond2,186,18.836996753699367,4.340160913341736,3.2126371793939645,9.29093018547249,4.301367840621074,4.436764822735123
clean,test,ablation_compact_no_slurry_bag,Cond3,73,13.484207847372442,3.6720849455551057,2.8502166885332882,6.710669762934773,3.6694344894782787,3.675689550633129
clean,test,ablation_compact_no_slurry_rf,all,424,19.197634241478845,4.381510497702687,3.1433282559475266,8.925383074173137,4.3647227141884715,4.41630424230879
clean,test,ablation_compact_no_slurry_rf,Cond1,165,12.895690458737706,3.591057011346061,2.5493064132761756,6.968403143335487,3.5353953149586403,3.669684981405035
clean,test,ablation_compact_no_slurry_rf,Cond2,186,26.939295533756713,5.190307845759894,3.7753303737728285,10.97388203912383,5.193865411572139,5.209764800277464
clean,test,ablation_compact_no_slurry_rf,Cond3,73,13.716424978309055,3.703569221482036,2.875673600129262,6.794416699351277,3.696763664689031,3.7116392933870688
clean,test,ablation_compact_no_usage_bag,all,424,46.842298150550754,6.844143346727241,5.25624733156559,14.241802573352473,6.832527678859411,6.8955951541096505
clean,test,ablation_compact_no_usage_bag,Cond1,165,34.39825596966871,5.865002640209867,4.496520400716244,11.644322538848504,5.867190138683746,5.893676635123799
clean,test,ablation_compact_no_usage_bag,Cond2,186,70.39773080180314,8.390335559547255,6.821249848206855,15.740583249275536,8.362635698531431,8.48649562576374
clean,test,ablation_compact_no_usage_bag,Cond3,73,14.951291119216412,3.866689943506773,2.98589768081034,6.936244744512631,3.8554261405624057,3.8888175161037144
clean,test,ablation_compact_no_usage_rf,all,424,46.25059078792144,6.800778689820853,5.237780205318539,14.202277906589202,6.768460246391683,6.848582422762562
clean,test,ablation_compact_no_usage_rf,Cond1,165,34.65575573244186,5.886913939615718,4.531378792534509,10.97542093685381,5.879015512301089,5.932511743592524
clean,test,ablation_compact_no_usage_rf,Cond2,186,68.78173201787806,8.293475267816143,6.745565870107393,15.600088173697195,8.237854404492808,8.38332206319344
clean,test,ablation_compact_no_usage_rf,Cond3,73,15.049981409595368,3.8794305522325527,2.992685677354672,7.1212544053692275,3.872958452077072,3.8907341763067933
clean,test,ablation_compact_stage12_bag,all,424,15.772718767790316,3.971488230851291,2.8451993505194006,8.19372300971697,3.9498293792730523,4.007562287371369
clean,test,ablation_compact_stage12_bag,Cond1,165,11.82155932681554,3.4382494567462003,2.375178570339213,6.756243718688273,3.437006622180538,3.4505845573915432
clean,test,ablation_compact_stage12_bag,Cond2,186,20.151561463349893,4.489049060029295,3.2587583516161818,9.363914946159415,4.437294241289299,4.56007059681849
clean,test,ablation_compact_stage12_bag,Cond3,73,13.546370362129466,3.6805394118429797,2.8538494125156992,6.794475654522228,3.677999738024432,3.6878155075306407
clean,test,ablation_compact_stage12_rf,all,424,18.891420678871416,4.346426196183644,3.08009515731849,9.12166461085143,4.308166185220395,4.400348089262168
clean,test,ablation_compact_stage12_rf,Cond1,165,12.880765442439667,3.588978328499584,2.484423528254228,7.000539969444446,3.5723200945130165,3.6491868095030484
clean,test,ablation_compact_stage12_rf,Cond2,186,26.23875160612648,5.122377534517197,3.6905667211147115,10.186829518516095,5.057243024345137,5.186872304792981
clean,test,ablation_compact_stage12_rf,Cond3,73,13.756551658896003,3.7089825638436213,2.8710281426541906,6.793370023198958,3.70660459150592,3.717098367381207
clean,test,compact12_bag,all,424,14.863462300097893,3.855316108971856,2.8268955720103577,7.3638433939491,3.8611000499023107,3.8652955560325055
clean,test,compact12_bag,Cond1,165,14.42878061108658,3.798523477759033,2.719288861492784,7.135186124257743,3.790276664545798,3.829974225216188
clean,test,compact12_bag,Cond2,186,16.65575450664653,4.081146224609764,2.9853112920489426,8.350973242681778,4.088378073549103,4.091619548237006
clean,test,compact12_bag,Cond3,73,11.279299673643365,3.3584668635619086,2.66648164472574,6.583465609408959,3.3217441446044007,3.406537111481402
clean,test,compact12_rf,all,424,14.61001308036833,3.822304681781442,2.8281955956736304,7.645631183232874,3.8199752299285863,3.8447627109405627
clean,test,compact12_rf,Cond1,165,14.382054008156242,3.7923678629790443,2.73980838360061,7.642205526772803,3.778378852022579,3.8291319698771953
clean,test,compact12_rf,Cond2,186,16.23958764593798,4.0298371736259995,2.985110872104674,8.401204099344593,4.015112602904105,4.0547868172300285
clean,test,compact12_rf,Cond3,73,10.973196336793526,3.3125815215317385,2.6281633843842354,6.129578614534261,3.3050806256716245,3.3250054113082768
clean,test,compact33_bag,all,424,9.743195514200025,3.1214092192790144,2.298294682978859,6.1994467835484945,3.1183581033554786,3.1367131027076254
clean,test,compact33_bag,Cond1,165,8.475118759719091,2.9112057226721526,2.112267513693937,5.739576437744237,2.8941755494976316,2.9589711805526595
clean,test,compact33_bag,Cond2,186,10.474635804116001,3.236454202381984,2.3611026638956654,6.620540975302212,3.2245033008358694,3.268845308085222
clean,test,compact33_bag,Cond3,73,10.745726617829941,3.278067512701644,2.5587357580677104,5.726390330469365,3.251242045194567,3.3149025496083713
clean,test,compact33_rf,all,424,9.659410151594006,3.107959161828547,2.299225092979267,6.2243393670896054,3.093456723424709,3.134609704479561
clean,test,compact33_rf,Cond1,165,8.442483931925986,2.9055952801321085,2.1061277554774245,5.904294883248959,2.888330623933413,2.9337359014715236
clean,test,compact33_rf,Cond2,186,10.357882837919457,3.2183664859551744,2.3764787438404564,6.5423452776760165,3.220024825897323,3.2413924865859784
clean,test,compact33_rf,Cond3,73,10.630326680206194,3.2604181756649244,2.5388399097960166,5.537374874237902,3.21042858581251,3.3230224520806275
clean,test,condition_mean,all,424,51.56662570524714,7.180990579665673,5.549528306985074,14.80050032786337,7.180990579665673,7.180990579665673
clean,test,condition_mean,Cond1,165,41.96015939715453,6.477666199886694,5.021636829573935,13.552725375939847,6.477666199886694,6.477666199886694
clean,test,condition_mean,Cond2,186,74.28471250575217,8.61885795832326,7.02837505838116,17.08079811349693,8.61885795832326,8.61885795832326
clean,test,condition_mean,Cond3,73,15.395431129101164,3.923701202831475,2.9746871838777658,7.88341491758241,3.923701202831475,3.923701202831475
clean,test,full125_bag,all,424,9.284385107833913,3.047028898424482,2.2826180169709676,6.097443265015753,3.0389989515236473,3.0797285196650868
clean,test,full125_bag,Cond1,165,8.331282207177297,2.8863960586131103,2.114771276758763,5.792366422895956,2.850808361193744,2.943827475494595
clean,test,full125_bag,Cond2,186,9.576531099057215,3.0945970818601274,2.315132824885058,6.349927780932305,3.088726994149602,3.1214953081756716
clean,test,full125_bag,Cond3,73,10.694286809762774,3.2702120435474478,2.5791516863270365,5.557704742684417,3.257172489012856,3.3009849411196606
clean,test,full125_rf,all,424,9.215642621978853,3.0357276923299383,2.2744903072634464,6.068559571572375,3.022582022795569,3.067809287003796
clean,test,full125_rf,Cond1,165,8.264037202482545,2.8747238480387196,2.111333655261415,5.585769849349306,2.8702719699579635,2.906441581117046
clean,test,full125_rf,Cond2,186,9.524570331034646,3.086190261638878,2.3070379028988968,6.312120295717161,3.0853684281493488,3.1175344387710124
clean,test,full125_rf,Cond3,73,10.579400708725627,3.2525990697787557,2.5603395509914093,5.525758355588718,3.189546981671447,3.292064715950996
clean,test,history_none,all,424,12.289535841746972,3.5056434276387796,2.6133057864830547,7.089965464709089,3.4884813476554486,3.52834695801841
clean,test,history_none,Cond1,165,14.382054008156242,3.7923678629790443,2.73980838360061,7.642205526772803,3.778378852022579,3.8291319698771953
clean,test,history_none,Cond2,186,11.3851886069405,3.374194512315569,2.5532775513742636,6.997286545767281,3.3531012892513394,3.4133450318343
clean,test,history_none,Cond3,73,9.864098694027446,3.140716270857246,2.4803239125904315,5.762363200253361,3.1253560161512266,3.1620577665223872
clean,test,history_raw,all,424,9.113960200447307,3.0189336197484216,2.2613668977609214,6.05824816886582,3.024619697357457,3.0296288474824897
clean,test,history_raw,Cond1,165,8.442483931925986,2.9055952801321085,2.1061277554774245,5.904294883248959,2.888330623933413,2.9337359014715236
clean,test,history_raw,Cond2,186,9.305970415900571,3.0505688675885634,2.3048948462692107,6.421651609398289,3.0394763117617387,3.0721060218450758
clean,test,history_raw,Cond3,73,10.142449025539243,3.184721184898176,2.5013430628874302,5.351147502787779,3.1534199784109966,3.212304118640859
clean,test,history_reset,all,424,10.47657420405928,3.2367536520500413,2.35054425836344,6.9869358900314,3.2365848214438517,3.2563125290066104
clean,test,history_reset,Cond1,165,9.856914155224011,3.139572288580725,2.217723093578727,5.821972847453167,3.126325667993971,3.1626454319597164
clean,test,history_reset,Cond2,186,10.323578412555598,3.2130325881564907,2.3769349338230796,6.951658805165547,3.196159331758036,3.2685066174999364
clean,test,history_reset,Cond3,73,12.267000577723739,3.5024278119218586,2.5835144851303564,7.056366489962339,3.4939271200656465,3.5220654223219063
