evaluation,policy,model,dimension,value,n,mse,rmse,mae,r2,relative_error,mape_percent,s_score_literal_mean,s_score_minus_one_mean,s_score_overflow
temporal,completed,previous_control,condition,Cond2,67,15.026275554431832,3.8763740214834574,2.957669714114892,-0.06036914998345777,0.033187012588302756,3.3187012588302753,1.3032342275382722,0.3032342275382723,False
temporal,completed,previous_control,condition,Cond3,25,22.318186964789476,4.724212840758709,3.7707226181591604,-1.0220573221215323,0.025171832757045404,2.5171832757045403,1.5187656314233902,0.5187656314233906,False
temporal,completed,robust_reference,all,all,166,11.771405848313254,3.4309482433160157,2.596570314556354,0.9824736970666951,0.02804382861080462,2.804382861080462,1.2882673439144976,0.2882673439144977,False
temporal,completed,robust_reference,STAGE,A,99,11.067830764918543,3.3268349470508065,2.5185421153323273,0.9898946935216582,0.026484432259103408,2.6484432259103405,1.3002864701840477,0.3002864701840478,False
temporal,completed,robust_reference,STAGE,B,67,12.811016792433795,3.579248076402891,2.7118657134097677,0.095956483866672,0.030348011279736253,3.0348011279736253,1.270507739426655,0.2705077394266549,False
temporal,completed,robust_reference,condition,Cond1,74,6.520317663822129,2.5534912695801664,2.011479033634035,0.11922640442475907,0.02636795033535837,2.636795033535837,1.2132047705288416,0.2132047705288415,False
temporal,completed,robust_reference,condition,Cond2,67,12.811016792433795,3.579248076402891,2.7118657134097677,0.095956483866672,0.030348011279736253,3.0348011279736253,1.270507739426655,0.2705077394266549,False
temporal,completed,robust_reference,condition,Cond3,25,24.528469544163926,4.952622491586041,4.019448837159273,-1.2223118535775526,0.026829218753388714,2.6829218753388715,1.5580483011634585,0.5580483011634586,False
temporal,completed,selected,all,all,166,14.673438242637186,3.830592414057803,2.934512436191766,0.9781528963466627,0.03133680544340969,3.133680544340969,1.3533019938746838,0.353301993874684,False
temporal,completed,selected,STAGE,A,99,15.65765430136128,3.95697539812434,2.9343601368924555,0.9857040282953451,0.029995562163033666,2.9995562163033664,1.3860640685254606,0.38606406852546077,False
temporal,completed,selected,STAGE,B,67,13.219148842432931,3.6358147425897447,2.934737475454925,0.06715555888889535,0.03331864252933847,3.331864252933847,1.3048923611817451,0.3048923611817449,False
temporal,completed,selected,condition,Cond1,74,6.830916434427549,2.6136021951374984,2.1275888278887995,0.07727028969659666,0.028133926887142013,2.813392688714201,1.2365461699044409,0.23654616990444113,False
temporal,completed,selected,condition,Cond2,67,13.219148842432931,3.6358147425897447,2.934737475454925,0.06715555888889535,0.03331864252933847,3.331864252933847,1.3048923611817451,0.3048923611817449,False
temporal,completed,selected,condition,Cond3,25,41.78479838748512,6.464116210858613,5.322403211543278,-2.7857581203206516,0.03550600257967297,3.550600257967297,1.8286370484436787,0.8286370484436785,False
test,completed,base_direct,all,all,424,14.686776512154635,3.8323330377401486,2.919978212678315,0.9831931029959639,0.035556613178831055,3.5556613178831054,1.337118490605541,0.3371184906055412,False
test,completed,base_direct,STAGE,A,238,15.13815347555719,3.8907780038903774,2.87519884134507,0.9891382909480921,0.03439095094497138,3.439095094497138,1.3410594260170985,0.3410594260170985,False
test,completed,base_direct,STAGE,B,186,14.109208139628787,3.756222589201655,2.977276548040209,0.8061094626641834,0.037048159478070865,3.7048159478070866,1.3320757883047312,0.3320757883047314,False
test,completed,base_direct,condition,Cond1,165,15.749293031190208,3.968537895899472,2.8527369920349117,0.6179550624367307,0.04117832425766358,4.117832425766358,1.3577402249115968,0.3577402249115969,False
test,completed,base_direct,condition,Cond2,186,14.109208139628787,3.756222589201655,2.977276548040209,0.8061094626641834,0.037048159478070865,3.7048159478070866,1.3320757883047312,0.3320757883047314,False
test,completed,base_direct,condition,Cond3,73,13.756810644331866,3.7090174769515265,2.925968774717346,0.047412173501439,0.019049627703954762,1.9049627703954761,1.3033562504336431,0.30335625043364317,False
test,completed,base_residual,all,all,424,16.09401484560094,4.011734642969415,3.06071142379613,0.9815827217315122,0.03805385164041488,3.805385164041488,1.357409427021375,0.35740942702137507,False
test,completed,base_residual,STAGE,A,238,14.293189448952443,3.780633471913463,2.8580990591602005,0.9897445573220676,0.03505159008043455,3.5051590080434547,1.3170044589246597,0.3170044589246597,False
test,completed,base_residual,STAGE,B,186,18.398296804753322,4.289323583591394,3.3199681054270513,0.7471682593215103,0.041895455141895084,4.189545514189509,1.409110407704269,0.4091104077042688,False
test,completed,base_residual,condition,Cond1,165,16.590784479918852,4.073178670267099,3.040374292776711,0.5975422383593019,0.04347015393361519,4.347015393361519,1.3454676757532986,0.34546767575329856,False
test,completed,base_residual,condition,Cond2,186,18.398296804753322,4.289323583591394,3.3199681054270513,0.7471682593215103,0.041895455141895084,4.189545514189509,1.409110407704269,0.4091104077042688,False
test,completed,base_residual,condition,Cond3,73,9.099995200877697,3.01661983035279,2.4461070927667183,0.36987250361528623,0.016023329316396114,1.6023329316396113,1.252669790750339,0.2526697907503392,False
test,completed,group_selected_v3,all,all,424,11.310693687200155,3.3631374767023954,2.5775623116839053,0.9870565427554745,0.030848827615982843,3.0848827615982843,1.2838904373613582,0.2838904373613585,False
