model,nested_oof,temporal,test,validation
P2_Bagging,44.243365305039745,37.05569684090788,7.1702106761961035,7.095424416851535
P2_KNN,48.49001046294537,82.40109257771569,11.471022391472408,11.765798032434727
P2_LR,329.1224214101506,62.9974710017105,351.1078911688693,12.452933159091378
P2_Persistent,59.988459931918975,39.05717843832831,12.98903367810142,14.148188480483485
P2_Ridge,167.20211380095165,105.597337852121,17.60542651035791,8.589708749327075
P2_SVR,33.65464948165894,36.42585544667236,9.080986326813624,8.794898168662163
no_lr,36.356540429836905,32.43867415354111,7.077753716074884,6.810852537821798
original,36.406158288213945,32.436459824110194,7.074313480095854,6.827695951448247
ridge10,36.35281669530673,32.42760166302144,7.16865352459668,6.853547832791989
