condition,test_n,original_LR_weight,Ridge_weight,LR_MSE,Ridge_MSE,original_MSE,no_lr_MSE,ridge10_MSE,max_abs_no_lr_change
Cond1,165,5.372656782155549e-07,0.09215385205220962,890.2791309367291,33.39402277998735,6.208520730356722,6.2085198071448895,6.462568597369767,0.00020184300049663761
Cond2,186,1.1077840541401753e-08,3.4215230138301786e-08,6.561546039140492,6.523187941512585,6.788364193053628,6.788364241928022,6.788364164817261,1.9611876211911294e-07
Cond3,73,0.018389854226465715,0.13281027010322,10.318379284386037,10.155809925650688,9.759825412928873,9.779809019701801,9.733555358999581,0.06679640337921455
