evaluation,policy,model,dimension,value,n,mse,rmse,mae,r2,relative_error,mape_percent,s_score_literal_mean,s_score_minus_one_mean,s_score_overflow
nested_oof,retrospective,P2_Bagging,all,all,1977,44.243365305039745,6.651568634919116,4.967833972646802,0.9509793439426387,0.06225293165903879,6.22529316590388,1.6730186388831763,0.6730186388831761,False
nested_oof,retrospective,P2_Bagging,STAGE,A,1162,40.889368461481006,6.394479530147939,4.651128640171315,0.969695423368007,0.058141589527228234,5.814158952722823,1.632575500637853,0.6325755006378532,False
nested_oof,retrospective,P2_Bagging,STAGE,B,815,49.025382890579955,7.001812828873674,5.4193819436118496,0.41376272428441063,0.06811474706660181,6.8114747066601815,1.7306811255593302,0.7306811255593301,False
nested_oof,retrospective,P2_Bagging,condition,Cond1,798,53.4879922822446,7.313548542413908,5.484405665031963,-0.2095852462637411,0.07614922733845919,7.614922733845919,1.7781394897822869,0.7781394897822868,False
nested_oof,retrospective,P2_Bagging,condition,Cond2,815,49.025382890579955,7.001812828873674,5.4193819436118496,0.41376272428441063,0.06811474706660181,6.8114747066601815,1.7306811255593302,0.7306811255593301,False
nested_oof,retrospective,P2_Bagging,condition,Cond3,364,13.269308546730038,3.642706211970715,2.8243290087460475,0.12509792590810243,0.018663306633375783,1.8663306633375782,1.3134544475135177,0.3134544475135177,False
nested_oof,retrospective,P2_KNN,all,all,1977,48.49001046294537,6.963476894694587,5.439445007587254,0.9462741563908311,0.06908535471413663,6.908535471413662,1.779592756124348,0.7795927561243482,False
nested_oof,retrospective,P2_KNN,STAGE,A,1162,37.41992778875306,6.117182994545206,4.709932512908777,0.9722667502114598,0.058852228281866675,5.885222828186667,1.6285700955360036,0.6285700955360036,False
nested_oof,retrospective,P2_KNN,STAGE,B,815,64.27336760087357,8.01706726932446,6.479559754601227,0.2314298899510948,0.0836754073697166,8.36754073697166,1.9949158623865035,0.9949158623865032,False
nested_oof,retrospective,P2_KNN,condition,Cond1,798,48.070084697581294,6.933259312731733,5.525922725563909,-0.08706389520146618,0.0768634618193147,7.686346181931469,1.760994720503833,0.7609947205038331,False
nested_oof,retrospective,P2_KNN,condition,Cond2,815,64.27336760087357,8.01706726932446,6.479559754601227,0.2314298899510948,0.0836754073697166,8.36754073697166,1.9949158623865035,0.9949158623865032,False
nested_oof,retrospective,P2_KNN,condition,Cond3,364,14.071506873244976,3.7512007242008494,2.921030892857141,0.07220557079937107,0.01936606244976908,1.936606244976908,1.3382545715680696,0.33825457156806976,False
nested_oof,retrospective,P2_LR,all,all,1977,329.1224214101506,18.141731488756815,5.022293560320538,0.6353397416883406,0.06282225017307305,6.282225017307305,8.304269631552643e+21,8.304269631552643e+21,False
nested_oof,retrospective,P2_LR,STAGE,A,1162,38.671126397697876,6.218611291735308,4.564479271331303,0.9713394420735918,0.0561101815149552,5.61101815149552,1.6115863485982531,0.6115863485982532,False
nested_oof,retrospective,P2_LR,STAGE,B,815,743.2382555260647,27.262396364334236,5.675030006707644,-7.887517943504488,0.0723920953028067,7.23920953028067,2.014422216144733e+22,2.014422216144733e+22,False
nested_oof,retrospective,P2_LR,condition,Cond1,798,48.980077983822625,6.998576854177042,5.231177160092697,-0.10764261588756563,0.07233582219206648,7.233582219206649,1.7249808092754193,0.7249808092754194,False
nested_oof,retrospective,P2_LR,condition,Cond2,815,743.2382555260647,27.262396364334236,5.675030006707644,-7.887517943504488,0.0723920953028067,7.23920953028067,2.014422216144733e+22,2.014422216144733e+22,False
nested_oof,retrospective,P2_LR,condition,Cond3,364,16.070732535809004,4.008831816852511,3.102872361354399,-0.05961189901039199,0.020538584645903583,2.053858464590358,1.3629908001906195,0.3629908001906194,False
nested_oof,retrospective,P2_Persistent,all,all,1977,59.988459931918975,7.745221748401977,5.9552651564831995,0.933534132373099,0.07660762173511984,7.660762173511984,1.9505459843459843,0.9505459843459844,False
nested_oof,retrospective,P2_Persistent,STAGE,A,1162,36.57329226303795,6.047585655700789,4.558093694191015,0.9728942221469231,0.05770900207948362,5.770900207948363,1.6569128889736486,0.6569128889736486,False
nested_oof,retrospective,P2_Persistent,STAGE,B,815,93.37303027699843,9.662972124403467,7.947305940757454,-0.11653897771830857,0.10355264755088585,10.355264755088585,2.369198324005683,1.3691983240056829,False
nested_oof,retrospective,P2_Persistent,condition,Cond1,798,46.38265244466136,6.81048107292439,5.252313935691049,-0.0489040565140999,0.07484007877811727,7.484007877811727,1.797443218504974,0.797443218504974,False
nested_oof,retrospective,P2_Persistent,condition,Cond2,815,93.37303027699843,9.662972124403467,7.947305940757454,-0.11653897771830857,0.10355264755088585,10.355264755088585,2.369198324005683,1.3691983240056829,False
nested_oof,retrospective,P2_Persistent,condition,Cond3,364,15.068156480248165,3.8817723375087527,3.036149318594789,0.006492213902199118,0.020152410855555983,2.015241085555598,1.348827166539589,0.348827166539589,False
nested_oof,retrospective,P2_Ridge,all,all,1977,167.20211380095165,12.930665636422265,5.118529361962347,0.8147438094686124,0.06414800263421856,6.414800263421856,30259981734943.23,30259981734942.234,False
nested_oof,retrospective,P2_Ridge,STAGE,A,1162,33.16840995378915,5.759202197682345,4.273769102359889,0.9754177024731294,0.05260730822220843,5.260730822220843,1.5505127125010785,0.5505127125010785,False
nested_oof,retrospective,P2_Ridge,STAGE,B,815,358.302928365863,18.928891366529182,6.3229605541808205,-3.2845261009982227,0.08060234239710909,8.060234239710908,73403661214700.58,73403661214699.58,False
nested_oof,retrospective,P2_Ridge,condition,Cond1,798,41.86888688103283,6.470617194752973,4.901603095399928,0.05317089522550389,0.06785678282481451,6.785678282481451,1.6498796413424097,0.6498796413424097,False
nested_oof,retrospective,P2_Ridge,condition,Cond2,815,358.302928365863,18.928891366529182,6.3229605541808205,-3.2845261009982227,0.08060234239710909,8.060234239710908,73403661214700.58,73403661214699.58,False
nested_oof,retrospective,P2_Ridge,condition,Cond3,364,14.094287459447264,3.7542359355063533,2.8973638099259613,0.0707035496467826,0.019175767747264323,1.9175767747264323,1.3326698300412367,0.3326698300412368,False
nested_oof,retrospective,P2_SVR,all,all,1977,33.65464948165894,5.801262748890016,4.519996536944728,0.9627114034929994,0.056281531270333945,5.628153127033395,1.5782965525505745,0.5782965525505744,False
nested_oof,retrospective,P2_SVR,STAGE,A,1162,28.93325408925219,5.378964034946896,4.065300640840862,0.9785565282920266,0.049840487801622285,4.984048780162229,1.5099637657380653,0.5099637657380652,False
nested_oof,retrospective,P2_SVR,STAGE,B,815,40.386258617826584,6.355018380604936,5.168286882064593,0.517067918035391,0.0654649576637609,6.54649576637609,1.675723176202275,0.675723176202275,False
nested_oof,retrospective,P2_SVR,condition,Cond1,798,35.25462752837379,5.937560738920806,4.567280673237967,0.2027467193791076,0.06364003346336551,6.364003346336551,1.587549936214268,0.587549936214268,False
nested_oof,retrospective,P2_SVR,condition,Cond2,815,40.386258617826584,6.355018380604936,5.168286882064593,0.517067918035391,0.0654649576637609,6.54649576637609,1.675723176202275,0.675723176202275,False
nested_oof,retrospective,P2_SVR,condition,Cond3,364,15.074858472716388,3.8826355060340636,2.964805954431827,0.006050322970931221,0.019587637697031344,1.9587637697031344,1.3398710073863895,0.3398710073863896,False
nested_oof,retrospective,no_lr,all,all,1977,36.356540429836905,6.029638499100663,4.626068299743017,0.9597177689454927,0.057982231680299694,5.79822316802997,1.6018607941631504,0.6018607941631502,False
nested_oof,retrospective,no_lr,STAGE,A,1162,32.91789460763098,5.737411838767632,4.251330776949359,0.9756033683758027,0.05295227878703184,5.295227878703184,1.553181418303017,0.553181418303017,False
nested_oof,retrospective,no_lr,STAGE,B,815,41.25924772481029,6.423336183387126,5.160356645124896,0.5066288612523007,0.06515377187904477,6.515377187904477,1.6712662355735488,0.6712662355735489,False
