condition,feature,ols_standardized_coefficient,ridge_standardized_coefficient,train_min,train_max,imputation_value,scaler_mean,scaler_scale
Cond2,p2_primary_SLURRY_FLOW_LINE_B_auc,20.647516305009955,0.5545904720060297,36.36363636364,2215.9081818301074,173.65589291680158,173.65589291680158,72.24512186824191
Cond2,p2_primary_SLURRY_FLOW_LINE_C_auc,1.3674761499692458,-0.4735217634427264,14967.384600198267,751110.4895091474,60275.18419660622,60275.18419660622,24511.548108720024
Cond2,p2_primary_SLURRY_FLOW_LINE_C_mean,-1.359622141955711,-0.6696360878390724,107.8987341772152,451.1838709677417,313.1337541416794,313.1337541416794,15.253191073611207
Cond2,p2_primary_SLURRY_FLOW_LINE_C_std,0.6840721102843851,0.2661165480830837,76.54377406442481,237.62337145748523,189.80794649181868,189.80794649181868,9.243007808568912
Cond2,p2_primary_STAGE_ROTATION_mean,0.3969047581833891,0.17088242773176052,0.0,110.88006902491634,52.157422513398394,52.157422513398394,10.60605258343888
Cond2,p2_primary_USAGE_OF_BACKING_FILM_decreasing,-193.0180664217551,-0.2279980389501402,-0.04167065348206414,-0.0,-0.0393494855792715,-0.0393494855792715,0.002303970297177254
Cond2,p2_primary_USAGE_OF_BACKING_FILM_mean,-227.76076245979385,-0.06673825483642729,21.94139194139835,10449.44134078827,5109.769402629162,5109.769402629162,2873.5725616790737
Cond2,p2_primary_USAGE_OF_BACKING_FILM_std,-1045.5812417807444,-1.4308536528760687,0.0,20.55719396595508,2.204423035823848,2.204423035823848,0.6591695563816312
Cond2,p2_primary_USAGE_OF_DRESSER_TABLE_mean,178.7787585737433,0.06988712879091304,2665.507731958763,4305.25,3521.8288156509298,3521.8288156509298,483.7463624926059
Cond2,p2_primary_USAGE_OF_DRESSER_mean,92.99742837806124,-0.19954876497063856,5.18518518519,770.3703703700002,391.6584369760823,391.6584369760823,220.1739052390567
Cond2,p2_primary_USAGE_OF_MEMBRANE_decreasing,-588.1470555899618,-0.2496060855960069,-0.0004941184208211742,-0.0,-0.00046659571961443053,-0.00046659571961443053,2.731585911804268e-05
Cond2,p2_primary_USAGE_OF_MEMBRANE_mean,-228.09976239189757,-0.06674454649238674,0.26017460800071435,123.90641906053631,60.59015465235805,60.59015465235805,34.07398182259476
Cond2,p2_primary_USAGE_OF_MEMBRANE_std,-2800.301144920516,-1.4271498989306932,0.0,0.2437578893661329,0.026139416708562548,0.026139416708562548,0.007816104120204274
Cond2,p2_primary_USAGE_OF_POLISHING_TABLE_mean,19.26136310443411,0.10507355937075338,13.482286634466845,353.8669852648656,179.2301433983194,179.2301433983194,93.72309806716963
Cond2,p2_primary_USAGE_OF_POLISHING_TABLE_std,-0.28838126001486586,-0.990667121145371,0.0,18.17152474642065,1.9597042325860323,1.9597042325860323,0.5818984946271205
Cond2,p2_primary_USAGE_OF_PRESSURIZED_SHEET_decreasing,778.2924763832619,-0.25329139844111526,-0.012501196045601097,-0.0,-0.011804861447158454,-0.011804861447158454,0.0006911197286157578
Cond2,p2_primary_USAGE_OF_PRESSURIZED_SHEET_mean,-234.88804276331027,-0.06674507226539267,6.582417582417582,3134.832402234637,1532.9309366860298,1532.9309366860298,862.0717503954448
Cond2,p2_primary_USAGE_OF_PRESSURIZED_SHEET_std,3830.501126335376,-1.426196174787365,0.0,6.16707460103996,0.6613264104910472,0.6613264104910472,0.19774888620518713
Cond2,p2_primary_WAFER_ROTATION_mean,-0.061667239583858446,0.302222234531608,0.0,25.221987315002934,12.601050322333938,12.601050322333938,2.690460947994781
Cond2,p2_primary_duration,-7.2578695151792,1.8916532900460985,40.0,5283.0,195.6171901838911,195.6171901838911,179.13116834777898
Cond2,p2_secondary_CENTER_AIR_BAG_PRESSURE_mean,0.3756541661614228,-0.1715334968251688,0.0,105.3343949044586,41.00502733078322,41.005027330783214,26.088171461604983
Cond2,p2_secondary_DRESSING_WATER_STATUS_std,0.1107370483616612,0.14288038703389108,0.0,0.4999898574978437,0.14845772511402933,0.14845772511402933,0.15644612755629173
Cond2,p2_secondary_PRESSURIZED_CHAMBER_PRESSURE_mean,-1.3614096840876737,-0.8447460794065151,0.0,128.54413102783826,51.23139609503555,51.23139609503554,32.58579674565336
Cond2,p2_secondary_PRESSURIZED_CHAMBER_PRESSURE_std,0.28094208166501744,0.2089359245921452,0.0,83.76492706621599,18.76831655105306,18.76831655105306,13.757649644284767
