fold,model,mse,train_n,validation_n
0,P2_Persistent,15.936568837453123,638,160
0,P2_KNN,11.5873407098536,638,160
0,P2_LR,8.575264279594823,638,160
0,P2_SVR,9.921859544256613,638,160
0,P2_Bagging,9.892486881607589,638,160
1,P2_Persistent,13.878655429404102,638,160
1,P2_KNN,14.177433949561404,638,160
1,P2_LR,17.27239472860624,638,160
1,P2_SVR,8.316584995022007,638,160
1,P2_Bagging,6.667158530047848,638,160
2,P2_Persistent,11.716300622109376,638,160
2,P2_KNN,9.855317741459066,638,160
2,P2_LR,5.803632030533626,638,160
2,P2_SVR,5.608599765224495,638,160
2,P2_Bagging,5.5526822411023815,638,160
3,P2_Persistent,11.878456858171873,638,160
3,P2_KNN,10.775202911142191,638,160
3,P2_LR,9.62019307769352,638,160
3,P2_SVR,6.925169413239175,638,160
3,P2_Bagging,6.47403311870894,638,160
4,P2_Persistent,14.661121528828122,638,160
4,P2_KNN,11.344341644849525,638,160
4,P2_LR,1199.2998736593177,638,160
4,P2_SVR,8.020409526515373,638,160
4,P2_Bagging,7.099145065864076,638,160
5,P2_Persistent,13.576433346984373,638,160
5,P2_KNN,8.903380652765156,638,160
5,P2_LR,6.453103500977647,638,160
5,P2_SVR,7.654734258233409,638,160
5,P2_Bagging,5.5720728186308,638,160
6,P2_Persistent,10.823332153781255,638,160
6,P2_KNN,9.376001209057495,638,160
6,P2_LR,19.740281106732834,638,160
6,P2_SVR,6.421761101937593,638,160
6,P2_Bagging,5.299381561253378,638,160
7,P2_Persistent,11.236298192859374,638,160
7,P2_KNN,9.257561315808754,638,160
7,P2_LR,6.262928526912825,638,160
7,P2_SVR,8.255253836649768,638,160
7,P2_Bagging,5.058431149453408,638,160
8,P2_Persistent,15.034411793243638,638,160
8,P2_KNN,12.983467102740002,638,160
8,P2_LR,11.801815269414487,638,160
8,P2_SVR,8.980860532200182,638,160
8,P2_Bagging,8.294068109115717,638,160
9,P2_Persistent,12.078720836966204,638,160
9,P2_KNN,10.761003532006884,638,160
9,P2_LR,10.849800973673139,638,160
9,P2_SVR,9.304604767394634,638,160
9,P2_Bagging,6.774361403826603,638,160
10,P2_Persistent,11.618804740640622,638,160
10,P2_KNN,9.577255022143591,638,160
10,P2_LR,7.317973110542854,638,160
10,P2_SVR,9.455470254555646,638,160
10,P2_Bagging,6.549408461828952,638,160
11,P2_Persistent,14.561770993007315,638,160
11,P2_KNN,8.881260445850621,638,160
11,P2_LR,6.539472511601739,638,160
11,P2_SVR,7.396635002516588,638,160
11,P2_Bagging,6.126460438470034,638,160
12,P2_Persistent,15.359648180624998,638,160
12,P2_KNN,10.308496701979681,638,160
12,P2_LR,7.926444430190624,638,160
12,P2_SVR,8.535885153218128,638,160
12,P2_Bagging,5.953926736406491,638,160
13,P2_Persistent,9.862588308515623,638,160
13,P2_KNN,9.92351935050047,638,160
13,P2_LR,6.992862714296834,638,160
13,P2_SVR,7.95573819943688,638,160
13,P2_Bagging,6.720762236145123,638,160
14,P2_Persistent,13.088521361390624,638,160
14,P2_KNN,10.234344480662807,638,160
14,P2_LR,373.395818656414,638,160
14,P2_SVR,7.7758486114439,638,160
14,P2_Bagging,6.194524898312503,638,160
15,P2_Persistent,10.848357466031247,638,160
15,P2_KNN,11.812301860692656,638,160
15,P2_LR,5.717649841955172,638,160
15,P2_SVR,9.948660162435965,638,160
15,P2_Bagging,5.742737350435121,638,160
16,P2_Persistent,12.73396618954688,638,160
16,P2_KNN,8.681758995466401,638,160
16,P2_LR,5.829337666876619,638,160
16,P2_SVR,8.287688198161884,638,160
16,P2_Bagging,4.901769236053978,638,160
17,P2_Persistent,14.941483640266387,638,160
17,P2_KNN,12.682783325434222,638,160
17,P2_LR,10.192883122894088,638,160
17,P2_SVR,7.939636548858286,638,160
17,P2_Bagging,6.188354473117662,638,160
18,P2_Persistent,9.266042707087317,638,160
18,P2_KNN,8.736039011380777,638,160
18,P2_LR,373.40964223415097,638,160
18,P2_SVR,7.755220333290849,638,160
18,P2_Bagging,5.7321777536803245,638,160
19,P2_Persistent,12.686199825093752,638,160
19,P2_KNN,11.347082072011407,638,160
19,P2_LR,7.444857242964363,638,160
19,P2_SVR,8.70379879054715,638,160
19,P2_Bagging,6.065402232691571,638,160
