fold,model,mse,train_n,validation_n
0,P2_Persistent,17.16722712126562,638,160
0,P2_KNN,11.5873407098536,638,160
0,P2_LR,8.966102896746103,638,160
0,P2_SVR,9.854567764075522,638,160
0,P2_Bagging,9.997863581197844,638,160
1,P2_Persistent,17.81120231849785,638,160
1,P2_KNN,14.177433949561404,638,160
1,P2_LR,6.998647991562956,638,160
1,P2_SVR,8.359466953194966,638,160
1,P2_Bagging,6.562805627258106,638,160
2,P2_Persistent,12.912946690499997,638,160
2,P2_KNN,9.855317741459066,638,160
2,P2_LR,8.53838389225667,638,160
2,P2_SVR,5.703826699630225,638,160
2,P2_Bagging,5.514243246184764,638,160
3,P2_Persistent,13.580167327593747,638,160
3,P2_KNN,10.775202911142191,638,160
3,P2_LR,6.752895981513527,638,160
3,P2_SVR,7.1313952952959765,638,160
3,P2_Bagging,6.745057632905658,638,160
4,P2_Persistent,17.563558423218748,638,160
4,P2_KNN,11.344341644849525,638,160
4,P2_LR,1146.7318717216835,638,160
4,P2_SVR,7.720553420553834,638,160
4,P2_Bagging,7.01961180888011,638,160
5,P2_Persistent,15.263378772760593,638,160
5,P2_KNN,8.903380652765156,638,160
5,P2_LR,6.6811132513042875,638,160
5,P2_SVR,7.627771945026401,638,160
5,P2_Bagging,5.791606761628076,638,160
6,P2_Persistent,14.49189949373438,638,160
6,P2_KNN,9.376001209057495,638,160
6,P2_LR,28.40630920575702,638,160
6,P2_SVR,6.421932460822134,638,160
6,P2_Bagging,5.467181543170178,638,160
7,P2_Persistent,13.759217678249996,638,160
7,P2_KNN,9.257561315808754,638,160
7,P2_LR,6.315607013241136,638,160
7,P2_SVR,8.641804778609224,638,160
7,P2_Bagging,4.948398787602921,638,160
8,P2_Persistent,15.679612214993636,638,160
8,P2_KNN,12.983467102740002,638,160
8,P2_LR,11.569659199760496,638,160
8,P2_SVR,9.18780909589808,638,160
8,P2_Bagging,8.42787380445516,638,160
9,P2_Persistent,14.38861777210683,638,160
9,P2_KNN,10.761003532006884,638,160
9,P2_LR,11.594070417179845,638,160
9,P2_SVR,8.629361045784986,638,160
9,P2_Bagging,6.746946312773309,638,160
10,P2_Persistent,13.12022186901562,638,160
10,P2_KNN,9.577255022143591,638,160
10,P2_LR,6.64093125253711,638,160
10,P2_SVR,9.26253916659282,638,160
10,P2_Bagging,6.608246657504533,638,160
11,P2_Persistent,17.691862157835438,638,160
11,P2_KNN,8.881260445850621,638,160
11,P2_LR,6.371170884631595,638,160
11,P2_SVR,7.273970937637645,638,160
11,P2_Bagging,6.060821784612502,638,160
12,P2_Persistent,16.770568000640623,638,160
12,P2_KNN,10.308496701979681,638,160
12,P2_LR,7.3508780666210525,638,160
12,P2_SVR,8.240428008809142,638,160
12,P2_Bagging,6.073069322514393,638,160
13,P2_Persistent,11.791046857499998,638,160
13,P2_KNN,9.92351935050047,638,160
13,P2_LR,10.394851938035746,638,160
13,P2_SVR,7.77752099262386,638,160
13,P2_Bagging,6.631848016145968,638,160
14,P2_Persistent,15.611589945812781,638,160
14,P2_KNN,10.234344480662807,638,160
14,P2_LR,571.7908002939176,638,160
14,P2_SVR,7.50051512554017,638,160
14,P2_Bagging,6.3115057274004664,638,160
15,P2_Persistent,13.44697906120312,638,160
15,P2_KNN,11.812301860692656,638,160
15,P2_LR,6.243225372561171,638,160
15,P2_SVR,9.472242883449253,638,160
15,P2_Bagging,5.57622336485359,638,160
16,P2_Persistent,14.591663425125006,638,160
16,P2_KNN,8.681758995466401,638,160
16,P2_LR,5.231448849981361,638,160
16,P2_SVR,7.669853400501488,638,160
16,P2_Bagging,5.050721061866642,638,160
17,P2_Persistent,16.31670161087576,638,160
17,P2_KNN,12.682783325434222,638,160
17,P2_LR,6.084020314694929,638,160
17,P2_SVR,8.279955219423911,638,160
17,P2_Bagging,6.242934554782371,638,160
18,P2_Persistent,10.791160206524816,638,160
18,P2_KNN,8.736039011380777,638,160
18,P2_LR,333.86647851212456,638,160
18,P2_SVR,7.606011588350114,638,160
18,P2_Bagging,5.807381953372179,638,160
19,P2_Persistent,14.162200035749999,638,160
19,P2_KNN,11.347082072011407,638,160
19,P2_LR,9.654774320052367,638,160
19,P2_SVR,8.994186389663023,638,160
19,P2_Bagging,6.0361941952921585,638,160
