fold,feature,t_abs,oob_importance,selected
0,lag_1,3.9646473604646517,1.5139965073284063,True
0,lag_2,3.331860082092629,0.5596267055226148,True
0,lag_3,1.7356906114147745,0.6227339673692263,True
0,lag_4,0.6425737761396421,0.09223814830469386,False
0,lag_5,0.9294126902135794,-0.18144441552812135,False
0,lag_6,2.2696281203055717,0.39683086632251585,True
0,lag_7,0.13747740990376783,0.17325952059969862,True
0,lag_8,0.03463760529027663,-0.09989626630569005,False
0,lag_9,0.8047373733144482,-0.0949976778221395,False
0,lag_10,1.1807961298097533,0.354922865848492,True
0,lag_11,0.5480870104685864,0.18569384996200877,True
0,neighbor_1,12.318264235985577,2.7203690246218692,True
0,neighbor_2,2.303648910383886,0.7554730508754376,True
0,neighbor_3,1.2459323625509844,0.49012381624057644,True
0,neighbor_4,0.5451508931248836,0.4807532336306723,True
0,neighbor_5,0.8898820549473564,0.32787148202225397,True
0,neighbor_6,0.916306290626337,0.13665093581041787,False
0,neighbor_7,0.2846992842483182,0.008556288189674627,False
0,neighbor_8,1.4920329794317564,-0.01823585955724727,False
0,neighbor_9,0.5285564375920961,-0.14724665994232738,False
0,neighbor_10,0.5439072051132943,0.0988873682298809,False
0,p2_primary_CENTER_AIR_BAG_PRESSURE_auc,0.28654719193158945,0.2546717833132385,True
0,p2_primary_CENTER_AIR_BAG_PRESSURE_mean,0.3479726226373846,-0.23720557355138513,False
0,p2_primary_CENTER_AIR_BAG_PRESSURE_std,1.7476304368162314,0.19687170723514036,True
0,p2_primary_DRESSING_WATER_STATUS_auc,0.05736217062143792,0.29986011252052064,True
0,p2_primary_DRESSING_WATER_STATUS_mean,0.323090898556397,0.42579041060514805,True
0,p2_primary_DRESSING_WATER_STATUS_std,0.5283576011613231,-0.21737558705150004,False
0,p2_primary_EDGE_AIR_BAG_PRESSURE_auc,0.5495928319221701,0.27747207580753896,True
0,p2_primary_EDGE_AIR_BAG_PRESSURE_mean,0.020275653985122676,-0.13858011763972455,False
0,p2_primary_EDGE_AIR_BAG_PRESSURE_std,0.09583241405955263,0.4294617367567553,True
0,p2_primary_HEAD_ROTATION_mean,0.7517595950287295,0.32205119763246676,True
0,p2_primary_MAIN_OUTER_AIR_BAG_PRESSURE_auc,0.13899415345810665,0.1691555944605883,True
0,p2_primary_MAIN_OUTER_AIR_BAG_PRESSURE_mean,0.28936095553823,0.21333432694357254,True
0,p2_primary_MAIN_OUTER_AIR_BAG_PRESSURE_std,1.5115755458956297,0.013574845576593265,True
0,p2_primary_PRESSURIZED_CHAMBER_PRESSURE_auc,1.3070388964323947,0.7171379367967052,True
0,p2_primary_PRESSURIZED_CHAMBER_PRESSURE_mean,2.2475259293537335,0.543689399603734,True
0,p2_primary_PRESSURIZED_CHAMBER_PRESSURE_std,1.7568605653341,0.17079873548264105,True
0,p2_primary_RETAINER_RING_PRESSURE_auc,0.21927531114020501,0.14192267698546734,False
0,p2_primary_RETAINER_RING_PRESSURE_mean,0.41448793522494726,0.19156470046485521,True
0,p2_primary_RETAINER_RING_PRESSURE_std,0.8013012189438582,0.0073066725508634635,False
0,p2_primary_RIPPLE_AIR_BAG_PRESSURE_auc,1.342000670652888,0.3212049503392953,True
0,p2_primary_RIPPLE_AIR_BAG_PRESSURE_mean,1.1498685886831397,0.1859508409654534,True
0,p2_primary_RIPPLE_AIR_BAG_PRESSURE_std,0.09732224782180036,0.4493954475191556,True
0,p2_primary_SLURRY_FLOW_LINE_A_auc,1.573376839300107,0.9817446111922244,True
0,p2_primary_SLURRY_FLOW_LINE_A_mean,0.32172818507664014,0.3769909693953679,True
0,p2_primary_SLURRY_FLOW_LINE_A_std,0.662993206196423,0.3381167538011231,True
0,p2_primary_SLURRY_FLOW_LINE_B_auc,0.002212618102685143,0.3057384433822699,True
0,p2_primary_SLURRY_FLOW_LINE_B_mean,0.019044975679583007,-0.25632167423855534,False
0,p2_primary_SLURRY_FLOW_LINE_B_std,0.6440502076973608,0.06658285038217901,False
0,p2_primary_SLURRY_FLOW_LINE_C_auc,0.3950406961120303,0.3768851116326292,True
0,p2_primary_SLURRY_FLOW_LINE_C_mean,0.04222106003059596,0.14781489374737564,False
0,p2_primary_SLURRY_FLOW_LINE_C_std,0.3090615631486273,-0.23827965855378896,False
0,p2_primary_STAGE_ROTATION_mean,3.2410810483917403,0.055445032458827134,True
0,p2_primary_USAGE_OF_BACKING_FILM_decreasing,23.02629211889414,0.19264564919079974,True
0,p2_primary_USAGE_OF_BACKING_FILM_mean,9045.876411253863,0.17677669529663706,True
0,p2_primary_USAGE_OF_BACKING_FILM_std,25.766803636858416,0.218086976670397,True
0,p2_primary_USAGE_OF_DRESSER_TABLE_decreasing,1.402169733280533,0.1468889719845633,False
0,p2_primary_USAGE_OF_DRESSER_TABLE_mean,11.63967574534369,0.3474568567161275,True
0,p2_primary_USAGE_OF_DRESSER_TABLE_std,1.2987197927669925,-0.1479375863002195,False
0,p2_primary_USAGE_OF_DRESSER_decreasing,0.4423880214014035,0.018146188249960248,False
0,p2_primary_USAGE_OF_DRESSER_mean,0.41286054806070954,0.40349432390041434,True
0,p2_primary_USAGE_OF_DRESSER_std,0.7215996422874027,-0.0860052502673894,False
0,p2_primary_USAGE_OF_MEMBRANE_decreasing,14.927479013768414,-0.23154749204994096,True
0,p2_primary_USAGE_OF_MEMBRANE_mean,73661.78001371988,-0.011471425785228192,True
0,p2_primary_USAGE_OF_MEMBRANE_std,29.099067799169294,0.3258574563768879,True
0,p2_primary_USAGE_OF_POLISHING_TABLE_decreasing,1.0679247501129483,0.24127408348986398,True
0,p2_primary_USAGE_OF_POLISHING_TABLE_mean,3.21579634153159,-0.024208277697620174,True
0,p2_primary_USAGE_OF_POLISHING_TABLE_std,0.9330021017950278,0.4787916103171876,True
0,p2_primary_USAGE_OF_PRESSURIZED_SHEET_decreasing,5.868378614680339,0.023355459788561014,True
0,p2_primary_USAGE_OF_PRESSURIZED_SHEET_mean,64292.242085498445,-0.18270106279016207,True
0,p2_primary_USAGE_OF_PRESSURIZED_SHEET_std,7.797879718720542,0.24854746196628488,True
0,p2_primary_WAFER_ROTATION_mean,0.12099494058161175,0.07936968625245316,False
0,p2_primary_duration,0.11728913370641554,0.3145528476996226,True
0,p2_secondary_CENTER_AIR_BAG_PRESSURE_auc,0.2776956414462727,0.17662230453971772,True
0,p2_secondary_CENTER_AIR_BAG_PRESSURE_mean,0.1490217966619418,-0.10431523872473197,False
0,p2_secondary_CENTER_AIR_BAG_PRESSURE_std,0.040219550131137684,-0.058531635136411526,False
0,p2_secondary_DRESSING_WATER_STATUS_auc,2.0664378806438535,0.03914974932350615,True
0,p2_secondary_DRESSING_WATER_STATUS_mean,2.0726518448958857,-0.019393693676997437,True
0,p2_secondary_DRESSING_WATER_STATUS_std,0.4704121508194468,0.07019530891629645,False
0,p2_secondary_EDGE_AIR_BAG_PRESSURE_auc,1.58078475643285,0.1767766952966369,True
0,p2_secondary_EDGE_AIR_BAG_PRESSURE_mean,1.9218103863638467,-0.006738562072597905,True
0,p2_secondary_EDGE_AIR_BAG_PRESSURE_std,1.230954752250833,-0.20349892398016067,False
0,p2_secondary_HEAD_ROTATION_mean,0.6168975435979969,0.13028745012045845,False
0,p2_secondary_MAIN_OUTER_AIR_BAG_PRESSURE_auc,0.9772429601065915,0.15103574381490298,True
0,p2_secondary_MAIN_OUTER_AIR_BAG_PRESSURE_mean,1.015479685868181,0.11173774940073537,False
0,p2_secondary_MAIN_OUTER_AIR_BAG_PRESSURE_std,0.4186306656770962,0.1178419540102398,False
0,p2_secondary_PRESSURIZED_CHAMBER_PRESSURE_auc,0.08027067172716652,0.024672095734464244,False
0,p2_secondary_PRESSURIZED_CHAMBER_PRESSURE_mean,0.678866137570009,0.22237787791682012,True
0,p2_secondary_PRESSURIZED_CHAMBER_PRESSURE_std,2.227706922510338,-0.20353977897651007,True
