split,model,repeat,stage,n_v2,mse_v2,rmse_v2,mae_v2,r2_v2,relative_error_v2,mape_percent_v2,s_score_literal_mean_v2,s_score_minus_one_mean_v2,s_score_overflow,n_v1,mse_v1,rmse_v1,mae_v1,r2_v1,relative_error_v1,mape_percent_v1,s_score_literal_mean_v1,s_score_minus_one_mean_v1,mse_reduction_percent
validation,P1_ELM_Stack,0,B,172,22.894715432291616,4.784842257827484,3.614627247911742,0.7460817504979189,0.04805392278569498,4.805392278569498,1.4562666603491687,0.4562666603491686,False,172,33.644980774469374,5.8004293612170965,4.085782483542037,0.6268538629340226,0.054088490064995276,5.408849006499528,1.581676931882284,0.581676931882284,31.952062669434845
validation,P1_ERT,0,all,424,78.70688877660054,8.871690299858338,5.257267239976417,0.9043334190777075,0.06599448090018986,6.599448090018986,7.619291632530225,6.619291632530225,False,424,78.70688877660052,8.871690299858338,5.257267239976416,0.9043334190777075,0.06599448090018985,6.599448090018985,7.619291632530229,6.619291632530229,-2.220446049250313e-14
validation,P1_ERT,0,A,252,114.63631638896399,10.706835031369634,6.113255788690481,0.9080864490773267,0.07459533492395996,7.459533492395996,11.78863720214636,10.78863720214636,False,252,114.63631638896398,10.706835031369634,6.113255788690481,0.9080864490773267,0.07459533492395996,7.459533492395996,11.788637202146367,10.788637202146367,-2.220446049250313e-14
validation,P1_ERT,0,B,172,26.066099484068022,5.1054969869806035,4.003144482558136,0.7109089050739441,0.053393229656061546,5.339322965606154,1.5107155654182107,0.5107155654182108,False,172,26.066099484068015,5.105496986980603,4.003144482558136,0.7109089050739441,0.053393229656061546,5.339322965606154,1.510715565418211,0.5107155654182108,-2.220446049250313e-14
validation,P1_GBT,0,all,424,73.43758236822889,8.56957305635636,4.855175042544224,0.9107381510618627,0.06105432294359299,6.105432294359299,9.120804291218734,8.120804291218734,False,424,73.43758236822889,8.56957305635636,4.855175042544224,0.9107381510618627,0.06105432294359299,6.105432294359299,9.120804291218732,8.120804291218732,0.0
validation,P1_GBT,0,A,252,103.48032907938227,10.172528155742912,5.29284816931199,0.9170311399045579,0.06449707341890683,6.449707341890683,14.286182235395485,13.286182235395485,False,252,103.48032907938227,10.172528155742912,5.29284816931199,0.9170311399045579,0.06449707341890683,6.449707341890683,14.286182235395485,13.286182235395485,0.0
validation,P1_GBT,0,B,172,29.421465093748328,5.424155703309809,4.213933019605403,0.6736955767594184,0.056010293177435506,5.601029317743551,1.5529249776574463,0.5529249776574461,False,172,29.421465093748328,5.424155703309809,4.213933019605403,0.6736955767594184,0.056010293177435506,5.601029317743551,1.5529249776574463,0.5529249776574461,0.0
validation,P1_RF,0,all,424,81.67530114219888,9.037438859665878,5.02903222392629,0.9007253757895237,0.06320596548646656,6.320596548646656,5.938606031250927,4.938606031250927,False,424,81.67530114219888,9.037438859665878,5.029032223926289,0.9007253757895236,0.06320596548646656,6.320596548646656,5.938606031250927,4.938606031250927,0.0
validation,P1_RF,0,A,252,119.98557860777159,10.953792886839315,5.868028698235877,0.9037974968426888,0.07173281177498908,7.173281177498908,8.970725855548316,7.970725855548317,False,252,119.9855786077716,10.953792886839317,5.868028698235876,0.9037974968426888,0.07173281177498907,7.1732811774989065,8.97072585554832,7.970725855548319,1.1102230246251565e-14
validation,P1_RF,0,B,172,25.546289971708596,5.0543337811929865,3.799804831333175,0.7166739525515238,0.0507131441800266,5.07131441800266,1.4961979165826564,0.4961979165826566,False,172,25.546289971708607,5.054333781192988,3.799804831333175,0.7166739525515236,0.05071314418002661,5.071314418002661,1.4961979165826564,0.4961979165826566,4.440892098500626e-14
validation,P2_Bagging,0,all,424,7.095424416851535,2.6637237876423177,2.0061140014619325,0.9913756596823512,0.02478080456602627,2.478080456602627,1.2157407816644445,0.21574078166444466,False,424,8.002078544215422,2.8287945390599547,2.0685990321699395,0.9902736405097959,0.02548216373958377,2.548216373958377,1.22742433957248,0.22742433957247998,11.330232793319595
