fold,model,mse,train_n,validation_n
0,P2_Persistent,221614.4429414705,294,74
0,P2_KNN,147331.4238837414,294,74
0,P2_LR,326165.9140606207,294,74
0,P2_SVR,221726.02056435597,294,74
0,P2_Bagging,197078.90698839,294,74
1,P2_Persistent,652529.1335959669,294,74
1,P2_KNN,67594.63373997332,294,74
1,P2_LR,32663378.815150894,294,74
1,P2_SVR,11.674451003667016,294,74
1,P2_Bagging,18758.492866501572,294,74
2,P2_Persistent,219437.10792807263,294,74
2,P2_KNN,184749.73045105525,294,74
2,P2_LR,35638487.18210753,294,74
2,P2_SVR,219622.60803167924,294,74
2,P2_Bagging,148418.29640642647,294,74
3,P2_Persistent,235286.1214435319,294,74
3,P2_KNN,274647.28906825284,294,74
3,P2_LR,537417.8416248112,294,74
3,P2_SVR,235722.37912751874,294,74
3,P2_Bagging,250261.68436472607,294,74
4,P2_Persistent,433398.55594014516,294,74
4,P2_KNN,352117.7701650542,294,74
4,P2_LR,479976.9290391817,294,74
4,P2_SVR,433128.02228638215,294,74
4,P2_Bagging,401899.95931382675,294,74
5,P2_Persistent,235285.7978267496,294,74
5,P2_KNN,263696.1838682962,294,74
5,P2_LR,1283070.934172742,294,74
5,P2_SVR,235414.61426725693,294,74
5,P2_Bagging,259403.9487145592,294,74
6,P2_Persistent,12.667557417263518,294,74
6,P2_KNN,32901.0728380773,294,74
6,P2_LR,18917370.014925987,294,74
6,P2_SVR,8.840681794157158,294,74
6,P2_Bagging,26304.987122808056,294,74
7,P2_Persistent,221923.46656297924,294,74
7,P2_KNN,66349.29938924106,294,74
7,P2_LR,292353.72985103907,294,74
7,P2_SVR,8.035926749269546,294,74
7,P2_Bagging,38225.95921557263,294,74
8,P2_Persistent,96.87471722419818,294,74
8,P2_KNN,13286.308581184385,294,74
8,P2_LR,203324.42183097336,294,74
8,P2_SVR,15.549989148491148,294,74
8,P2_Bagging,715.825999914105,294,74
9,P2_Persistent,219287.00971298572,294,74
9,P2_KNN,46054.24560752427,294,74
9,P2_LR,433276.0346954011,294,74
9,P2_SVR,12.173945213688905,294,74
9,P2_Bagging,58369.14511552165,294,74
10,P2_Persistent,9.672315411891882,294,74
10,P2_KNN,58636.38777275815,294,74
10,P2_LR,361694.2408393473,294,74
10,P2_SVR,10.190564363970887,294,74
10,P2_Bagging,21156.838067052162,294,74
11,P2_Persistent,235325.1929918674,294,74
11,P2_KNN,388615.15132105653,294,74
11,P2_LR,1471756.1456517514,294,74
11,P2_SVR,449368.94336457324,294,74
11,P2_Bagging,362195.2351935549,294,74
12,P2_Persistent,219244.49498288066,294,74
12,P2_KNN,63239.51475835726,294,74
12,P2_LR,343522.1540010986,294,74
12,P2_SVR,9.809119716538513,294,74
12,P2_Bagging,64301.373523705566,294,74
13,P2_Persistent,219200.4805933885,294,74
13,P2_KNN,67906.7545767888,294,74
13,P2_LR,124842.0433846413,294,74
13,P2_SVR,10.191124420170516,294,74
13,P2_Bagging,45821.45892165342,294,74
14,P2_Persistent,11.627988808682414,294,74
14,P2_KNN,15650.593308224674,294,74
14,P2_LR,124308.1655910887,294,74
14,P2_SVR,10.097163122349249,294,74
14,P2_Bagging,12859.715527012513,294,74
15,P2_Persistent,219439.3084387686,294,74
15,P2_KNN,156243.4452776797,294,74
15,P2_LR,24017815.267314542,294,74
15,P2_SVR,219635.4906497519,294,74
15,P2_Bagging,145705.03047821793,294,74
16,P2_Persistent,219200.22829920406,294,74
16,P2_KNN,63519.19740558881,294,74
16,P2_LR,214196.88334339776,294,74
16,P2_SVR,12.927384091779984,294,74
16,P2_Bagging,71945.36373009169,294,74
17,P2_Persistent,47.06359050496655,294,74
17,P2_KNN,157893.4362946051,294,74
17,P2_LR,421615.795891956,294,74
17,P2_SVR,213791.81755689465,294,74
17,P2_Bagging,156698.78864178288,294,74
18,P2_Persistent,221841.26806889006,294,74
18,P2_KNN,83587.33686472157,294,74
18,P2_LR,1116349.1620680068,294,74
18,P2_SVR,9.466636210212208,294,74
18,P2_Bagging,42198.519033133045,294,74
19,P2_Persistent,441037.7874961421,294,74
19,P2_KNN,362808.26835179405,294,74
19,P2_LR,432172.70330368174,294,74
19,P2_SVR,441036.2237090679,294,74
19,P2_Bagging,342194.2951459908,294,74
