split,model,repeat,stage,n,mse,rmse,mae,r2,relative_error,mape_percent,s_score_literal_mean,s_score_minus_one_mean,s_score_overflow
validation,P1_ELM_Stack,0,B,172,22.894715432291616,4.784842257827484,3.614627247911742,0.7460817504979189,0.04805392278569498,4.805392278569498,1.4562666603491687,0.4562666603491686,False
validation,P1_ELM_Stack,1,all,424,62.75956372947419,7.922093393130012,4.76833439845079,0.9237170598978308,0.05964458044178482,5.964458044178482,7.137082797177833,6.137082797177833,False
validation,P1_ELM_Stack,1,A,252,88.92620475821752,9.430069180987886,5.551225150736566,0.9287004022209548,0.06764990681317663,6.764990681317664,11.00792494751493,10.00792494751493,False
validation,P1_ELM_Stack,1,B,172,24.422391989687476,4.941901657225433,3.621308412543725,0.7291387595091684,0.04791584645579219,4.791584645579219,1.4658489490095257,0.46584894900952584,False
validation,P1_ELM_Stack,2,all,424,72.66142527494345,8.52416713086642,4.928738859270734,0.9116815538125922,0.06300420958571962,6.300420958571962,9.075793959232941,8.075793959232941,False
validation,P1_ELM_Stack,2,A,252,104.68335310367063,10.231488313225531,5.688902232579761,0.916066574630649,0.07141829134093299,7.141829134093299,14.254966003276904,13.254966003276904,False
validation,P1_ELM_Stack,2,B,172,25.745577525878094,5.074010004511037,3.8150111262830864,0.7144637155624718,0.0506766014327326,5.06766014327326,1.4877046854010902,0.4877046854010905,False
validation,P1_ELM_Stack,3,all,424,69.28357333057889,8.323675470041998,4.825935113337857,0.9157872623649438,0.05985468424182526,5.985468424182526,7.128785019101903,6.128785019101904,False
validation,P1_ELM_Stack,3,A,252,100.47314352207835,10.02362925900985,5.635536526146192,0.9194422528185262,0.06787397549678063,6.787397549678063,10.998468862255383,9.99846886225538,False
validation,P1_ELM_Stack,3,B,172,23.58722630582388,4.856668230981388,3.639774903874483,0.7384013253234502,0.04810549007758831,4.810549007758831,1.4592482256444839,0.4592482256444836,False
validation,P1_ELM_Stack,4,all,424,67.82147489580295,8.235379462769336,4.8260789703104425,0.9175644125026384,0.060619291108603854,6.061929110860385,6.211591353388465,5.211591353388465,False
validation,P1_ELM_Stack,4,A,252,97.65809606502583,9.882211091907815,5.60317418961311,0.9216993125003431,0.06846854596086983,6.846854596086984,9.445533194975479,8.445533194975477,False
validation,P1_ELM_Stack,4,B,172,24.107355508336898,4.909924185599702,3.6875441141228147,0.732632732260671,0.049119220045981564,4.911922004598156,1.4734905157144693,0.4734905157144693,False
validation,P1_ELM_Stack,5,all,424,63.15153828422575,7.946794214287026,4.7666201915317945,0.9232406230059081,0.060766120618700604,6.07661206187006,6.923905295871489,5.923905295871489,False
validation,P1_ELM_Stack,5,A,252,90.03322255416975,9.488583801293519,5.559754598619312,0.9278128131936232,0.06976361825064445,6.976361825064445,10.655396128119834,9.655396128119834,False
validation,P1_ELM_Stack,5,B,172,23.766745051517084,4.875114875725195,3.6045860602175233,0.7364103381109629,0.04758374036724799,4.758374036724799,1.4568373323448416,0.45683733234484153,False
validation,P1_ELM_Stack,6,all,424,60.63647063209817,7.786942315960621,4.734601078183142,0.9262976352548644,0.059833040521884026,5.9833040521884024,6.440193859176666,5.440193859176667,False
validation,P1_ELM_Stack,6,A,252,86.06055653255972,9.276882910361632,5.449173022467828,0.9309980327835226,0.06728062993964368,6.728062993964368,9.837842945021,8.837842945021,False
validation,P1_ELM_Stack,6,B,172,23.387228498863802,4.83603437734512,3.6876700900451143,0.7406194395078235,0.04892145602609664,4.892145602609664,1.4622428729396186,0.4622428729396186,False
validation,P1_ELM_Stack,7,all,424,72.90646155198608,8.538528067060861,4.990451132524278,0.911383717331047,0.06267411212161737,6.267411212161737,9.200496116661986,8.200496116661986,False
validation,P1_ELM_Stack,7,A,252,106.34920965037631,10.31257531610685,5.859222166260105,0.9147309176995944,0.07174856163571951,7.174856163571951,14.476491391102122,13.476491391102122,False
validation,P1_ELM_Stack,7,B,172,23.908946896205038,4.889677586120074,3.717600548213648,0.7348332211738289,0.049378988414909605,4.93789884149096,1.4705495517845781,0.470549551784578,False
validation,P1_ELM_Stack,8,all,424,67.64172925817745,8.224459207642619,4.815027320809817,0.9177828895743994,0.05997446316110563,5.997446316110563,6.2252835988383355,5.2252835988383355,False
validation,P1_ELM_Stack,8,A,252,98.47652393921167,9.923533843304595,5.696543882027226,0.9210431102211694,0.06914481136395062,6.914481136395062,9.494169748720152,8.494169748720154,False
validation,P1_ELM_Stack,8,B,172,22.465169609220336,4.739743622731122,3.52350305670059,0.750845711150662,0.04653883672437924,4.653883672437924,1.4359852862207918,0.4359852862207916,False
validation,P1_ELM_Stack,9,all,424,67.26176787026276,8.20132720175599,4.92461456821233,0.9182447247127119,0.06177365672813495,6.177365672813496,5.251124394479155,4.251124394479154,False
validation,P1_ELM_Stack,9,A,252,95.1507267789987,9.75452340091502,5.665948459587564,0.9237096807833856,0.069145605486849,6.9145605486849,7.807535150197841,6.8075351501978405,False
validation,P1_ELM_Stack,9,B,172,26.40120016676586,5.138209821208731,3.8384742157323357,0.7071924064343682,0.05097289459327483,5.097289459327483,1.5056853802866619,0.5056853802866618,False
validation,P1_ELM_Stack,10,all,424,78.75176757116797,8.874219265443466,4.964237756258248,0.9042788698394018,0.0635401186837266,6.35401186837266,10.33503437246424,9.33503437246424,False
validation,P1_ELM_Stack,10,A,252,116.44095908362786,10.790781208217867,5.869297087676085,0.9066395156496125,0.07409966129675494,7.409966129675494,16.39082867771954,15.39082867771954,False
validation,P1_ELM_Stack,10,B,172,23.532719541284873,4.851053446550025,3.638220596273975,0.7390058430899495,0.04806916090184785,4.806916090184785,1.462591553136704,0.4625915531367038,False
validation,P1_ELM_Stack,11,all,424,77.70975137098947,8.815313458464734,5.052971093941334,0.9055454187868472,0.06368303133774218,6.368303133774218,10.665639076040346,9.665639076040346,False
validation,P1_ELM_Stack,11,A,252,114.50180371102995,10.700551561065904,6.034674146103928,0.9081942991745952,0.07448081666304021,7.448081666304021,16.949382725352372,15.949382725352372,False
validation,P1_ELM_Stack,11,B,172,23.80511654720922,4.87904873384241,3.614661971005443,0.7359847716501899,0.04786302027974741,4.786302027974741,1.4592239619320293,0.45922396193202925,False
validation,P1_ELM_Stack,12,all,424,65.9346585646004,8.120015921449932,4.820981565855879,0.9198577983808025,0.05958889962233338,5.958889962233338,5.8247258573334415,4.8247258573334415,False
validation,P1_ELM_Stack,12,A,252,95.02557021184175,9.748105980745272,5.61237315084819,0.9238100293018224,0.06717390472543627,6.717390472543627,8.804094838028208,7.80409483802821,False
validation,P1_ELM_Stack,12,B,172,23.313090337246795,4.82836311157796,3.66150087156482,0.7414416830633185,0.04847598516895009,4.847598516895009,1.4596038623620382,0.45960386236203815,False
validation,P1_ELM_Stack,13,all,424,64.23759627315685,8.014836010372068,4.912995588423449,0.9219205421832589,0.06171016062732977,6.171016062732977,6.454949339698894,5.454949339698892,False
validation,P1_ELM_Stack,13,A,252,92.43905227727556,9.614522987505701,5.772067752860026,0.9258838576956493,0.07083798648055549,7.083798648055549,9.87087230493867,8.87087230493867,False
validation,P1_ELM_Stack,13,B,172,22.91918398805269,4.787398457205405,3.65435497541172,0.7458103772692334,0.04833683437725489,4.8336834377254885,1.4502249952778223,0.4502249952778226,False
validation,P1_ELM_Stack,14,all,424,67.35227615189807,8.206843251329836,4.817109345317947,0.9181347137850309,0.06055064365113479,6.05506436511348,7.571873919442713,6.571873919442713,False
validation,P1_ELM_Stack,14,A,252,96.47086170652233,9.82195814013287,5.61324474306513,0.9226512178747028,0.06878337916601945,6.878337916601946,11.732264059179512,10.732264059179512,False
validation,P1_ELM_Stack,14,B,172,24.690162432332304,4.968919644382701,3.650678413734864,0.726168999860229,0.04848872882700145,4.848872882700145,1.4764185984329945,0.4764185984329947,False
validation,P1_ELM_Stack,15,all,424,62.63271812114498,7.914083530083883,4.782728411201567,0.9238712380878531,0.05964230004745572,5.9642300047455725,5.962427124770366,4.962427124770366,False
validation,P1_ELM_Stack,15,A,252,90.09553053473358,9.491866546403482,5.566249972089205,0.9277628556590055,0.06758642714031288,6.7586427140312875,9.043614905857513,8.043614905857513,False
validation,P1_ELM_Stack,15,B,172,22.396504584957032,4.7324945414608806,3.6347782173429364,0.7516072538225733,0.0480032301207115,4.80032301207115,1.448128747828737,0.44812874782873724,False
validation,P1_ELM_Stack,16,all,424,69.13866205474393,8.314966148743116,4.8099440874348,0.915963398996841,0.060387563591461475,6.038756359146148,7.021209099028719,6.021209099028718,False
validation,P1_ELM_Stack,16,A,252,100.10063265441006,10.00503036749065,5.57451493329583,0.9197409260285804,0.06810299654352772,6.8102996543527725,10.812881171231663,9.812881171231663,False
validation,P1_ELM_Stack,16,B,172,23.775774897093566,4.8760409039602575,3.6897588946616606,0.7363101908700489,0.0490835571733179,4.90835571733179,1.4659686211499874,0.4659686211499876,False
validation,P1_ELM_Stack,17,all,424,70.4684816259276,8.39455071018858,4.923142916096082,0.9143470310575645,0.06179363805781611,6.179363805781611,7.006486234181643,6.006486234181643,False
validation,P1_ELM_Stack,17,A,252,102.56035753773719,10.127208773286803,5.796900763993978,0.9177687582597526,0.07109941938178982,7.109941938178982,10.792435277455708,9.792435277455708,False
validation,P1_ELM_Stack,17,B,172,23.45015180164842,4.842535678923638,3.6429860691759064,0.7399215765034455,0.04815958635059883,4.815958635059883,1.4596306591522052,0.45963065915220525,False
validation,P1_ELM_Stack,18,all,424,67.45290299395312,8.212971629925013,4.767900509414398,0.9180124039583047,0.06009730659401414,6.009730659401414,8.133092008249779,7.133092008249779,False
validation,P1_ELM_Stack,18,A,252,96.2201002721334,9.809184485579491,5.492371015932308,0.9228522743513515,0.06745946572053221,6.745946572053222,12.667157928457504,11.667157928457504,False
