track,split,model,repeat,n,mse,rmse,mae,r2,relative_error,mape_percent,s_score_literal_mean,s_score_minus_one_mean
grouped,validation,P1_ERT,8,297,76.87426968626384,8.767797310970632,5.506965017676776,0.9300168490341605,0.06089997969932284,6.089997969932284,2.2099922785712294,1.2099922785712294
grouped,validation,P1_ERT,9,297,85.33229363386698,9.237548031478212,5.678864184343441,0.9223170143662863,0.06278150524872594,6.278150524872594,2.3767114399353644,1.3767114399353644
grouped,validation,P1_ERT,10,297,75.0669895651613,8.66412081893837,5.51895805303031,0.9316621219982987,0.061041527588648566,6.104152758864856,2.1369332986279788,1.1369332986279785
grouped,validation,P1_ERT,11,297,80.10609561470505,8.950200870075768,5.559296308080819,0.9270747285721584,0.06117490503577223,6.117490503577223,2.2830285372178762,1.283028537217876
grouped,validation,P1_ERT,12,297,78.63110573167151,8.867418211163354,5.6551927373737465,0.9284174982671253,0.06300062227105373,6.300062227105372,2.1993839023024537,1.1993839023024535
grouped,validation,P1_ERT,13,297,80.46760343017611,8.970373650532965,5.642789628787889,0.9267456268307215,0.06229850443839372,6.229850443839372,2.2949760615184926,1.2949760615184929
grouped,validation,P1_ERT,14,297,80.49777820920234,8.972055406048401,5.611723126262635,0.9267181569617449,0.06221519999677844,6.221519999677844,2.2816860328151534,1.2816860328151534
grouped,validation,P1_ERT,15,297,73.1001145895353,8.549860501173999,5.460366666666674,0.9334526835075257,0.060709967938925656,6.070996793892566,2.097649321106899,1.0976493211068985
grouped,validation,P1_ERT,16,297,81.52943452124184,9.029365122822414,5.56049897222223,0.9257789797867945,0.061203608357055184,6.120360835705519,2.2971950807277968,1.2971950807277968
grouped,validation,P1_ERT,17,297,76.79288835401832,8.76315515975943,5.602573042929301,0.9300909352281963,0.06221347644129085,6.221347644129085,2.171360539623574,1.1713605396235736
grouped,validation,P1_ERT,18,297,82.40158967369196,9.077532135646338,5.674568156565664,0.9249850058609459,0.06263853143770484,6.2638531437704845,2.2905183951793493,1.2905183951793493
grouped,validation,P1_ERT,19,297,81.47745079336268,9.026486071188648,5.567610260101018,0.9258263036194733,0.061568207350890046,6.1568207350890045,2.310213734354714,1.310213734354714
grouped,validation,P1_GBT,0,297,106.14928845884279,10.30287767853442,5.357706235256882,0.9033660845241301,0.05934798678307549,5.9347986783075495,6.112285862511495,5.112285862511495
grouped,validation,P1_GBT,1,297,107.01486251057307,10.344798814407802,5.367543774994975,0.9025781017597856,0.059301032168257856,5.930103216825786,6.085969999578802,5.085969999578802
grouped,validation,P1_GBT,2,297,105.48639970269434,10.270657218634762,5.334421033937635,0.903969550990666,0.05909179736231471,5.90917973623147,6.027086842908692,5.027086842908693
grouped,validation,P1_GBT,3,297,105.92547915441584,10.292010452502263,5.35265254879704,0.9035698312446283,0.059186282911104685,5.918628291110468,6.004671877085544,5.004671877085544
grouped,validation,P1_GBT,4,297,104.95517231536408,10.2447631654111,5.311905507922245,0.9044531584004852,0.058911697763648435,5.891169776364843,6.067566290252498,5.067566290252498
grouped,validation,P1_GBT,5,297,107.18462949573008,10.35300098984493,5.372245038883798,0.9024235529283008,0.059288354438998256,5.928835443899826,6.0183999648665525,5.0183999648665525
grouped,validation,P1_GBT,6,297,107.96488234172882,10.390615108920588,5.380909095573812,0.9017132430556228,0.059300277284363205,5.93002772843632,6.05510606879796,5.05510606879796
grouped,validation,P1_GBT,7,297,105.24514514678324,10.258905650544957,5.331982840983162,0.9041891791455275,0.05908258520390318,5.9082585203903175,6.0249410043378555,5.0249410043378555
grouped,validation,P1_GBT,8,297,106.7898601252581,10.333917946512742,5.371572075326718,0.9027829346117064,0.059391122247557854,5.939112224755785,6.084744951717608,5.084744951717609
grouped,validation,P1_GBT,9,297,105.55611911106332,10.274050764477627,5.33729636654189,0.9039060813290868,0.059142953837300144,5.914295383730014,6.0273628922297835,5.0273628922297835
grouped,validation,P1_GBT,10,297,105.50312445398617,10.271471387001288,5.340402070455283,0.9039543254698343,0.059096300767842176,5.909630076784218,6.000356258578282,5.000356258578282
grouped,validation,P1_GBT,11,297,106.60050544277615,10.324752076576761,5.342667700275134,0.9029553152715072,0.05900605618173395,5.900605618173395,6.080094618583282,5.080094618583282
grouped,validation,P1_GBT,12,297,105.47725860748781,10.270212198756548,5.335879510467023,0.903977872665115,0.05908689966270596,5.908689966270596,6.071542289062993,5.071542289062993
grouped,validation,P1_GBT,13,297,106.05795778197975,10.29844443505813,5.367613633716244,0.9034492281894008,0.05953004872105124,5.953004872105124,6.077974956265901,5.077974956265901
grouped,validation,P1_GBT,14,297,105.42051551289288,10.26744931873992,5.332620935594885,0.9040295292281173,0.058997266951057406,5.89972669510574,5.999532927352373,4.999532927352373
grouped,validation,P1_GBT,15,297,107.06533955906659,10.347238257577072,5.385291773819493,0.9025321495456123,0.05954178570017452,5.9541785700174525,6.018628684813975,5.018628684813975
grouped,validation,P1_GBT,16,297,106.72074738718493,10.330573429736848,5.369061188156971,0.9028458519857768,0.059383784963386484,5.938378496338649,6.059112956304757,5.059112956304757
grouped,validation,P1_GBT,17,297,106.19174219092854,10.304937757741603,5.352961016428706,0.9033274364048862,0.05914339248687941,5.9143392486879405,6.032216663956381,5.032216663956381
grouped,validation,P1_GBT,18,297,106.86073684262507,10.337346702255132,5.353754472728733,0.9027184113839516,0.0591402628281727,5.914026282817271,5.928347857429889,4.928347857429889
grouped,validation,P1_GBT,19,297,107.6815887325545,10.376973968000232,5.367588450185035,0.9019711418233044,0.059213415813557005,5.9213415813557,6.101816440173057,5.101816440173057
grouped,validation,P1_RF,0,297,87.37312407714103,9.34735920338686,5.622206213228297,0.9204591268625714,0.06146477719154542,6.146477719154541,2.635838820325733,1.635838820325733
grouped,validation,P1_RF,1,297,80.6089999293629,8.978251496219233,5.468220278655616,0.9266169053145495,0.06022565406952053,6.022565406952054,2.480744619726336,1.480744619726336
grouped,validation,P1_RF,2,297,85.92698242995297,9.2696808159695,5.594184873087884,0.9217756343185275,0.06147041731677951,6.147041731677951,2.647528336525674,1.6475283365256739
grouped,validation,P1_RF,3,297,80.04389937948912,8.946725623348975,5.462204141393533,0.9271313494485114,0.060076300384655085,6.007630038465509,2.541562310451681,1.5415623104516811
grouped,validation,P1_RF,4,297,76.53846288421333,8.748626342701655,5.336109267032815,0.9303225536375234,0.058877727771775315,5.887772777177531,2.4719133531008413,1.4719133531008415
grouped,validation,P1_RF,5,297,74.74413406173777,8.645468990271018,5.378723617895211,0.9319560362758386,0.05954280604559195,5.954280604559195,2.3311141811763654,1.3311141811763656
grouped,validation,P1_RF,6,297,86.65033924424542,9.308616397953319,5.579462082965866,0.9211171202364634,0.06122133207936016,6.122133207936016,2.6736626612621293,1.673662661262129
grouped,validation,P1_RF,7,297,78.07216096578016,8.83584523210882,5.47666634415764,0.928926338430324,0.06036858707302588,6.036858707302588,2.348566202286428,1.348566202286428
grouped,validation,P1_RF,8,297,77.36561365441104,8.795772487644905,5.457907016242189,0.9295695498371817,0.06040257897313775,6.040257897313775,2.402213066443355,1.4022130664433552
grouped,validation,P1_RF,9,297,79.10126726013013,8.893889321333504,5.406633009593942,0.9279894826858556,0.05968850330362164,5.968850330362164,2.607854577499374,1.6078545774993742
grouped,validation,P1_RF,10,297,81.64417071564829,9.035716391944154,5.436383625144047,0.9256745287078163,0.059705863063146535,5.970586306314654,2.5121177131691526,1.5121177131691523
grouped,validation,P1_RF,11,297,82.72201645889032,9.095164454746836,5.534876553983998,0.92469330258788,0.06087251133444638,6.087251133444638,2.5445632005611016,1.5445632005611016
grouped,validation,P1_RF,12,297,78.39223576150155,8.853938996938117,5.475486486277319,0.9286349555938984,0.060488260702611686,6.0488260702611685,2.4313924467261843,1.431392446726185
grouped,validation,P1_RF,13,297,76.90889171989494,8.769771474781708,5.455966212030113,0.9299853305687983,0.06046716782634357,6.046716782634357,2.3463251659270226,1.3463251659270226
grouped,validation,P1_RF,14,297,83.33696746622259,9.12890833923874,5.55412475981953,0.9241334766622696,0.06086290593359032,6.086290593359032,2.4989571831158934,1.4989571831158932
grouped,validation,P1_RF,15,297,80.98250266280145,8.999027873209497,5.436254731150331,0.9262768838966283,0.0597520648748897,5.97520648748897,2.5291454467391725,1.529145446739172
grouped,validation,P1_RF,16,297,80.0489134837301,8.947005839035208,5.444137284973191,0.9271267848156961,0.060239856035201204,6.023985603520121,2.5669795327100906,1.5669795327100904
grouped,validation,P1_RF,17,297,74.82058566146887,8.649889343885786,5.419279699011934,0.9318864379060927,0.06036642525959502,6.036642525959502,2.2785082174236537,1.2785082174236535
grouped,validation,P1_RF,18,297,81.15855891969889,9.008804522227068,5.466180386282883,0.9261166095726546,0.060278792445328834,6.027879244532883,2.529614708112464,1.5296147081124636
grouped,validation,P1_RF,19,297,90.21826776474295,9.498329735524186,5.56678872276166,0.9178690258961288,0.06081919431672032,6.0819194316720315,3.0041738759880796,2.0041738759880796
official,test,P1_CART_Stack,0,424,67.33497542412367,8.205789140851943,4.91236986986186,0.9229448343694772,0.06236664669101201,6.236664669101201,22.927368938107342,21.927368938107342
official,test,P1_CART_Stack,1,424,59.506220143193744,7.714027491731783,4.649135305199909,0.9319037154124004,0.05866764326366416,5.8667643263664155,14.727661545681125,13.727661545681125
official,test,P1_CART_Stack,2,424,66.98052222046985,8.184162890636394,4.85698590338612,0.9233504549276459,0.06151703142426676,6.151703142426676,28.9111231918441,27.911123191844105
official,test,P1_CART_Stack,3,424,58.21553117694595,7.629910299403654,4.725741654172282,0.9333807227395031,0.05981689698739217,5.981689698739217,11.38596093395812,10.38596093395812
official,test,P1_CART_Stack,4,424,61.2256736135748,7.824683611084527,4.626329910433514,0.929936048963877,0.058482388561457585,5.848238856145758,23.877859348126858,22.877859348126858
official,test,P1_CART_Stack,5,424,65.02218993541274,8.06363379224359,4.696861202689803,0.9255914837189123,0.05930868708955868,5.930868708955868,29.307608517359395,28.307608517359395
official,test,P1_CART_Stack,6,424,62.260689889807495,7.8905443341893395,4.957709455581761,0.9287516221471588,0.06278393744077165,6.2783937440771656,11.198049993839795,10.198049993839795
official,test,P1_CART_Stack,7,424,64.95337346916496,8.05936557485544,4.696589009574349,0.9256702342370706,0.05966606727182292,5.966606727182292,32.27063750787987,31.27063750787987
official,test,P1_CART_Stack,8,424,59.08281762023688,7.686534825279652,4.708547101583558,0.932388238519884,0.05971082302698901,5.9710823026989015,11.261884921255731,10.261884921255731
official,test,P1_CART_Stack,9,424,66.47628773673736,8.15329919337794,4.8301460186433065,0.9239274785534198,0.06172494215873149,6.172494215873149,31.566600763345104,30.566600763345104
official,test,P1_CART_Stack,10,424,68.11013490406026,8.252886458934247,4.9413852503088505,0.9220577761691828,0.06295905424505895,6.295905424505895,23.683210544626732,22.683210544626732
official,test,P1_CART_Stack,11,424,55.65192061308304,7.460021488781587,4.6113750986916,0.9363144052034288,0.058641157309296345,5.864115730929634,9.825286888441136,8.825286888441136
official,test,P1_CART_Stack,12,424,57.48870487135553,7.582130628745164,4.834536566571205,0.9342124705943011,0.062203981696997486,6.220398169699749,8.150860934601942,7.150860934601942
official,test,P1_CART_Stack,13,424,57.85398152327766,7.606180481902705,4.609321549444071,0.9337944641609797,0.05816657551641286,5.816657551641287,10.838046699428963,9.838046699428963
official,test,P1_CART_Stack,14,424,65.20245729730333,8.074803855035944,5.1278677343048065,0.9253851937285951,0.06531501004278849,6.531501004278849,13.266831627650866,12.266831627650866
official,test,P1_CART_Stack,15,424,59.878764085434085,7.7381369906091795,4.775183973775832,0.931477392613689,0.060167722226440894,6.016772222644089,12.312400447820513,11.312400447820513
official,test,P1_CART_Stack,16,424,63.92288945871289,7.995179138625531,4.734767610062894,0.9268494745294276,0.06046118519932312,6.046118519932312,27.64098583290436,26.640985832904363
official,test,P1_CART_Stack,17,424,66.10763353157553,8.130660091995946,4.826685360933289,0.9243493501091784,0.06112275583065151,6.11227558306515,30.831989390837393,29.8319893908374
official,test,P1_CART_Stack,18,424,59.69575596370458,7.726302865129258,4.838059893306379,0.9316868190082599,0.060816481150761506,6.081648115076151,11.229569659410872,10.229569659410872
official,test,P1_CART_Stack,19,424,64.35900680960697,8.022406547265414,4.782659268306378,0.9263504011356107,0.06007894946566799,6.007894946566799,26.220050495537585,25.220050495537585
official,test,P1_ELM_Stack,0,424,46.737908401085214,6.836512883121425,4.029845266346941,0.9465152062448132,0.05058924327971689,5.058924327971689,6.080789001550174,5.080789001550174
official,test,P1_ELM_Stack,1,424,70.78880771577361,8.413608483627796,4.209866555607775,0.9189924215614702,0.05254424688739339,5.254424688739339,37.97403117605343,36.97403117605343
official,test,P1_ELM_Stack,2,424,45.792261289510584,6.766997952527442,3.9604691352152916,0.9475973629449744,0.04947093441856382,4.9470934418563814,5.427487338419014,4.427487338419012
official,test,P1_ELM_Stack,3,424,54.653493737506196,7.392800128334743,4.1436419868458545,0.9374569607294827,0.05190743082892679,5.190743082892679,13.41115819727617,12.411158197276173
official,test,P1_ELM_Stack,4,424,55.83546698078329,7.472313362057515,4.02719823065355,0.9361043628639917,0.05084061189907016,5.084061189907016,20.096083129056588,19.096083129056588
official,test,P1_ELM_Stack,5,424,54.1806358007343,7.360749676543437,4.060754403326054,0.9379980784236404,0.051061395836338785,5.106139583633879,16.42815185122237,15.42815185122237
official,test,P1_ELM_Stack,6,424,49.79347941533582,7.056449490737946,3.9913391625827694,0.9430185460156248,0.05020499568080387,5.020499568080386,12.712660701711467,11.712660701711467
official,test,P1_ELM_Stack,7,424,55.872497297717324,7.474790786217185,4.06119489173562,0.9360619870082535,0.051175701714840434,5.117570171484044,24.508853092012288,23.508853092012288
official,test,P1_ELM_Stack,8,424,50.37849543255137,7.09778102173851,4.112771017849753,0.9423490795783221,0.05034149447661926,5.0341494476619255,4.076861152857512,3.076861152857512
official,test,P1_ELM_Stack,9,424,49.83661390113281,7.059505216453403,3.932855126098244,0.9429691848192104,0.049821160307366046,4.982116030736605,10.848739966063356,9.848739966063356
official,test,P1_ELM_Stack,10,424,51.7235332838129,7.191907485765713,3.972432503134418,0.9408098777926904,0.05038284131191752,5.038284131191752,13.031811569743471,12.031811569743471
official,test,P1_ELM_Stack,11,424,45.76172912524035,6.764741615556381,3.9419458002365704,0.9476323026024123,0.04963714521602574,4.963714521602574,7.334459417937287,6.334459417937289
official,test,P1_ELM_Stack,12,424,61.71155380353109,7.855670168962741,4.188846240744324,0.9293800291795399,0.05262034288561673,5.262034288561673,25.155320758834165,24.155320758834165
official,test,P1_ELM_Stack,13,424,40.35992988927827,6.352946551741032,3.86454224932549,0.9538138825645067,0.04829002064208537,4.829002064208536,3.3760995459539904,2.37609954595399
official,test,P1_ELM_Stack,14,424,51.21747394058886,7.156638452555002,3.998039572566378,0.9413889897068983,0.050636692537563546,5.063669253756355,10.786567624647656,9.786567624647658
official,test,P1_ELM_Stack,15,424,60.938465891207244,7.8063093643031625,4.0789709006294474,0.9302647167695457,0.051031792341635906,5.103179234163591,34.83001868314343,33.83001868314343
official,test,P1_ELM_Stack,16,424,58.65834338961288,7.65887350656824,4.160927769267206,0.9328739880421879,0.052710175355358144,5.271017535535814,49.08532179649669,48.08532179649668
official,test,P1_ELM_Stack,17,424,34.679575487447465,5.888936702618518,3.8759350058830897,0.9603142287295746,0.048155561096792476,4.815556109679248,2.0330028062749,1.0330028062749
official,test,P1_ELM_Stack,18,424,61.40951876806291,7.836422574623124,4.121294201743287,0.9297256647060642,0.05154953254055489,5.1549532540554885,26.350687562419733,25.350687562419733
official,test,P1_ELM_Stack,19,424,50.956945993610084,7.138413408707153,4.059207827249653,0.9416871263584584,0.05126505033348593,5.126505033348593,9.760037896349818,8.760037896349818
official,test,P1_ERT,0,424,57.41991805186655,7.577593156924338,4.614781875000004,0.9342911871860209,0.05595194152373001,5.595194152373001,5.461348477307717,4.461348477307717
official,test,P1_ERT,1,424,57.39150189414027,7.5757179127882175,4.635047456957548,0.9343237053792242,0.05673850993549433,5.673850993549433,5.517412715058903,4.517412715058903
official,test,P1_ERT,2,424,56.828175415027616,7.538446485518592,4.627735408018874,0.9349683512691005,0.05636198099382052,5.636198099382052,5.780393184546116,4.780393184546116
official,test,P1_ERT,3,424,58.19478173967565,7.628550435022086,4.639659716391511,0.9334044674771456,0.05652559646217336,5.652559646217336,5.868114311390576,4.868114311390575
official,test,P1_ERT,4,424,57.15897156530523,7.560355253908723,4.550729527712266,0.9345898027957547,0.05574470320492226,5.574470320492226,6.143042447804108,5.143042447804108
official,test,P1_ERT,5,424,57.01025461062511,7.550513532907885,4.546143833136795,0.9347599878964807,0.05516855946201436,5.516855946201436,6.064247430119059,5.064247430119059
official,test,P1_ERT,6,424,58.01365498947351,7.616669547083785,4.6478963225235885,0.93361174091341,0.05682600664112392,5.6826006641123925,5.739597881159456,4.739597881159456
official,test,P1_ERT,7,424,59.15936033828353,7.691512227012548,4.671534199882078,0.9323006464211308,0.05690738969943814,5.690738969943814,6.512281610811075,5.512281610811074
official,test,P1_ERT,8,424,58.17770309106414,7.627430962720288,4.685019603183965,0.9334240115267158,0.05680084711301183,5.680084711301183,6.1517599975103545,5.1517599975103545
official,test,P1_ERT,9,424,59.04215101518186,7.68388905536655,4.6529941485849085,0.9324347755828056,0.0565523229017404,5.65523229017404,5.957976428440117,4.957976428440117
official,test,P1_ERT,10,424,59.21221963037298,7.69494766911205,4.66142905542453,0.9322401565868149,0.056913588329670806,5.69135883296708,5.557065859819882,4.5570658598198825
official,test,P1_ERT,11,424,60.02014353000057,7.747266842571035,4.6930296173349095,0.9313156042347789,0.05723629856125779,5.723629856125779,5.421780245324353,4.421780245324353
official,test,P1_ERT,12,424,57.64789558809791,7.5926211276540005,4.652491903301893,0.9340302997838394,0.05673123367536819,5.673123367536819,6.141908087874366,5.141908087874366
official,test,P1_ERT,13,424,54.79305777741513,7.402233296608202,4.570038783608493,0.937297249819313,0.05579751212373213,5.579751212373213,5.494679561297384,4.494679561297384
official,test,P1_ERT,14,424,57.90237503962211,7.609361013884287,4.609724147405662,0.9337390847627713,0.05638749524245196,5.6387495242451955,6.453589816078648,5.453589816078648
official,test,P1_ERT,15,424,61.38638956375149,7.8349466854441,4.755771525353777,0.9297521327437801,0.05785719526606531,5.785719526606531,6.50740035073026,5.50740035073026
official,test,P1_ERT,16,424,55.33007515306771,7.438418861093244,4.54555207252359,0.9366827109029958,0.055483553987411525,5.548355398741153,5.937450422200249,4.937450422200249
official,test,P1_ERT,17,424,61.26805726139075,7.827391472348292,4.701672857900946,0.9298875469932161,0.0570559225680802,5.70559225680802,6.91980292183061,5.919802921830608
official,test,P1_ERT,18,424,59.92871218901944,7.741363716362863,4.7015343378537775,0.931420234214648,0.057083538739564746,5.708353873956475,5.3676839691341485,4.3676839691341485
official,test,P1_ERT,19,424,58.643322721039624,7.657892838179418,4.650568600825476,0.9328911770304886,0.05661676248263111,5.661676248263111,6.6388494754480325,5.6388494754480325
official,test,P1_GBT,0,424,42.079152634437015,6.486844582263168,3.975123475200813,0.951846480147716,0.04866202304101965,4.866202304101965,5.092913641205355,4.092913641205355
official,test,P1_GBT,1,424,44.401418288064875,6.663438923563784,4.0080757233298385,0.9491889821171418,0.048914989056751755,4.891498905675175,5.151070144561634,4.151070144561633
official,test,P1_GBT,2,424,40.28910450664572,6.347369888910345,3.9192004158178415,0.9538949319976613,0.04823913625001405,4.823913625001405,5.078569097192764,4.078569097192764
official,test,P1_GBT,3,424,38.596500866591825,6.212608217696641,3.9077983229011375,0.9558318726887312,0.04782422047884928,4.782422047884928,5.0416338320233445,4.0416338320233445
official,test,P1_GBT,4,424,42.23203846387151,6.498618196499277,3.972379954599143,0.9516715243712353,0.048393830770038046,4.839383077003805,5.096269413092718,4.096269413092718
official,test,P1_GBT,5,424,39.55406488119442,6.289202245213174,3.921186455769004,0.9547360788121866,0.04834530152768317,4.834530152768317,5.064896522566623,4.064896522566623
official,test,P1_GBT,6,424,44.041494625022835,6.636376618684539,3.9945489516117716,0.949600862826912,0.049020070522560445,4.902007052256044,5.173405070689661,4.173405070689661
official,test,P1_GBT,7,424,38.616743729418765,6.21423718001001,3.900951717067657,0.9558087076524607,0.048055462772911,4.8055462772911,5.0549822575561745,4.0549822575561745
official,test,P1_GBT,8,424,43.57802346789819,6.60136527302483,3.9939512708846383,0.9501312387059001,0.0486954416120807,4.869544161208069,5.141115440721949,4.141115440721949
official,test,P1_GBT,9,424,41.012707855222025,6.40411647733097,3.9637772093430375,0.9530668723522222,0.0484547382966385,4.845473829663851,5.080345519408392,4.080345519408392
official,test,P1_GBT,10,424,42.95599380771265,6.554082224668275,3.9854873099784305,0.9508430619179944,0.04875363889591508,4.875363889591508,5.113899547271339,4.113899547271339
official,test,P1_GBT,11,424,40.48384050016375,6.362691293797283,3.9464319422655434,0.9536720847456909,0.04839566004758683,4.839566004758683,5.0854659854365565,4.0854659854365565
official,test,P1_GBT,12,424,39.81031459322342,6.309541551747117,3.940889061950308,0.9544428379833485,0.04832928474028792,4.832928474028792,5.151064697319676,4.151064697319676
official,test,P1_GBT,13,424,39.87403027127317,6.314588685834824,3.930222091198472,0.9543699245814431,0.04839171662351799,4.839171662351799,5.153242413473412,4.1532424134734125
official,test,P1_GBT,14,424,38.70197863560273,6.221091434435177,3.8871045757329132,0.9557111685983193,0.04785974425045991,4.785974425045991,5.154225151246027,4.1542251512460275
official,test,P1_GBT,15,424,41.34667995399443,6.430138408618778,3.950950307344499,0.9526846894639863,0.048483433938081244,4.848343393808125,5.086303463007027,4.086303463007027
official,test,P1_GBT,16,424,41.67626659541959,6.455715808136197,3.9750753778639365,0.9523075250990384,0.04866068900904392,4.866068900904392,5.083722903238766,4.083722903238767
official,test,P1_GBT,17,424,40.560524614329786,6.368714518199869,3.973568848395558,0.9535843308394768,0.04881131976617375,4.881131976617374,5.070014176830373,4.070014176830373
official,test,P1_GBT,18,424,41.94804137622857,6.476730762987494,3.9547123973169285,0.9519965180686277,0.048380284876561354,4.8380284876561355,5.19248849991496,4.19248849991496
official,test,P1_GBT,19,424,39.21927901385289,6.262529761514343,3.9355313052877463,0.9551191929411555,0.04842162955963133,4.842162955963133,5.054678487881774,4.054678487881774
official,test,P1_RF,0,424,44.47447272839373,6.668918407687541,4.20844714368881,0.9491053818490177,0.05223253914021696,5.223253914021695,3.023790741162527,2.0237907411625264
official,test,P1_RF,1,424,43.02694829055923,6.559492990358266,4.169179179416879,0.950761864748269,0.051402302521554546,5.140230252155455,2.2486592634358127,1.248659263435813
official,test,P1_RF,2,424,43.37151355823314,6.585705243801391,4.191810178913283,0.9503675595063957,0.051515131763454666,5.151513176345467,2.572566132514832,1.572566132514832
official,test,P1_RF,3,424,45.78882577755131,6.766744104630477,4.18618084085989,0.9476012943928049,0.051598368478662816,5.1598368478662815,2.8859931730619723,1.8859931730619721
official,test,P1_RF,4,424,44.38699461855807,6.662356536433491,4.205410241962507,0.949205487926134,0.05179282323472308,5.179282323472308,2.5960371694733952,1.596037169473395
official,test,P1_RF,5,424,46.25753384055878,6.801289130786809,4.242100468697576,0.9470649256305099,0.05260373458334049,5.260373458334049,3.1795528930992165,2.1795528930992165
official,test,P1_RF,6,424,42.76573859350641,6.539551864883894,4.201362347874689,0.9510607815644396,0.051864665044176264,5.186466504417626,2.314580645308494,1.314580645308494
official,test,P1_RF,7,424,45.09577500533937,6.715338785596701,4.23094090555765,0.9483943910221091,0.05231944068671445,5.231944068671445,2.6888104005281996,1.6888104005282
official,test,P1_RF,8,424,43.65894690303789,6.607491725536846,4.207980754924753,0.950038633508396,0.051934367809388676,5.1934367809388675,2.4324909032745685,1.4324909032745685
official,test,P1_RF,9,424,43.629683007561376,6.605276906198663,4.172054097893654,0.9500721218151599,0.05164472534444192,5.164472534444192,2.817789831531136,1.8177898315311352
official,test,P1_RF,10,424,40.90241020608771,6.395499214767187,4.098158935576833,0.9531930921001195,0.050712907094220064,5.071290709422007,2.2815639939002392,1.2815639939002395
official,test,P1_RF,11,424,43.21696396345245,6.573961055821099,4.166298641990261,0.9505444192223004,0.05142153700710025,5.142153700710025,2.4902371767953615,1.4902371767953613
official,test,P1_RF,12,424,40.19212223400621,6.3397257223011,4.124347064148599,0.9540059142180362,0.05069448130104262,5.069448130104262,2.16208654501409,1.16208654501409
official,test,P1_RF,13,424,41.458015548492305,6.438789913368218,4.142967644978586,0.9525572819373544,0.05076273623557241,5.076273623557241,2.2823648105540157,1.2823648105540157
official,test,P1_RF,14,424,41.20218953248927,6.418893170359612,4.164893244692955,0.9528500379072132,0.05111349635175228,5.111349635175229,2.1757127497812823,1.1757127497812823
official,test,P1_RF,15,424,45.32216961050252,6.732174211241308,4.22471996324211,0.9481353150561818,0.052171515454106386,5.217151545410639,2.9590685809860346,1.9590685809860349
official,test,P1_RF,16,424,39.791406009575184,6.308042961931631,4.102408094631576,0.954464476129582,0.050736593576439754,5.073659357643975,2.0445688191853573,1.0445688191853573
official,test,P1_RF,17,424,42.52723432600108,6.521290848137436,4.214762520847816,0.951333715291978,0.0521879434237815,5.21879434237815,2.1425700662979628,1.1425700662979628
official,test,P1_RF,18,424,44.371503529887434,6.661193851697114,4.19279294964866,0.9492232152423734,0.0517654281806283,5.17654281806283,2.7044263053438136,1.7044263053438136
official,test,P1_RF,19,424,43.15791240210555,6.56946819781522,4.156490406202673,0.9506119952154847,0.0513883947907775,5.138839479077751,2.548231074502719,1.5482310745027192
official,validation,P1_CART_Stack,0,424,108.26121876833446,10.404865148974034,5.560373488600627,0.8684107476863449,0.07200381467686719,7.200381467686719,46.558224545231546,45.558224545231546
official,validation,P1_CART_Stack,1,424,105.66195637921,10.279200181882343,5.4332987276785705,0.8715700968812196,0.07031566305315574,7.031566305315574,43.781513713925904,42.781513713925904
official,validation,P1_CART_Stack,2,424,115.8358635425587,10.762707073155838,5.4795074657457326,0.8592039250242556,0.07005893486904834,7.005893486904833,48.1851315508306,47.1851315508306
official,validation,P1_CART_Stack,3,424,96.82232432301673,9.83983355159104,5.392836178262578,0.8823144851879077,0.06997748342225306,6.9977483422253055,37.08881379272186,36.08881379272186
official,validation,P1_CART_Stack,4,424,103.69419309712984,10.18303457212681,5.485984947916666,0.8739618720890462,0.07031633009259224,7.031633009259224,39.901500621338776,38.90150062133878
official,validation,P1_CART_Stack,5,424,94.34789126446547,9.71328426766485,5.220279287960467,0.8853221069362985,0.06738035847091088,6.738035847091088,37.827140290857116,36.827140290857116
official,validation,P1_CART_Stack,6,424,100.45029293251993,10.02248935806469,5.3688592913297395,0.8779047650482931,0.0695163838492239,6.95163838492239,40.40891807245815,39.40891807245815
official,validation,P1_CART_Stack,7,424,98.91888497709006,9.945797352504728,5.42655443943733,0.8797661594620528,0.07033370750911459,7.033370750911459,38.64911484172158,37.64911484172158
official,validation,P1_CART_Stack,8,424,117.06064231033533,10.819456655042124,5.620369978240117,0.857715231989622,0.07212146262556722,7.212146262556722,46.74090982375801,45.74090982375801
official,validation,P1_CART_Stack,9,424,95.36921130685029,9.765716118485642,5.176691195951258,0.8840807137367821,0.06717241042378183,6.717241042378183,45.2151968660908,44.2151968660908
official,validation,P1_CART_Stack,10,424,111.4374990593389,10.556396120804624,5.4678317553908355,0.8645500452724337,0.07102430515835999,7.102430515835999,41.744047422694415,40.744047422694415
official,validation,P1_CART_Stack,11,424,98.85163677546387,9.942416043168977,5.396704492082209,0.8798478982478536,0.06959936470225045,6.959936470225045,42.01121629388224,41.01121629388224
official,validation,P1_CART_Stack,12,424,107.63993052804074,10.37496653141786,5.576949009995508,0.869165910577929,0.072287984014469,7.228798401446899,45.88995987226884,44.88995987226884
official,validation,P1_CART_Stack,13,424,98.89531170083445,9.94461219459233,5.730392865425652,0.8797948122874353,0.07425441204733564,7.4254412047335645,33.843258150812304,32.843258150812304
