track,split,model,stage,n,mse,rmse,mae,r2,relative_error,mape_percent,s_score_literal_mean,s_score_minus_one_mean
official,validation,P2_LR,A,252,17.47801674747462,4.180671805759766,2.293344746425625,0.9859864078596563,0.027072731513627338,2.7072731513627337,1.3748572299389368,0.3748572299389367
official,validation,P2_LR,B,172,881.2073877890886,29.685137489812785,4.611347084840748,-8.773200196238934,0.055421914073526084,5.542191407352608,380594917143472.6,380594917143471.6
official,validation,P2_Persistent,all,424,15.861657018873812,3.9826695844463185,3.126163089622641,0.9807204868805731,0.038909541966149146,3.8909541966149144,1.3614372435519682,0.3614372435519681
official,validation,P2_Persistent,A,252,13.569834038303567,3.683725565009365,2.87144107142857,0.9891199257688996,0.03498557627112922,3.498557627112922,1.3258617661708019,0.3258617661708018
official,validation,P2_Persistent,B,172,19.219444176453482,4.383998651511367,3.499360465116278,0.7868430539737195,0.04465860798443414,4.465860798443414,1.413559454598793,0.4135594545987931
official,validation,P2_SVR,all,424,10.262866059965189,3.2035708295533576,2.3436117179997566,0.9875257004605142,0.029007142224063667,2.9007142224063664,1.265988196956224,0.265988196956224
official,validation,P2_SVR,A,252,9.511385492572463,3.0840534192151186,2.1902965546173556,0.9923739244041089,0.026292622943859048,2.6292622943859048,1.2507576937546798,0.25075769375467977
official,validation,P2_SVR,B,172,11.363872472656858,3.371034332761513,2.568236259699554,0.8739667844155818,0.0329842286113402,3.2984228611340196,1.2883026551352308,0.2883026551352306
official,validation,P3_RF,all,424,8.513235878115884,2.917744998816018,2.1147097885173465,0.9896523394368185,0.025923645758826608,2.5923645758826606,1.2314779194119323,0.23147791941193224
official,validation,P3_RF,A,252,6.582398325715903,2.565618507439464,1.8911952493307669,0.9947223391089156,0.022532132362276667,2.253213236227667,1.2002757966461726,0.20027579664617284
official,validation,P3_RF,B,172,11.342137408376322,3.3678089922643064,2.442184578488382,0.8742078413307136,0.03089260724679513,3.0892607246795127,1.2771926574175798,0.27719265741757976
official,validation,P3_RF_CPP,all,424,7.8327369967252745,2.798702734612105,2.045305839206841,0.9904794716271007,0.024926332819492494,2.4926332819492494,1.2210992041540483,0.22109920415404802
official,validation,P3_RF_CPP,A,252,6.169196257698618,2.4837866771723007,1.8174326824211446,0.9950536378676021,0.02153729290712177,2.153729290712177,1.1911664783973686,0.19116647839736858
official,validation,P3_RF_CPP,B,172,10.270017614368976,3.204686820013615,2.379166510776581,0.8860983923251545,0.02989167036552401,2.989167036552401,1.26495412793709,0.26495412793709006
