fold,model,mse,train_n,validation_n
0,P2_Persistent,160.82020761114862,408,81
0,P2_KNN,51.13876312353611,408,81
0,P2_LR,31.853123881673252,408,81
0,P2_SVR,62.17140403977042,408,81
0,P2_Bagging,17.931759714251278,408,81
1,P2_Persistent,30.34795114431817,324,165
1,P2_KNN,38.46489707845364,324,165
1,P2_LR,53.11570171013882,324,165
1,P2_SVR,35.50754017182105,324,165
1,P2_Bagging,28.951631558441054,324,165
2,P2_Persistent,107.15238386631468,257,232
2,P2_KNN,25.889044817056032,257,232
2,P2_LR,1043.8942005240406,257,232
2,P2_SVR,33.648622047091976,257,232
2,P2_Bagging,23.277221774331952,257,232
3,P2_Persistent,126.24688515870167,403,86
3,P2_KNN,33.9983467676529,403,86
3,P2_LR,20.069594864736022,403,86
3,P2_SVR,47.134750658912225,403,86
3,P2_Bagging,17.078341502924957,403,86
4,P2_Persistent,112.01718009900523,362,127
4,P2_KNN,58.630973719250186,362,127
4,P2_LR,38.67683585058046,362,127
4,P2_SVR,59.746232554991195,362,127
4,P2_Bagging,36.34117277434829,362,127
5,P2_Persistent,45.090671883505465,397,92
5,P2_KNN,32.38143105619077,397,92
5,P2_LR,21.957612159005524,397,92
5,P2_SVR,40.55787176770577,397,92
5,P2_Bagging,19.01007316593487,397,92
6,P2_Persistent,58.4379720586693,303,186
6,P2_KNN,38.83725021539033,303,186
6,P2_LR,3439.9717368537076,303,186
6,P2_SVR,25.91603875803932,303,186
6,P2_Bagging,21.103553969486885,303,186
7,P2_Persistent,355.2730123447825,282,207
7,P2_KNN,32.643535187876076,282,207
7,P2_LR,32565.92285760494,282,207
7,P2_SVR,22.554754032877046,282,207
7,P2_Bagging,22.707063518541755,282,207
8,P2_Persistent,143.38769983553564,363,126
8,P2_KNN,37.47834368609464,363,126
8,P2_LR,388.48029269591916,363,126
8,P2_SVR,42.44964109299911,363,126
8,P2_Bagging,20.52654059972243,363,126
9,P2_Persistent,77.19764497088244,336,153
9,P2_KNN,48.19257642427352,336,153
9,P2_LR,27.01882547431457,336,153
9,P2_SVR,34.774274919182666,336,153
9,P2_Bagging,22.75767406600015,336,153
10,P2_Persistent,131.37774378475615,448,41
10,P2_KNN,51.65915460230304,448,41
10,P2_LR,32.17988231924552,448,41
10,P2_SVR,40.71476433696132,448,41
10,P2_Bagging,24.07777470426976,448,41
11,P2_Persistent,130.75929087091072,349,140
11,P2_KNN,33.60197522198732,349,140
11,P2_LR,279.55964992783646,349,140
11,P2_SVR,30.562508315446212,349,140
11,P2_Bagging,17.175086455194037,349,140
12,P2_Persistent,79.34654067904114,343,146
12,P2_KNN,67.10671976450857,343,146
12,P2_LR,39396.79681234491,343,146
12,P2_SVR,25.62274961695809,343,146
12,P2_Bagging,24.457158523282956,343,146
13,P2_Persistent,64.54057535344931,410,79
13,P2_KNN,42.455187427565505,410,79
13,P2_LR,26991.90578088497,410,79
13,P2_SVR,14.485788285505317,410,79
13,P2_Bagging,15.322952390274104,410,79
14,P2_Persistent,97.23099205320254,368,121
14,P2_KNN,36.52549182049093,368,121
14,P2_LR,34.2696069652381,368,121
14,P2_SVR,35.24362221743083,368,121
14,P2_Bagging,25.24733594277716,368,121
15,P2_Persistent,61.943692571890274,407,82
15,P2_KNN,48.735070128244196,407,82
15,P2_LR,26.917994806566213,407,82
15,P2_SVR,43.54420998480152,407,82
15,P2_Bagging,19.65734777749033,407,82
16,P2_Persistent,81.62770423067312,463,26
16,P2_KNN,107.34071098126148,463,26
16,P2_LR,61.65799574439159,463,26
16,P2_SVR,27.683638629559027,463,26
16,P2_Bagging,21.791631638142388,463,26
17,P2_Persistent,95.94866696301733,402,87
17,P2_KNN,63.2763184750681,402,87
17,P2_LR,233.92408170868327,402,87
17,P2_SVR,43.562765689873814,402,87
17,P2_Bagging,22.118063118935545,402,87
18,P2_Persistent,43.438306484913305,316,173
18,P2_KNN,59.51588293141258,316,173
18,P2_LR,25.809248235984636,316,173
18,P2_SVR,42.37435099009423,316,173
18,P2_Bagging,25.816668874727156,316,173
19,P2_Persistent,71.99384597569849,421,68
19,P2_KNN,27.586268508183085,421,68
19,P2_LR,44.39332297690853,421,68
19,P2_SVR,37.166588012211605,421,68
19,P2_Bagging,21.98343220253622,421,68
