fold,model,mse,train_n,validation_n
0,P2_Persistent,56.05837213711876,387,85
0,P2_KNN,38.89409060133531,387,85
0,P2_LR,31.058507328070775,387,85
0,P2_SVR,30.50605187473271,387,85
0,P2_Bagging,27.97804826845571,387,85
1,P2_Persistent,51.55429401418961,327,145
1,P2_KNN,23.362441846982062,327,145
1,P2_LR,28.2166485848711,327,145
1,P2_SVR,22.308387051230774,327,145
1,P2_Bagging,19.53694814325735,327,145
2,P2_Persistent,40.026810171675365,281,191
2,P2_KNN,27.322743140468713,281,191
2,P2_LR,206.81351985827772,281,191
2,P2_SVR,20.2413940166936,281,191
2,P2_Bagging,19.23791359590723,281,191
3,P2_Persistent,83.97169391071428,409,63
3,P2_KNN,30.895325106271418,409,63
3,P2_LR,16.034711539047542,409,63
3,P2_SVR,9.261803383692389,409,63
3,P2_Bagging,19.437266336768133,409,63
4,P2_Persistent,24.21131179419642,388,84
4,P2_KNN,18.139935434282147,388,84
4,P2_LR,13.7495149899091,388,84
4,P2_SVR,10.740465368771487,388,84
4,P2_Bagging,10.802203873774154,388,84
5,P2_Persistent,48.04836534044115,421,51
5,P2_KNN,20.2982129594206,421,51
5,P2_LR,15.586953785808907,421,51
5,P2_SVR,17.458790000882033,421,51
5,P2_Bagging,13.39980882736592,421,51
6,P2_Persistent,16.87893820804688,376,96
6,P2_KNN,25.466179752007047,376,96
6,P2_LR,200.096257923874,376,96
6,P2_SVR,19.038690687409257,376,96
6,P2_Bagging,26.71967707398518,376,96
7,P2_Persistent,68.20410578820004,247,225
7,P2_KNN,45.79107610707598,247,225
7,P2_LR,94.99892416049929,247,225
7,P2_SVR,20.750904652493492,247,225
7,P2_Bagging,22.34033101517224,247,225
8,P2_Persistent,32.160418191521735,334,138
8,P2_KNN,49.56166292906904,334,138
8,P2_LR,25.51510122943681,334,138
8,P2_SVR,29.359732311350918,334,138
8,P2_Bagging,31.10869212823893,334,138
9,P2_Persistent,37.87275886118852,350,122
9,P2_KNN,41.64821112917952,350,122
9,P2_LR,23.133075506374034,350,122
9,P2_SVR,26.250876088589145,350,122
9,P2_Bagging,32.06412205483631,350,122
10,P2_Persistent,36.057373823821216,279,193
10,P2_KNN,29.084886069786148,279,193
10,P2_LR,5328.788544380863,279,193
10,P2_SVR,21.845819690912585,279,193
10,P2_Bagging,20.74570514933952,279,193
11,P2_Persistent,24.253459546764727,438,34
11,P2_KNN,31.736399537779388,438,34
11,P2_LR,23.448559181204438,438,34
11,P2_SVR,25.721247280586635,438,34
11,P2_Bagging,28.272245596053867,438,34
12,P2_Persistent,53.32406097174107,360,112
12,P2_KNN,35.23465739346029,360,112
12,P2_LR,191.7199843799157,360,112
12,P2_SVR,19.139064329732623,360,112
12,P2_Bagging,21.368315669227588,360,112
13,P2_Persistent,41.63853107909996,397,75
13,P2_KNN,28.99043883929097,397,75
13,P2_LR,18.950224235969223,397,75
13,P2_SVR,21.555067611349905,397,75
13,P2_Bagging,25.016155991611445,397,75
14,P2_Persistent,70.72254085655169,443,29
14,P2_KNN,64.31271430171032,443,29
14,P2_LR,36.05967971751825,443,29
14,P2_SVR,46.17786219593251,443,29
14,P2_Bagging,39.587784503276296,443,29
15,P2_Persistent,31.774006936184204,282,190
15,P2_KNN,41.46422552096212,282,190
15,P2_LR,386.4671791255014,282,190
15,P2_SVR,21.818335220685213,282,190
15,P2_Bagging,28.46121952800532,282,190
16,P2_Persistent,32.116569638588686,410,62
16,P2_KNN,43.40410130346169,410,62
16,P2_LR,36.597464375470665,410,62
16,P2_SVR,24.578161633022425,410,62
16,P2_Bagging,20.13617231954911,410,62
17,P2_Persistent,36.45051367875,394,78
17,P2_KNN,22.90812580798845,394,78
17,P2_LR,17.530646825678225,394,78
17,P2_SVR,20.932833993176786,394,78
17,P2_Bagging,16.805896638003407,394,78
18,P2_Persistent,73.05720175793712,329,143
18,P2_KNN,37.191241039095644,329,143
18,P2_LR,23.8156724555614,329,143
18,P2_SVR,28.0467255620691,329,143
18,P2_Bagging,31.46341291035054,329,143
19,P2_Persistent,33.67762879552735,344,128
19,P2_KNN,25.3941298506844,344,128
19,P2_LR,1166.7733597928193,344,128
19,P2_SVR,18.57201636273995,344,128
19,P2_Bagging,18.488432747915454,344,128
