policy,condition,variant,feature,importance
retrospective,Cond1,joint_direct,p2_secondary_SLURRY_FLOW_LINE_A_mean,0.0
retrospective,Cond1,joint_direct,p2_secondary_SLURRY_FLOW_LINE_A_std,0.4222158083265272
retrospective,Cond1,joint_direct,p2_secondary_SLURRY_FLOW_LINE_B_auc,0.0
retrospective,Cond1,joint_direct,p2_secondary_SLURRY_FLOW_LINE_B_mean,0.015270475635692228
retrospective,Cond1,joint_direct,p2_secondary_SLURRY_FLOW_LINE_B_std,0.02971146865675538
retrospective,Cond1,joint_direct,p2_secondary_SLURRY_FLOW_LINE_C_auc,0.2960240553083796
retrospective,Cond1,joint_direct,p2_secondary_SLURRY_FLOW_LINE_C_mean,0.025356924087108056
retrospective,Cond1,joint_direct,p2_secondary_SLURRY_FLOW_LINE_C_std,0.0
retrospective,Cond1,joint_direct,p2_secondary_STAGE_ROTATION_mean,0.34417574616232166
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_BACKING_FILM_decreasing,0.0
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_BACKING_FILM_mean,1.0607028535681606
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_BACKING_FILM_std,0.00579824312905438
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_DRESSER_TABLE_decreasing,0.0
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_DRESSER_TABLE_mean,0.10714147699656279
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_DRESSER_TABLE_std,0.0
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_DRESSER_decreasing,0.0
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_DRESSER_mean,1.0504275523854
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_DRESSER_std,0.0
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_MEMBRANE_decreasing,0.07008768053260607
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_MEMBRANE_mean,0.0
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_MEMBRANE_std,0.010650731501609542
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_POLISHING_TABLE_decreasing,0.029058953305306723
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_POLISHING_TABLE_mean,0.5758836149451546
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_POLISHING_TABLE_std,0.0
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_PRESSURIZED_SHEET_decreasing,0.00853099179389385
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_PRESSURIZED_SHEET_mean,0.0
retrospective,Cond1,joint_direct,p2_secondary_USAGE_OF_PRESSURIZED_SHEET_std,0.0
retrospective,Cond1,joint_direct,p2_secondary_WAFER_ROTATION_mean,0.08230765602342896
retrospective,Cond1,joint_direct,p2_secondary_duration,0.16152909618430034
retrospective,Cond1,joint_direct,history_summary_0,0.7620674369696083
retrospective,Cond1,joint_direct,history_summary_1,0.7343215855072075
retrospective,Cond1,joint_direct,history_summary_2,0.0
retrospective,Cond1,joint_direct,history_summary_3,0.12987533742943033
retrospective,Cond1,joint_direct,history_summary_4,0.17753870080298742
retrospective,Cond1,joint_direct,history_summary_5,0.896521610694762
retrospective,Cond1,joint_direct,history_summary_6,3.6224433847130637
retrospective,Cond1,joint_direct,history_summary_7,0.0
retrospective,Cond1,joint_direct,history_summary_8,1.8437762638395876
retrospective,Cond1,joint_direct,history_summary_9,0.9455605839509964
retrospective,Cond1,joint_direct,gap__p2_primary_CENTER_AIR_BAG_PRESSURE_auc,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_CENTER_AIR_BAG_PRESSURE_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_CENTER_AIR_BAG_PRESSURE_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_DRESSING_WATER_STATUS_auc,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_DRESSING_WATER_STATUS_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_DRESSING_WATER_STATUS_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_EDGE_AIR_BAG_PRESSURE_auc,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_EDGE_AIR_BAG_PRESSURE_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_EDGE_AIR_BAG_PRESSURE_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_HEAD_ROTATION_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_MAIN_OUTER_AIR_BAG_PRESSURE_auc,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_MAIN_OUTER_AIR_BAG_PRESSURE_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_MAIN_OUTER_AIR_BAG_PRESSURE_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_PRESSURIZED_CHAMBER_PRESSURE_auc,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_PRESSURIZED_CHAMBER_PRESSURE_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_PRESSURIZED_CHAMBER_PRESSURE_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_RETAINER_RING_PRESSURE_auc,0.0
