model,arm,paper_mse,our_mse,relative_change_pct
P3_RF,legacy_clean_1977,7.6,9.477434967180153,24.70309167342308
P3_RF_CPP,legacy_clean_1977,7.4,8.685100884166744,17.366228164415443
P3_RF,ga_clean_1977,7.6,9.504720756304206,25.062115214529037
P3_RF_CPP,ga_clean_1977,7.4,9.083739327223622,22.753234151670565
