policy,model,nested_oof,temporal,test,validation
completed,control,22.428854947504465,12.420051911737461,9.345806829946223,8.995549971273991
completed,features,22.34864994375587,11.629382906842935,9.415926587082405,8.815721828428115
completed,proposed,58.465666598934526,12.463494235853128,9.272973705301716,8.762743038459913
completed,tuned,22.33903680077996,11.767405706201181,9.114856820717558,8.930252589649557
retrospective,control,31.112248067864446,39.323954539524884,7.727472077593047,7.611467318975251
retrospective,features,45.24653159573327,39.63339205291249,7.6942835011014346,7.498230882604356
retrospective,incumbent_refit,36.406158288213945,32.436459824110194,7.074313480095856,6.827695951448246
retrospective,proposed,28.90924988360173,39.72571345551108,7.827875288254085,7.978812212560368
retrospective,tuned,49.182334506603176,38.218620150360245,7.378784110727969,7.528461286384051
